metro_area,community_name,builder,phase,street_name,full_address,bedrooms,sqft,list_price,price,status_bucket,status_raw,input_date,closed_date,last_checked_date,status_changed
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,117 Sofia Drive,4,1459,231900,230000,sold,SLD,4/7/2026 1:02 PM,4/17/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2325 Sam Tillery Drive,3,1523,232900,230000,sold,SLD,5/22/2026 12:42 PM,7/30/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Rambling Brook Drive,1625 Rambling Brook Drive,4,1699,230900,230900,under_contract,UCT,7/23/2026 10:03 AM,8/28/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2380 Sam Tillery Drive,3,1472,230900,230900,sold,SLD,3/18/2026 9:52 AM,6/4/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,103 Sofia Drive,3,1373,232155,230955,sold,SLD,7/6/2026 7:42 AM,7/9/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Rambling Brook Drive,1604 Rambling Brook Drive,4,1699,231900,231900,sold,SBL,7/27/2026 2:10 PM,7/24/2026,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,758 Gussy Lane,3,1633,231900,231900,sold,SLD,5/4/2026 10:37 AM,7/9/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,105 Sofia Drive,4,1459,233255,232255,sold,SLD,3/5/2026 9:47 AM,5/28/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2388 Sam Tillery Drive,4,1640,234900,232900,sold,SLD,3/18/2026 9:49 AM,5/29/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2261 Sam Tillery Drive,4,1470,232900,232900,for_sale,ACT,7/23/2026 11:10 AM,,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2269 Sam Tillery Drive,3,1523,232900,232900,under_contract,UCT,6/18/2026 12:35 PM,8/28/2026,2026-08-03,
"Little Rock, AR",Cottage Walk,Lennar,Phase 1,Rambling Brook Drive,1609 Rambling Brook Drive,4,1699,232900,232900,under_contract,UCT,7/23/2026 10:08 AM,9/14/2026,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,774 Gussy Lane,4,1852,233900,233900,sold,SBL,7/29/2026 4:37 PM,7/28/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Red Maple Lane,4100 Red Maple Lane,4,1640,234775,234775,sold,SLD,1/6/2026 1:58 PM,4/15/2026,2026-08-03,
"Little Rock, AR",Magnolia Manor,Lennar,,Manor Oaks Blvd,1205 Manor Oaks Boulevard,4,1470,234900,234900,for_sale,ACT,7/6/2026 10:22 AM,,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,822 Gussy Lane,4,1951,238850,235000,sold,SLD,3/18/2026 11:36 AM,5/11/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,108 Sofia Drive,4,1459,237505,235000,sold,SLD,1/6/2026 12:55 PM,3/25/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2381 Sam Tillery Drive,3,1523,235475,235475,sold,SLD,4/2/2026 11:48 AM,6/24/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2372 Sam Tillery Drive,3,1633,235900,235900,sold,SLD,7/6/2026 7:32 AM,7/2/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2357 Sam Tillery Drive,4,1640,235900,235900,sold,SLD,4/2/2026 11:38 AM,6/9/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,118 Sofia Drive,4,1459,239330,236330,sold,SLD,12/24/2025 12:51 PM,3/19/2026,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,826 Gussy Lane,3,1770,233900,236400,sold,SLD,3/5/2026 12:17 PM,5/15/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2237 Sam Tillery Drive,4,1640,236900,236900,for_sale,ACT,7/23/2026 11:26 AM,,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Bassett St,2353 Bassett Street,4,1852,236900,236900,sold,SLD,6/10/2026 12:46 PM,7/30/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Cobblefield Cove,5008 Cobblefield Cove,4,1852,239380,237000,sold,SLD,12/30/2025 5:20 PM,3/25/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Hollywood Ave,6689 Hollywood Avenue,4,1852,237900,237900,sold,SLD,4/8/2026 11:46 AM,6/29/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Croft Ave,6081 Croft Avenue,4,1652,238590,238590,sold,SBL,4/23/2025 8:15 AM,4/17/2025,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,782 Gussy Lane,4,1951,238900,238900,sold,SLD,4/2/2026 1:04 PM,6/10/2026,2026-08-03,
"Little Rock, AR",Magnolia Manor,Lennar,,Manor Oaks Blvd,1404 Manor Oaks Boulevard,3,1633,239400,239400,under_contract,UCT,7/23/2026 10:32 AM,10/22/2026,2026-08-03,
"Little Rock, AR",Magnolia Manor,Lennar,,Manor Oaks Blvd,1206 Manor Oaks Boulevard,3,1633,239400,239400,for_sale,ACT,7/6/2026 10:32 AM,,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Bassett St,2352 Bassett Street,4,1852,239600,239600,for_sale,ACT,7/23/2026 1:09 PM,,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,116 Sofia Drive,3,1567,239855,239705,sold,SLD,12/24/2025 12:44 PM,4/28/2026,2026-08-03,
"Little Rock, AR",Magnolia Manor,Lennar,,Manor Oaks Blvd,1207 Manor Oaks Boulevard,4,1559,239900,239900,for_sale,ACT,7/17/2026 11:57 AM,,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Ted Craig Drive,3100 Ted Craig Drive,4,1640,241900,239900,sold,SLD,4/7/2026 2:44 PM,4/22/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Sam Tillery Dr,2348 Sam Tillery Drive,3,1633,240425,240425,sold,SLD,6/26/2026 3:00 PM,7/27/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Ted Craig Drive,3101 Ted Craig Drive,3,1523,240480,240480,sold,SBL,3/18/2026 5:44 PM,3/16/2026,2026-08-03,
"Little Rock, AR",Midland Estates,Lennar,Phase 1,Ted Craig Drive,3124 Ted Craig Drive,4,1640,243125,243125,under_contract,UCBL,4/7/2026 2:51 PM,4/23/2026,2026-08-03,
"Little Rock, AR",White Oak Crossing,Lennar,,Stacey Lane,8200 Stacey Lane,3,1567,243220,243220,withdrawn,WITH,7/2/2025 2:13 PM,,2026-08-03,
"Little Rock, AR",Magnolia Manor,Lennar,,Manor Court,1406 Manor Court,4,1652,243400,243400,under_contract,UCT,7/17/2026 11:29 AM,8/24/2026,2026-08-03,
"Little Rock, AR",White Oak Crossing,Lennar,,Stacey Lane,8205 Stacey Lane,3,1567,248405,244455,sold,SLD,6/23/2025 3:34 PM,7/23/2025,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Jonathan Drive,138 Jonathan Drive,3,1567,244700,244700,for_sale,ACT,4/24/2026 2:00 PM,,2026-08-03,
"Little Rock, AR",Magnolia Manor,Lennar,,Gum Spring Road,1403 Gum Spring Road,4,1652,244900,244900,under_contract,UCT,7/6/2026 10:37 AM,8/21/2026,2026-08-03,
"Little Rock, AR",Panther Cove,Lennar,,Gussy Lane,798 Gussy Lane,4,1852,245900,245900,sold,SLD,4/7/2026 3:25 PM,5/29/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,115 Sofia Drive,3,1567,248450,246000,sold,SLD,3/5/2026 9:39 AM,7/27/2026,2026-08-03,
"Little Rock, AR",The Grove At Centennial Valley,Lennar,,Croft Ave,6088 Croft Avenue,4,1852,247970,247970,sold,SLD,3/28/2025 12:14 PM,3/28/2025,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Lucy Lane,109 Lucy Lane,3,1567,248140,248140,under_contract,UCT,7/6/2026 8:41 AM,9/25/2026,2026-08-03,
"Little Rock, AR",White Oak Crossing,Lennar,,Kennedy Lane,8201 Kennedy Lane,4,1903,253555,253555,sold,SLD,1/12/2026 9:54 AM,1/28/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,104 Sofia Drive,4,1903,256235,256235,sold,SLD,1/6/2026 12:51 PM,6/11/2026,2026-08-03,
"Little Rock, AR",White Oak Crossing,Lennar,,Stacey Lane,8304 Stacey Lane,4,2065,259605,259605,sold,SLD,6/16/2025 3:22 PM,9/25/2025,2026-08-03,
"Little Rock, AR",White Oak Crossing,Lennar,,Fitzgerald Lane,8301 Fitzgerald Lane,4,1903,250635,261000,sold,SLD,3/19/2025 1:00 PM,6/5/2025,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Lucy Lane,116 Lucy Lane,4,2065,269900,269900,under_contract,UCT,6/10/2026 10:20 AM,8/28/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,111 Sofia Drive,4,2065,271900,271900,sold,SLD,3/5/2026 9:30 AM,5/4/2026,2026-08-03,
"Little Rock, AR",White Oak Crossing,Lennar,,Fitzgerald Lane,8300 Fitzgerald Lane,4,2065,271525,274820,sold,SLD,2/28/2025 2:11 PM,6/24/2025,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,114 Sofia Drive,4,2065,278450,278450,sold,SLD,12/24/2025 1:00 PM,5/29/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,109 Sofia Drive,4,2344,279000,279000,under_contract,UCT,4/7/2026 1:21 PM,8/26/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Jonathan Drive,148 Jonathan Drive,4,2344,282900,280000,sold,SLD,4/7/2026 12:55 PM,7/22/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,100 Sofia Drive,4,2333,286675,284120,sold,SLD,4/7/2026 1:47 PM,7/2/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,IM Drive,8008 Kim Drive,4,2345,284545,284545,sold,SLD,2/21/2025 5:14 PM,8/14/2025,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Sofia Drive,101 Sofia Drive,4,2344,285900,285900,under_contract,UCBL,4/7/2026 1:25 PM,5/27/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,Jonathan Drive,152 Jonathan Drive,4,2344,285900,285900,under_contract,UCT,4/7/2026 1:17 PM,8/27/2026,2026-08-03,
"Little Rock, AR",Cypress Bend,Lennar,,IM Drive,8012 Kim Drive,4,2345,282900,286010,sold,SLD,2/10/2025 10:45 AM,5/27/2025,2026-08-03,
