listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,listingAddress/zipCode,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"5 Stoneledge Dr, Maumelle, AR 72113",5 Stoneledge Dr,Maumelle,AR,72113,,forRent,3,1755,,1850,34,https://www.zillow.com/homedetails/5-Stoneledge-Dr-Maumelle-AR-72113/326005_zpid/,,240000,2026-08-14T00:00:00.000Z,Listed for rent,2025-04-10T00:00:00.000Z,Listing removed,2025-03-28T00:00:00.000Z,Listed for rent,2025-02-06T00:00:00.000Z,Sold,2024-11-23T00:00:00.000Z,Listing removed,2024-07-30T00:00:00.000Z,Listed for rent,2015-02-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32 Cinderwood Cv, Maumelle, AR 72113",32 Cinderwood Cv,Maumelle,AR,72113,,forRent,3,2467,,1895,17,https://www.zillow.com/homedetails/32-Cinderwood-Cv-Maumelle-AR-72113/343619_zpid/,,505000,2026-08-30T00:00:00.000Z,Listed for rent,2025-10-09T00:00:00.000Z,Listing removed,2025-09-04T00:00:00.000Z,Price change,2025-08-30T00:00:00.000Z,Listed for rent,2016-07-22T00:00:00.000Z,Listing removed,2016-07-21T00:00:00.000Z,Price change,2016-06-17T00:00:00.000Z,Price change,2016-05-21T00:00:00.000Z,Listed for sale,2015-09-30T00:00:00.000Z,Sold,2008-05-09T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"216 Chantilly Cir, Maumelle, AR 72113",216 Chantilly Cir,Maumelle,AR,72113,,forRent,3,1632,,2200,17,https://www.zillow.com/homedetails/216-Chantilly-Cir-Maumelle-AR-72113/328342_zpid/,,300000,2026-08-30T00:00:00.000Z,Listed for rent,2025-09-26T00:00:00.000Z,Listing removed,2025-09-19T00:00:00.000Z,Sold,2025-08-30T00:00:00.000Z,Listed for rent,2025-08-09T00:00:00.000Z,Listed for sale,2017-12-05T00:00:00.000Z,Listing removed,2017-10-21T00:00:00.000Z,Listed for sale,2015-07-13T00:00:00.000Z,Sold,2006-08-30T00:00:00.000Z,Sold,2003-10-15T00:00:00.000Z,Sold,2003-04-04T00:00:00.000Z,Sold,1997-10-13T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81 Oak Forest Loop, Maumelle, AR 72113",81 Oak Forest Loop,Maumelle,AR,72113,,forRent,3,1300,,1700,59,https://www.zillow.com/homedetails/81-Oak-Forest-Loop-Maumelle-AR-72113/326542_zpid/,,145000,2026-07-20T00:00:00.000Z,Listed for rent,2021-01-15T00:00:00.000Z,Sold,2012-10-11T00:00:00.000Z,Sold,1997-04-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"120 Melville Dr, Maumelle, AR 72113",120 Melville Dr,Maumelle,AR,72113,,forRent,3,1921,,2330,0,https://www.zillow.com/homedetails/120-Melville-Dr-Maumelle-AR-72113/124731365_zpid/,,255000,2026-09-16T00:00:00.000Z,Listed for rent,2024-12-28T00:00:00.000Z,Listing removed,2024-09-26T00:00:00.000Z,Listed for rent,2021-08-19T00:00:00.000Z,Listing removed,2021-08-03T00:00:00.000Z,Listed for rent,2017-11-07T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8056 Chesapeake Trl, Bauxite, AR 72011",8056 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1651,,1545,8,https://www.zillow.com/homedetails/8056-Chesapeake-Trl-Bauxite-AR-72011/457082351_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-05-19T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8072 Chesapeake Trl, Bauxite, AR 72011",8072 Chesapeake Trl,Bauxite,AR,72011,,forRent,4,1492,,1650,5,https://www.zillow.com/homedetails/8072-Chesapeake-Trl-Bauxite-AR-72011/457082278_zpid/,,208600,2026-09-12T00:00:00.000Z,Listed for rent,2026-07-30T00:00:00.000Z,Sold,2026-07-09T00:00:00.000Z,Contingent,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-08T00:00:00.000Z,Price change,2026-04-11T00:00:00.000Z,Price change,2026-04-03T00:00:00.000Z,Price change,2026-03-31T00:00:00.000Z,Price change,2026-03-18T00:00:00.000Z,Price change,2026-03-16T00:00:00.000Z,Price change,2026-02-17T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8057 Chesapeake Trl, Bauxite, AR 72011",8057 Chesapeake Trl,Bauxite,AR,72011,,forRent,4,1496,,1545,8,https://www.zillow.com/homedetails/8057-Chesapeake-Trl-Bauxite-AR-72011/462191990_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-08-10T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8065 Chesapeake Trl, Bauxite, AR 72011",8065 Chesapeake Trl,Bauxite,AR,72011,,forRent,4,1699,,1595,8,https://www.zillow.com/homedetails/8065-Chesapeake-Trl-Bauxite-AR-72011/462191986_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-08-06T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Listed for sale,2026-07-27T00:00:00.000Z,Contingent,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"802 Gussy Ln, Benton, AR 72019",802 Gussy Ln,Benton,AR,72019,,forRent,4,1459,,1650,26,https://www.zillow.com/homedetails/802-Gussy-Ln-Benton-AR-72019/460667108_zpid/,,222900,2026-08-21T00:00:00.000Z,Listed for rent,2026-08-11T00:00:00.000Z,Sold,2026-07-13T00:00:00.000Z,Contingent,2026-07-04T00:00:00.000Z,Price change,2026-06-03T00:00:00.000Z,Listed for sale,2026-05-01T00:00:00.000Z,Contingent,2026-04-14T00:00:00.000Z,Price change,2026-04-07T00:00:00.000Z,Price change,2026-04-02T00:00:00.000Z,Price change,2026-02-27T00:00:00.000Z,Price change,2026-02-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5041 Red Fox Trl, Bauxite, AR 72011",5041 Red Fox Trl,Bauxite,AR,72011,,forRent,3,1200,,1550,92,https://www.zillow.com/homedetails/5041-Red-Fox-Trl-Bauxite-AR-72011/2071703035_zpid/,,191000,2026-08-25T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Price change,2026-06-16T00:00:00.000Z,Listed for rent,2021-09-17T00:00:00.000Z,Sold,2021-06-24T00:00:00.000Z,Pending sale,2021-06-23T00:00:00.000Z,Contingent,2021-06-04T00:00:00.000Z,Price change,2021-04-30T00:00:00.000Z,Price change,2021-04-22T00:00:00.000Z,Price change,2021-04-16T00:00:00.000Z,Price change,2021-04-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8016 Chesapeake Trl, Bauxite, AR 72011",8016 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1442,,1495,8,https://www.zillow.com/homedetails/8016-Chesapeake-Trl-Bauxite-AR-72011/457082295_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-07-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3008 Emerald Park Trl, Bauxite, AR 72011",3008 Emerald Park Trl,Bauxite,AR,72011,,forRent,3,1528,,1500,16,https://www.zillow.com/homedetails/3008-Emerald-Park-Trl-Bauxite-AR-72011/2070250448_zpid/,,181875,2026-09-05T00:00:00.000Z,Listed for rent,2026-03-14T00:00:00.000Z,Listing removed,2026-02-26T00:00:00.000Z,Listed for rent,2026-02-16T00:00:00.000Z,Listing removed,2026-01-22T00:00:00.000Z,Price change,2026-01-12T00:00:00.000Z,Price change,2025-12-23T00:00:00.000Z,Price change,2025-12-03T00:00:00.000Z,Price change,2025-12-02T00:00:00.000Z,Listed for rent,2023-09-01T00:00:00.000Z,Listing removed,2021-09-27T00:00:00.000Z,Listing removed,2021-09-20T00:00:00.000Z,Listed for rent,2021-08-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8000 Chesapeake Trl, Bauxite, AR 72011",8000 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1373,,1445,8,https://www.zillow.com/homedetails/8000-Chesapeake-Trl-Bauxite-AR-72011/464083308_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8073 Chesapeake Trl, Bauxite, AR 72011",8073 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1442,,1495,8,https://www.zillow.com/homedetails/8073-Chesapeake-Trl-Bauxite-AR-72011/460744961_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-10T00:00:00.000Z,Price change,2026-07-08T00:00:00.000Z,Listed for sale,2026-06-12T00:00:00.000Z,Contingent,2026-06-08T00:00:00.000Z,Price change,2026-04-14T00:00:00.000Z,Price change,2026-02-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8024 Chesapeake Trl, Bauxite, AR 72011",8024 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1248,,1345,8,https://www.zillow.com/homedetails/8024-Chesapeake-Trl-Bauxite-AR-72011/457082320_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-07-24T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7001 Potomac Trl, Bauxite, AR 72011",7001 Potomac Trl,Bauxite,AR,72011,,forRent,3,1051,,1295,8,https://www.zillow.com/homedetails/7001-Potomac-Trl-Bauxite-AR-72011/461516494_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-05-19T00:00:00.000Z,Price change,2026-04-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8049 Chesapeake Trl, Bauxite, AR 72011",8049 Chesapeake Trl,Bauxite,AR,72011,,forRent,3,1301,,1395,8,https://www.zillow.com/homedetails/8049-Chesapeake-Trl-Bauxite-AR-72011/463059708_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-08-04T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-18T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2344 Bassett St, Benton, AR 72019",2344 Bassett St,Benton,AR,72019,,forRent,3,1523,,1545,8,https://www.zillow.com/homedetails/2344-Bassett-St-Benton-AR-72019/463059714_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-13T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8040 Chesapeake Trl, Bauxite, AR 72011",8040 Chesapeake Trl,Bauxite,AR,72011,,forRent,4,1496,,1495,8,https://www.zillow.com/homedetails/8040-Chesapeake-Trl-Bauxite-AR-72011/457082335_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-13T00:00:00.000Z,Price change,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-06-08T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Listed for sale,2025-10-02T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2352 Bassett St, Benton, AR 72019",2352 Bassett St,Benton,AR,72019,,forRent,4,1852,,1695,8,https://www.zillow.com/homedetails/2352-Bassett-St-Benton-AR-72019/461516492_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-04T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Listed for sale,2026-04-06T00:00:00.000Z,Listing removed,2026-04-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754 Gussy Ln, Benton, AR 72019",754 Gussy Ln,Benton,AR,72019,,forRent,3,1523,,1600,5,https://www.zillow.com/homedetails/754-Gussy-Ln-Benton-AR-72019/464376472_zpid/,,220900,2026-09-11T00:00:00.000Z,Listed for rent,2026-08-27T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5096 Woodstream Dr, Alexander, AR 72002",5096 Woodstream Dr,Alexander,AR,72002,,forRent,3,1594,,2600,12,https://www.zillow.com/homedetails/5096-Woodstream-Dr-Alexander-AR-72002/2077881150_zpid/,,180150,2026-09-05T00:00:00.000Z,Listed for rent,2024-10-14T00:00:00.000Z,Listing removed,2023-08-19T00:00:00.000Z,Listing removed,2023-07-23T00:00:00.000Z,Listed for rent,2023-03-09T00:00:00.000Z,Listing removed,2023-02-12T00:00:00.000Z,Listed for rent,2021-03-10T00:00:00.000Z,Sold,2020-10-02T00:00:00.000Z,Price change,2020-09-12T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4541 Western Woods Dr, Benton, AR 72015",4541 Western Woods Dr,Benton,AR,72015,,forRent,4,2000,,1895,2,https://www.zillow.com/homedetails/4541-Western-Woods-Dr-Benton-AR-72015/2061302075_zpid/,,313100,2026-09-15T00:00:00.000Z,Listed for rent,2023-03-31T00:00:00.000Z,Sold,2022-11-05T00:00:00.000Z,Listing removed,2022-09-30T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14457 Skyline Dr, Alexander, AR 72002",14457 Skyline Dr,Alexander,AR,72002,,forRent,3,1974,,1950,2,https://www.zillow.com/homedetails/14457-Skyline-Dr-Alexander-AR-72002/120792053_zpid/,,210000,2026-09-15T00:00:00.000Z,Listed for rent,2021-11-05T00:00:00.000Z,Sold,2015-12-17T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2064 Fern Valley Dr, Alexander, AR 72002",2064 Fern Valley Dr,Alexander,AR,72002,,forRent,3,1394,,1595,0,https://www.zillow.com/homedetails/2064-Fern-Valley-Dr-Alexander-AR-72002/247595904_zpid/,,169000,2026-09-16T00:00:00.000Z,Listed for rent,2025-12-24T00:00:00.000Z,Listing removed,2025-11-13T00:00:00.000Z,Listed for rent,2023-05-30T00:00:00.000Z,Listing removed,2023-05-15T00:00:00.000Z,Listed for rent,2021-06-30T00:00:00.000Z,Listing removed,2021-06-22T00:00:00.000Z,Listed for rent,2021-06-14T00:00:00.000Z,Sold,2021-06-13T00:00:00.000Z,Contingent,2021-05-13T00:00:00.000Z,Listed for sale,2016-12-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6065 Discovery Trl, Bauxite, AR 72011",6065 Discovery Trl,Bauxite,AR,72011,,forRent,4,1459,,1595,1,https://www.zillow.com/homedetails/6065-Discovery-Trl-Bauxite-AR-72011/442588179_zpid/,,192660,2026-09-15T00:00:00.000Z,Listed for rent,2026-08-11T00:00:00.000Z,Listing removed,2026-08-03T00:00:00.000Z,Listed for rent,2025-07-01T00:00:00.000Z,Listing removed,2025-05-23T00:00:00.000Z,Listed for rent,2025-05-09T00:00:00.000Z,Sold,2025-05-01T00:00:00.000Z,Contingent,2025-04-15T00:00:00.000Z,Price change,2025-04-04T00:00:00.000Z,Price change,2025-03-07T00:00:00.000Z,Price change,2025-02-28T00:00:00.000Z,Price change,2025-01-30T00:00:00.000Z,Price change,2024-12-14T00:00:00.000Z,Listed for sale,2024-11-22T00:00:00.000Z,Listing removed,2024-11-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,
"2705 Timbermist Cir, Benton, AR 72015",2705 Timbermist Cir,Benton,AR,72015,,forRent,3,1200,,1575,0,https://www.zillow.com/homedetails/2705-Timbermist-Cir-Benton-AR-72015/386796_zpid/,,151000,2026-09-17T00:00:00.000Z,Listed for rent,2025-09-02T00:00:00.000Z,Listing removed,2025-08-27T00:00:00.000Z,Price change,2025-08-14T00:00:00.000Z,Price change,2025-06-30T00:00:00.000Z,Listed for rent,2022-08-30T00:00:00.000Z,Listing removed,2022-08-24T00:00:00.000Z,Listed for rent,2021-08-09T00:00:00.000Z,Listing removed,2021-08-05T00:00:00.000Z,Listed for rent,2021-07-07T00:00:00.000Z,Sold,2021-07-07T00:00:00.000Z,Contingent,2021-06-05T00:00:00.000Z,Listed for sale,2021-03-24T00:00:00.000Z,Listing removed,2018-12-27T00:00:00.000Z,Listing removed,2018-09-29T00:00:00.000Z,Listed for sale,2008-06-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,
"726 Mimosa Ct, Bryant, AR 72022",726 Mimosa Ct,Bryant,AR,72022,,forRent,3,1369,,1695,0,https://www.zillow.com/homedetails/726-Mimosa-Ct-Bryant-AR-72022/118171657_zpid/,,192000,2026-09-17T00:00:00.000Z,Listed for rent,2026-04-12T00:00:00.000Z,Listing removed,2026-04-07T00:00:00.000Z,Listed for rent,2025-03-22T00:00:00.000Z,Listing removed,2025-03-10T00:00:00.000Z,Listed for rent,2025-03-08T00:00:00.000Z,Listing removed,2025-02-27T00:00:00.000Z,Listed for rent,2023-10-08T00:00:00.000Z,Listing removed,2023-09-26T00:00:00.000Z,Listed for rent,2023-01-15T00:00:00.000Z,Listing removed,2023-01-03T00:00:00.000Z,Listed for rent,2021-11-02T00:00:00.000Z,Listing removed,2021-10-26T00:00:00.000Z,Price change,2021-10-21T00:00:00.000Z,Price change,2021-10-05T00:00:00.000Z,Listed for rent,2021-08-27T00:00:00.000Z,Sold,2021-07-29T00:00:00.000Z,Listed for sale,2021-07-21T00:00:00.000Z,Pending sale,2021-07-07T00:00:00.000Z,Listed for sale,2016-12-30T00:00:00.000Z,Sold,2014-05-02T00:00:00.000Z,Sold,2013-11-21T00:00:00.000Z,Price change,2013-09-27T00:00:00.000Z,Listed for sale,2013-07-22T00:00:00.000Z,Sold,,,,,,,,
"14611 Parkway Meadows Dr, Alexander, AR 72002",14611 Parkway Meadows Dr,Alexander,AR,72002,,forRent,3,1500,,1625,0,https://www.zillow.com/homedetails/14611-Parkway-Meadows-Dr-Alexander-AR-72002/112089546_zpid/,,192000,2026-09-17T00:00:00.000Z,Listed for rent,2025-09-08T00:00:00.000Z,Listing removed,2025-08-28T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-08-05T00:00:00.000Z,Listed for rent,2024-07-24T00:00:00.000Z,Listing removed,2024-06-28T00:00:00.000Z,Listed for rent,2022-05-19T00:00:00.000Z,Listing removed,2022-05-04T00:00:00.000Z,Price change,2022-04-15T00:00:00.000Z,Listed for rent,2022-03-09T00:00:00.000Z,Sold,2022-02-17T00:00:00.000Z,Contingent,2022-02-15T00:00:00.000Z,Listed for sale,2019-11-19T00:00:00.000Z,Sold,2019-09-16T00:00:00.000Z,Price change,2019-08-19T00:00:00.000Z,Listed for sale,2013-07-11T00:00:00.000Z,Sold,2013-03-06T00:00:00.000Z,Price change,2013-01-31T00:00:00.000Z,Price change,2013-01-19T00:00:00.000Z,Listed for sale,2010-04-21T00:00:00.000Z,Sold,,,,,,,,,,,,,,
"830 Gussy Ln, Benton, AR 72019",830 Gussy Ln,Benton,AR,72019,,forRent,,,,,,https://www.zillow.com/b/830-gussy-ln-benton-ar-CqYvFB/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4340 Sloan Dr, Alexander, AR 72002",4340 Sloan Dr,Alexander,AR,72002,,forRent,4,1850,,2140,53,https://www.zillow.com/homedetails/4340-Sloan-Dr-Alexander-AR-72002/442183331_zpid/,,267480,2026-08-09T00:00:00.000Z,Listed for rent,2026-07-28T00:00:00.000Z,Listing removed,2026-07-25T00:00:00.000Z,Listed for rent,2026-07-08T00:00:00.000Z,Listing removed,2026-06-20T00:00:00.000Z,Listed for rent,2025-08-06T00:00:00.000Z,Listing removed,2025-07-11T00:00:00.000Z,Listed for rent,2025-03-25T00:00:00.000Z,Sold,2025-02-10T00:00:00.000Z,Contingent,2025-01-17T00:00:00.000Z,Price change,2025-01-16T00:00:00.000Z,Price change,2024-10-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8512 Highway 5 N, Benton, AR 72019",8512 Highway 5 N,Benton,AR,72019,,forRent,4,1533,,1895,2,https://www.zillow.com/homedetails/8512-Highway-5-N-Benton-AR-72019/394628139_zpid/,,,2026-09-14T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-15T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22930 Sam Tillery Dr, Alexander, AR 72002",22930 Sam Tillery Dr,Alexander,AR,72002,,forRent,4,1640,,2000,23,https://www.zillow.com/homedetails/22930-Sam-Tillery-Dr-Alexander-AR-72002/464786376_zpid/,,,2026-09-10T00:00:00.000Z,Price change,2026-09-08T00:00:00.000Z,Price change,2026-08-24T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1710 Cedarhurst Dr, Benton, AR 72015",1710 Cedarhurst Dr,Benton,AR,72015,,forRent,3,1680,,1595,55,https://www.zillow.com/homedetails/1710-Cedarhurst-Dr-Benton-AR-72015/384477_zpid/,,127500,2026-09-12T00:00:00.000Z,Price change,2026-09-04T00:00:00.000Z,Price change,2026-08-29T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Listed for rent,2024-05-13T00:00:00.000Z,Listing removed,2024-02-10T00:00:00.000Z,Listed for rent,2024-01-31T00:00:00.000Z,Sold,2024-01-24T00:00:00.000Z,Contingent,2024-01-22T00:00:00.000Z,Listed for sale,2019-11-07T00:00:00.000Z,Listing removed,2019-10-07T00:00:00.000Z,Listed for rent,2016-12-15T00:00:00.000Z,Listing removed,2016-01-13T00:00:00.000Z,Listing removed,2016-01-11T00:00:00.000Z,Listed for rent,2015-05-22T00:00:00.000Z,Sold,2015-01-21T00:00:00.000Z,Listing removed,2014-07-25T00:00:00.000Z,Listed for rent,2014-06-23T00:00:00.000Z,Listing removed,2014-05-25T00:00:00.000Z,Price change,2014-05-07T00:00:00.000Z,Price change,2014-04-11T00:00:00.000Z,Price change,2014-02-17T00:00:00.000Z,Listed for sale,,,,,,,,,,,,
"1008 Santa Fe Trl, Bauxite, AR 72011",1008 Santa Fe Trl,Bauxite,AR,72011,,forRent,,,,,,https://www.zillow.com/b/1008-santa-fe-trl-bauxite-ar-BqKjfx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
