listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event
"72 Branchwood Ln, Austin, AR 72007",72 Branchwood Ln,Austin,AR,,forRent,3,1216,,1200,26,https://www.zillow.com/homedetails/72-Branchwood-Ln-Austin-AR-72007/252707_zpid/,,1710000,2026-08-27T00:00:00.000Z,Price change,2022-12-04T00:00:00.000Z,Listed for rent,2021-02-23T00:00:00.000Z,Listing removed,2020-08-27T00:00:00.000Z,Listing removed,2020-08-03T00:00:00.000Z,Listed for rent,2019-06-08T00:00:00.000Z,Listing removed
"21 Meadowlark Dr, Cabot, AR 72023",21 Meadowlark Dr,Cabot,AR,,forRent,3,1013,,1395,42,https://www.zillow.com/homedetails/21-Meadowlark-Dr-Cabot-AR-72023/255213_zpid/,,147900,2026-08-12T00:00:00.000Z,Listed for rent,2024-01-16T00:00:00.000Z,Listing removed,2024-01-04T00:00:00.000Z,Sold,2023-08-22T00:00:00.000Z,Sold,2023-07-17T00:00:00.000Z,Contingent,2023-05-12T00:00:00.000Z,Listed for sale
"17 Farrah St, Ward, AR 72176",17 Farrah St,Ward,AR,,forRent,3,1563,,1250,105,https://www.zillow.com/homedetails/17-Farrah-St-Ward-AR-72176/52495486_zpid/,,,2026-06-09T00:00:00.000Z,Listed for rent,2025-05-24T00:00:00.000Z,Listing removed,2025-05-06T00:00:00.000Z,Price change,2025-04-20T00:00:00.000Z,Listed for rent,2017-02-23T00:00:00.000Z,Listing removed,2017-02-17T00:00:00.000Z,Listed for rent
"29 Mattie Lene Dr, Ward, AR 72176",29 Mattie Lene Dr,Ward,AR,,forRent,3,1301,,1350,12,https://www.zillow.com/homedetails/29-Mattie-Lene-Dr-Ward-AR-72176/35732499_zpid/,,80000,2026-09-10T00:00:00.000Z,Listed for rent,2026-03-20T00:00:00.000Z,Listing removed,2026-01-05T00:00:00.000Z,Listed for rent,2024-10-09T00:00:00.000Z,Listing removed,2024-09-16T00:00:00.000Z,Listed for rent,2009-05-16T00:00:00.000Z,Listing removed
"27 Trinity Dr, Cabot, AR 72023",27 Trinity Dr,Cabot,AR,,forRent,3,1442,,1525,32,https://www.zillow.com/homedetails/27-Trinity-Dr-Cabot-AR-72023/113948501_zpid/,,,2026-08-21T00:00:00.000Z,Listed for rent,2025-09-11T00:00:00.000Z,Listing removed,2025-07-29T00:00:00.000Z,Price change,2025-07-03T00:00:00.000Z,Listed for rent,,,,
"454 Maple Tree Cv, Lonoke, AR 72086",454 Maple Tree Cv,Lonoke,AR,,forRent,3,1344,,1400,8,https://www.zillow.com/homedetails/454-Maple-Tree-Cv-Lonoke-AR-72086/67448696_zpid/,,,2026-09-14T00:00:00.000Z,Listed for rent,,,,,,,,,,
"36 Stonehaven Dr, Cabot, AR 72023",36 Stonehaven Dr,Cabot,AR,,forRent,3,1360,,1350,1,https://www.zillow.com/homedetails/36-Stonehaven-Dr-Cabot-AR-72023/72176066_zpid/,,,2026-09-21T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-31T00:00:00.000Z,Listed for rent,2023-04-21T00:00:00.000Z,Listing removed,2023-04-16T00:00:00.000Z,Listed for rent,2023-03-23T00:00:00.000Z,Listing removed
"1330 37th Avenue Ln NE, Hickory, NC 28601",1330 37th Avenue Ln NE,Hickory,NC,,forRent,5,2368,,2700,49,https://www.zillow.com/homedetails/1330-37th-Avenue-Ln-NE-Hickory-NC-28601/452771842_zpid/,,330000,2026-08-04T00:00:00.000Z,Listed for rent,2025-09-16T00:00:00.000Z,Sold,2025-06-09T00:00:00.000Z,Pending sale,2025-06-04T00:00:00.000Z,Price change,2025-05-31T00:00:00.000Z,Listed for sale,,
"106 10th Ave SE, Hickory, NC 28602",106 10th Ave SE,Hickory,NC,,forRent,3,1333,,1595,98,https://www.zillow.com/homedetails/106-10th-Ave-SE-Hickory-NC-28602/463282226_zpid/,,,2026-06-16T00:00:00.000Z,Listed for rent,,,,,,,,,,
"87 Sycamore Cir, Cabot, AR 72023",87 Sycamore Cir,Cabot,AR,,forRent,3,1252,,1350,39,https://www.zillow.com/homedetails/87-Sycamore-Cir-Cabot-AR-72023/256430_zpid/,,151500,2026-09-14T00:00:00.000Z,Price change,2026-08-29T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Listed for rent,2026-07-17T00:00:00.000Z,Sold,2026-06-05T00:00:00.000Z,Listed for sale,2026-05-27T00:00:00.000Z,Listing removed
"456 Brinkley Dr, Kings Mountain, NC 28086",456 Brinkley Dr,Kings Mountain,NC,,forRent,3,2175,,2185,5,https://www.zillow.com/homedetails/456-Brinkley-Dr-Kings-Mountain-NC-28086/463854737_zpid/,,295000,2026-09-22T00:00:00.000Z,Price change,2026-09-17T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Sold,2026-07-16T00:00:00.000Z,Pending sale,2026-07-14T00:00:00.000Z,Listed for sale,,
"242 Colton Ct, Kings Mountain, NC 28086",242 Colton Ct,Kings Mountain,NC,,forRent,5,2511,,2455,5,https://www.zillow.com/homedetails/242-Colton-Ct-Kings-Mountain-NC-28086/462106908_zpid/,,325000,2026-09-17T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Sold,2026-07-16T00:00:00.000Z,Pending sale,2026-06-16T00:00:00.000Z,Price change,2026-05-01T00:00:00.000Z,Listed for sale,,
"11 W Plaza Blvd, Cabot, AR 72023",11 W Plaza Blvd,Cabot,AR,,forRent,3,1487,,1525,29,https://www.zillow.com/homedetails/11-W-Plaza-Blvd-Cabot-AR-72023/256262_zpid/,,229049,2026-08-24T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-02T00:00:00.000Z,Listed for rent,2013-02-26T00:00:00.000Z,Sold,,,,
"104 10th Ave SE, Hickory, NC 28602",104 10th Ave SE,Hickory,NC,,forRent,3,1333,,1595,105,https://www.zillow.com/homedetails/104-10th-Ave-SE-Hickory-NC-28602/71959215_zpid/,,420000,2026-06-09T00:00:00.000Z,Listed for rent,2025-12-17T00:00:00.000Z,Sold,2025-10-09T00:00:00.000Z,Listed for sale,2024-12-30T00:00:00.000Z,Sold,2024-11-05T00:00:00.000Z,Listed for sale,2015-02-28T00:00:00.000Z,Listing removed
"140 Dolphin Rd, Humnoke, AR 72072",140 Dolphin Rd,Humnoke,AR,,forRent,3,1577,,900,6,https://www.zillow.com/homedetails/140-Dolphin-Rd-Humnoke-AR-72072/2077399951_zpid/,,,2026-09-17T00:00:00.000Z,Listed for rent,2026-06-01T00:00:00.000Z,Listing removed,2026-03-04T00:00:00.000Z,Listed for rent,2025-09-10T00:00:00.000Z,Listing removed,2025-08-12T00:00:00.000Z,Listed for rent,2023-08-28T00:00:00.000Z,Listing removed
"803 Phillips Dr, Kings Mountain, NC 28086",803 Phillips Dr,Kings Mountain,NC,,forRent,3,1648,,1595,6,https://www.zillow.com/homedetails/803-Phillips-Dr-Kings-Mountain-NC-28086/93015632_zpid/,,139000,2026-09-16T00:00:00.000Z,Listed for rent,2023-04-09T00:00:00.000Z,Listing removed,2023-03-24T00:00:00.000Z,Listed for rent,2023-02-14T00:00:00.000Z,Sold,2022-12-04T00:00:00.000Z,Pending sale,2022-10-20T00:00:00.000Z,Listed for sale
"191 Rosedale St, Kings Mountain, NC 28086",191 Rosedale St,Kings Mountain,NC,,forRent,3,1679,,1795,8,https://www.zillow.com/homedetails/191-Rosedale-St-Kings-Mountain-NC-28086/338483251_zpid/,,246900,2026-09-14T00:00:00.000Z,Listed for rent,2024-12-14T00:00:00.000Z,Listing removed,2024-11-12T00:00:00.000Z,Listed for rent,2023-11-08T00:00:00.000Z,Listing removed,2023-11-03T00:00:00.000Z,Price change,2023-10-18T00:00:00.000Z,Listed for rent
"404 Marcella Dr, Kings Mountain, NC 28086",404 Marcella Dr,Kings Mountain,NC,,forRent,3,1507,,1799,43,https://www.zillow.com/homedetails/404-Marcella-Dr-Kings-Mountain-NC-28086/214091791_zpid/,,255000,2026-09-23T00:00:00.000Z,Price change,2026-09-16T00:00:00.000Z,Price change,2026-09-09T00:00:00.000Z,Price change,2026-09-02T00:00:00.000Z,Price change,2026-08-25T00:00:00.000Z,Price change,2026-08-18T00:00:00.000Z,Price change
"109 Ann St, Kings Mountain, NC 28086",109 Ann St,Kings Mountain,NC,,forRent,3,1508,,1850,29,https://www.zillow.com/homedetails/109-Ann-St-Kings-Mountain-NC-28086/214091787_zpid/,,126000,2026-09-09T00:00:00.000Z,Price change,2026-08-24T00:00:00.000Z,Listed for rent,2016-05-27T00:00:00.000Z,Sold,,,,,,
"(Undisclosed Address), Kings Mountain, NC 28086",(Undisclosed Address),Kings Mountain,NC,,forRent,5,1750,,1850,8,https://www.zillow.com/homedetails/Kings-Mountain-NC-28086/93015498_zpid/,,37000,2026-09-14T00:00:00.000Z,Listed for rent,2020-09-23T00:00:00.000Z,Sold,2019-09-19T00:00:00.000Z,Listing removed,2019-08-22T00:00:00.000Z,Listed for rent,2018-10-24T00:00:00.000Z,Listing removed,2018-09-21T00:00:00.000Z,Price change
"538 Belcaro Dr, Kings Mountain, NC 28086",538 Belcaro Dr,Kings Mountain,NC,,forRent,3,1800,,1925,6,https://www.zillow.com/homedetails/538-Belcaro-Dr-Kings-Mountain-NC-28086/339891879_zpid/,,,2026-09-23T00:00:00.000Z,Price change,2026-09-16T00:00:00.000Z,Price change,2026-09-02T00:00:00.000Z,Price change,2026-08-26T00:00:00.000Z,Price change,2026-08-18T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Price change
"493 Aubrey Woods Dr, Kings Mountain, NC 28086",493 Aubrey Woods Dr,Kings Mountain,NC,,forRent,4,2201,,2495,22,https://www.zillow.com/homedetails/493-Aubrey-Woods-Dr-Kings-Mountain-NC-28086/338483091_zpid/,,352900,2026-09-20T00:00:00.000Z,Listed for rent,2026-09-02T00:00:00.000Z,Listing removed,2026-08-31T00:00:00.000Z,Listed for rent,2026-08-12T00:00:00.000Z,Listing removed,2026-07-23T00:00:00.000Z,Price change,2026-07-03T00:00:00.000Z,Listed for rent
"3967 Newhall Dr NW, Hickory, NC 28601",3967 Newhall Dr NW,Hickory,NC,,forRent,3,1158,,1400,28,https://www.zillow.com/homedetails/3967-Newhall-Dr-NW-Hickory-NC-28601/343810572_zpid/,,,2026-08-25T00:00:00.000Z,Listed for rent,2025-08-12T00:00:00.000Z,Listing removed,2025-07-23T00:00:00.000Z,Listed for rent,2025-04-17T00:00:00.000Z,Listing removed,2025-03-28T00:00:00.000Z,Listed for rent,2024-03-28T00:00:00.000Z,Listing removed
"170 Crown Ct, Kings Mountain, NC 28086",170 Crown Ct,Kings Mountain,NC,,forRent,3,1320,,1715,13,https://www.zillow.com/homedetails/170-Crown-Ct-Kings-Mountain-NC-28086/214084781_zpid/,,22000,2026-09-09T00:00:00.000Z,Listed for rent,2025-08-22T00:00:00.000Z,Sold,2022-02-11T00:00:00.000Z,Sold,2021-12-21T00:00:00.000Z,Contingent,2018-04-23T00:00:00.000Z,Listed for sale,,
"5102 Stanford Ct, Maumelle, AR 72113",5102 Stanford Ct,Maumelle,AR,,forRent,4,2584,,3300,0,https://www.zillow.com/homedetails/5102-Stanford-Ct-Maumelle-AR-72113/2066797167_zpid/,,,2026-09-22T00:00:00.000Z,Listed for rent,,,,,,,,,,
"6005 Coywolf, Maumelle, AR 72113",6005 Coywolf,Maumelle,AR,,forRent,4,1955,,2300,6,https://www.zillow.com/homedetails/6005-Coywolf-Maumelle-AR-72113/465322717_zpid/,,,2026-09-16T00:00:00.000Z,Listed for rent,,,,,,,,,,
"10700 Mason Dr, North Little Rock, AR 72113",10700 Mason Dr,North Little Rock,AR,,forRent,3,1248,,1700,14,https://www.zillow.com/homedetails/10700-Mason-Dr-North-Little-Rock-AR-72113/457082284_zpid/,,204325,2026-09-08T00:00:00.000Z,Listed for rent,2026-03-11T00:00:00.000Z,Sold,2026-01-15T00:00:00.000Z,Contingent,2025-12-30T00:00:00.000Z,Listed for sale,2025-10-30T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale
"2400 SW Ednruance Way #2, Maumelle, AR 72113",2400 SW Ednruance Way #2,Maumelle,AR,,forRent,3,1200,,1995,92,https://www.zillow.com/homedetails/2400-SW-Ednruance-Way-2-Maumelle-AR-72113/463401793_zpid/,,,2026-09-08T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Listed for rent,,,,,,,,
"3802 Pinecrest Ln, Maumelle, AR 72113",3802 Pinecrest Ln,Maumelle,AR,,forRent,4,2435,,2550,19,https://www.zillow.com/homedetails/3802-Pinecrest-Ln-Maumelle-AR-72113/465038347_zpid/,,,2026-09-22T00:00:00.000Z,Price change,2026-09-15T00:00:00.000Z,Price change,2026-09-03T00:00:00.000Z,Listed for rent,,,,,,
"203 Logan Dr, Maumelle, AR 72113",203 Logan Dr,Maumelle,AR,,forRent,3,1472,,1835,53,https://www.zillow.com/homedetails/203-Logan-Dr-Maumelle-AR-72113/2057186362_zpid/,,,2026-08-05T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2024-08-27T00:00:00.000Z,Listing removed,2024-08-01T00:00:00.000Z,Listed for rent,2023-06-19T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent
"44 Kirkland Dr, Cabot, AR 72023",44 Kirkland Dr,Cabot,AR,,forRent,3,2077,,1900,172,https://www.zillow.com/homedetails/44-Kirkland-Dr-Cabot-AR-72023/52495420_zpid/,,,2026-04-03T00:00:00.000Z,Listed for rent,2026-04-03T00:00:00.000Z,Listing removed,2026-02-11T00:00:00.000Z,Listed for rent,2025-09-22T00:00:00.000Z,Listing removed,2025-08-19T00:00:00.000Z,Listing removed,2025-08-17T00:00:00.000Z,Listed for rent
"110 River Valley Loop, Maumelle, AR 72113",110 River Valley Loop,Maumelle,AR,,forRent,4,2670,,2600,13,https://www.zillow.com/homedetails/110-River-Valley-Loop-Maumelle-AR-72113/79782764_zpid/,,340000,2026-09-10T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-06-10T00:00:00.000Z,Listed for sale,2021-06-15T00:00:00.000Z,Sold,2014-12-02T00:00:00.000Z,Sold,2014-11-16T00:00:00.000Z,Listed for sale
"113 Lucy Ln, Maumelle, AR 72113",113 Lucy Ln,Maumelle,AR,,forRent,3,1051,,1460,14,https://www.zillow.com/homedetails/113-Lucy-Ln-Maumelle-AR-72113/463057776_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-13T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change
"124 Im Dr, Maumelle, AR 72113",124 Im Dr,Maumelle,AR,,forRent,4,1500,,1850,78,https://www.zillow.com/homedetails/124-Im-Dr-Maumelle-AR-72113/2056969175_zpid/,,222925,2026-09-10T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Listed for rent,2025-08-27T00:00:00.000Z,Listing removed,2025-07-18T00:00:00.000Z,Listed for rent,2024-08-21T00:00:00.000Z,Listing removed,2024-07-30T00:00:00.000Z,Listed for rent
"158 Ridgeland Dr, Maumelle, AR 72113",158 Ridgeland Dr,Maumelle,AR,,forRent,3,1835,,1975,14,https://www.zillow.com/homedetails/158-Ridgeland-Dr-Maumelle-AR-72113/325729_zpid/,,188900,2026-09-08T00:00:00.000Z,Listed for rent,2025-04-11T00:00:00.000Z,Listing removed,2024-12-03T00:00:00.000Z,Listed for rent,2023-01-20T00:00:00.000Z,Listing removed,2023-01-06T00:00:00.000Z,Listed for rent,2019-11-19T00:00:00.000Z,Listing removed
"106 Jo Park Ln, Maumelle, AR 72113",106 Jo Park Ln,Maumelle,AR,,forRent,4,1640,,2000,47,https://www.zillow.com/homedetails/106-Jo-Park-Ln-Maumelle-AR-72113/2056841941_zpid/,,,2026-08-06T00:00:00.000Z,Listed for rent,2023-10-04T00:00:00.000Z,Listing removed,2023-10-03T00:00:00.000Z,Listed for rent,2023-10-03T00:00:00.000Z,Listing removed,2023-06-29T00:00:00.000Z,Listed for rent,,
"7 Southland Dr, Maumelle, AR 72113",7 Southland Dr,Maumelle,AR,,forRent,2,925,,850,84,https://www.zillow.com/homedetails/7-Southland-Dr-Maumelle-AR-72113/2109744736_zpid/,,,2026-06-30T00:00:00.000Z,Listed for rent,2018-07-15T00:00:00.000Z,Listing removed,2018-06-28T00:00:00.000Z,Listed for rent,2016-06-28T00:00:00.000Z,Listing removed,2014-12-12T00:00:00.000Z,Listing removed,2014-07-29T00:00:00.000Z,Listed for rent
"231 Brinkley Dr, Kings Mountain, NC 28086",231 Brinkley Dr,Kings Mountain,NC,,forRent,5,2400,,2595,68,https://www.zillow.com/homedetails/231-Brinkley-Dr-Kings-Mountain-NC-28086/349365612_zpid/,,332000,2026-08-07T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Listed for rent,2026-07-10T00:00:00.000Z,Sold,2026-05-14T00:00:00.000Z,Listed for sale,2026-05-10T00:00:00.000Z,Listing removed,2026-03-03T00:00:00.000Z,Price change
"1423 Mammoth Rd, Hickory, NC 28602",1423 Mammoth Rd,Hickory,NC,,forRent,4,1927,,2095,71,https://www.zillow.com/homedetails/1423-Mammoth-Rd-Hickory-NC-28602/461722831_zpid/,,,2026-09-11T00:00:00.000Z,Price change,2026-07-14T00:00:00.000Z,Listed for rent,2026-05-26T00:00:00.000Z,Listing removed,2026-05-19T00:00:00.000Z,Price change,2026-04-15T00:00:00.000Z,Listed for sale,,
"1411 Mammoth Rd, Hickory, NC 28602",1411 Mammoth Rd,Hickory,NC,,forRent,5,2368,,2255,20,https://www.zillow.com/homedetails/1411-Mammoth-Rd-Hickory-NC-28602/463736170_zpid/,,292400,2026-09-02T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Sold,2026-07-16T00:00:00.000Z,Pending sale,2026-07-08T00:00:00.000Z,Listed for sale,,,,
"10413 Cypress Knee Dr, Maumelle, AR 72113",10413 Cypress Knee Dr,Maumelle,AR,,forRent,3,1480,,1800,83,https://www.zillow.com/homedetails/10413-Cypress-Knee-Dr-Maumelle-AR-72113/2060938533_zpid/,,,2026-07-01T00:00:00.000Z,Listed for rent,2025-04-22T00:00:00.000Z,Listing removed,2025-04-04T00:00:00.000Z,Listed for rent,2022-11-13T00:00:00.000Z,Listing removed,2022-10-25T00:00:00.000Z,Listed for rent,,
"1417 17th Ave NE, Hickory, NC 28601",1417 17th Ave NE,Hickory,NC,,forRent,3,1400,,1725,46,https://www.zillow.com/homedetails/1417-17th-Ave-NE-Hickory-NC-28601/71551010_zpid/,,99000,2026-08-21T00:00:00.000Z,Price change,2026-08-07T00:00:00.000Z,Listed for rent,2006-11-13T00:00:00.000Z,Sold,,,,,,
"15 Harvest Ridge Dr, Hickory, NC 28601",15 Harvest Ridge Dr,Hickory,NC,,forRent,4,2000,,2100,23,https://www.zillow.com/homedetails/15-Harvest-Ridge-Dr-Hickory-NC-28601/2063037302_zpid/,,220990,2026-09-22T00:00:00.000Z,Price change,2026-09-04T00:00:00.000Z,Price change,2026-08-30T00:00:00.000Z,Listed for rent,2025-06-28T00:00:00.000Z,Listing removed,2025-06-09T00:00:00.000Z,Listed for rent,2023-09-11T00:00:00.000Z,Listing removed
"5944 Bakers Point, Hickory, NC 28602",5944 Bakers Point,Hickory,NC,,forRent,5,3953,,3600,35,https://www.zillow.com/homedetails/5944-Bakers-Point-Hickory-NC-28602/98192272_zpid/,,90000,2026-08-18T00:00:00.000Z,Listed for rent,2026-08-13T00:00:00.000Z,Listing removed,2026-07-27T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Price change,2026-04-30T00:00:00.000Z,Listed for sale,2026-03-01T00:00:00.000Z,Listing removed
"117 Logan Dr, Maumelle, AR 72113",117 Logan Dr,Maumelle,AR,,forRent,3,1472,,1835,77,https://www.zillow.com/homedetails/117-Logan-Dr-Maumelle-AR-72113/2057186355_zpid/,,,2026-07-07T00:00:00.000Z,Listed for rent,2023-07-30T00:00:00.000Z,Listing removed,2023-07-29T00:00:00.000Z,Listed for rent,2023-07-29T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,,
"61 Pin Oak Loop, Maumelle, AR 72113",61 Pin Oak Loop,Maumelle,AR,,forRent,3,1173,,1495,81,https://www.zillow.com/homedetails/61-Pin-Oak-Loop-Maumelle-AR-72113/326810_zpid/,,175000,2026-08-14T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Price change,2026-07-03T00:00:00.000Z,Listed for rent,2024-04-25T00:00:00.000Z,Listing removed,2024-04-09T00:00:00.000Z,Listed for rent,2023-02-09T00:00:00.000Z,Listing removed
"1936 Eigth St, Hickory, NC 28602",1936 Eigth St,Hickory,NC,,forRent,3,1695,,1695,90,https://www.zillow.com/homedetails/1936-Eigth-St-Hickory-NC-28602/2052991619_zpid/,,,2026-09-10T00:00:00.000Z,Price change,2026-08-31T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Price change,2026-07-27T00:00:00.000Z,Price change,2026-07-07T00:00:00.000Z,Price change,2026-06-24T00:00:00.000Z,Listed for rent
