listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event,listingPriceHistory/28/date,listingPriceHistory/28/event,listingPriceHistory/29/date,listingPriceHistory/29/event
"27 Emerald Cir, Cabot, AR 72023",27 Emerald Cir,Cabot,AR,,forRent,3,1688,,1700,6,https://www.zillow.com/homedetails/27-Emerald-Cir-Cabot-AR-72023/254457_zpid/,,400000,2026-09-12T00:00:00.000Z,Listed for rent,2026-07-24T00:00:00.000Z,Listing removed,2026-07-22T00:00:00.000Z,Listed for rent,2026-07-10T00:00:00.000Z,Listing removed,2026-07-01T00:00:00.000Z,Listed for rent,2025-07-17T00:00:00.000Z,Listing removed,2025-07-03T00:00:00.000Z,Listed for rent,2020-05-06T00:00:00.000Z,Listing removed,2020-04-16T00:00:00.000Z,Listed for rent,2014-07-18T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102 Rosebud Cir, Cabot, AR 72023",102 Rosebud Cir,Cabot,AR,,forRent,3,1277,,1375,49,https://www.zillow.com/homedetails/102-Rosebud-Cir-Cabot-AR-72023/63160774_zpid/,,199000,2026-09-15T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2024-10-10T00:00:00.000Z,Listing removed,2024-10-09T00:00:00.000Z,Price change,2024-09-26T00:00:00.000Z,Listed for rent,2024-08-23T00:00:00.000Z,Sold,2024-07-15T00:00:00.000Z,Listed for sale,2019-02-08T00:00:00.000Z,Sold,2019-01-11T00:00:00.000Z,Pending sale,2018-12-01T00:00:00.000Z,Price change,2018-09-22T00:00:00.000Z,Price change,2018-08-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35 G St, Cabot, AR 72023",35 G St,Cabot,AR,,forRent,3,1849,,1825,72,https://www.zillow.com/homedetails/35-G-St-Cabot-AR-72023/254255_zpid/,,230000,2026-07-25T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-05-03T00:00:00.000Z,Listed for rent,2025-05-25T00:00:00.000Z,Listing removed,2025-05-14T00:00:00.000Z,Price change,2025-05-01T00:00:00.000Z,Listed for rent,2021-06-07T00:00:00.000Z,Sold,2020-09-03T00:00:00.000Z,Sold,2020-06-19T00:00:00.000Z,Listed for sale,2018-06-22T00:00:00.000Z,Sold,2018-05-08T00:00:00.000Z,Listed for sale,2014-04-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21 Willard St, Ward, AR 72176",21 Willard St,Ward,AR,,forRent,3,1301,,1350,35,https://www.zillow.com/homedetails/21-Willard-St-Ward-AR-72176/55151159_zpid/,,165000,2026-09-19T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Listed for rent,2022-08-08T00:00:00.000Z,Sold,2014-12-24T00:00:00.000Z,Listing removed,2014-11-06T00:00:00.000Z,Price change,2014-10-02T00:00:00.000Z,Listed for rent,2014-04-10T00:00:00.000Z,Listing removed,2014-03-01T00:00:00.000Z,Listed for rent,2014-02-18T00:00:00.000Z,Listing removed,2014-02-07T00:00:00.000Z,Price change,2014-01-09T00:00:00.000Z,Price change,2013-10-25T00:00:00.000Z,Price change,2013-08-24T00:00:00.000Z,Listed for sale,2013-05-23T00:00:00.000Z,Listing removed,2013-04-18T00:00:00.000Z,Price change,2013-03-30T00:00:00.000Z,Price change,2013-03-13T00:00:00.000Z,Price change,2013-02-26T00:00:00.000Z,Price change,2013-02-10T00:00:00.000Z,Listed for sale,2012-07-04T00:00:00.000Z,Listing removed,2012-05-16T00:00:00.000Z,Price change,2012-04-12T00:00:00.000Z,Price change,2012-04-09T00:00:00.000Z,Price change,2012-03-23T00:00:00.000Z,Price change,2012-03-15T00:00:00.000Z,Listed for sale,,,,,,,,,,
"53 Bent Tree Dr, Cabot, AR 72023",53 Bent Tree Dr,Cabot,AR,,forRent,3,1645,,1495,58,https://www.zillow.com/homedetails/53-Bent-Tree-Dr-Cabot-AR-72023/256157_zpid/,,10000,2026-09-01T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Listed for rent,2002-07-18T00:00:00.000Z,Sold,1993-11-12T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"211 Rodney Guthrie Dr, Cabot, AR 72023",211 Rodney Guthrie Dr,Cabot,AR,,forRent,3,1268,,1345,43,https://www.zillow.com/homedetails/211-Rodney-Guthrie-Dr-Cabot-AR-72023/256835_zpid/,,155000,2026-08-06T00:00:00.000Z,Listed for rent,2025-09-22T00:00:00.000Z,Listing removed,2025-08-26T00:00:00.000Z,Price change,2025-07-29T00:00:00.000Z,Listed for rent,2023-07-27T00:00:00.000Z,Listing removed,2023-07-06T00:00:00.000Z,Listed for rent,2022-03-10T00:00:00.000Z,Sold,2022-01-31T00:00:00.000Z,Listed for sale,2019-09-20T00:00:00.000Z,Sold,2019-09-11T00:00:00.000Z,Listed for sale,2019-08-26T00:00:00.000Z,Pending sale,2019-08-13T00:00:00.000Z,Price change,2019-05-31T00:00:00.000Z,Price change,2019-03-17T00:00:00.000Z,Listed for sale,2017-02-23T00:00:00.000Z,Listing removed,2017-01-02T00:00:00.000Z,Price change,2016-07-05T00:00:00.000Z,Listed for sale,2016-06-27T00:00:00.000Z,Sold,2015-11-21T00:00:00.000Z,Listed for sale,2014-09-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,
"509 E Elm St, Cabot, AR 72023",509 E Elm St,Cabot,AR,,forRent,3,1056,,1450,71,https://www.zillow.com/homedetails/509-E-Elm-St-Cabot-AR-72023/257181_zpid/,,185000,2026-08-20T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Listed for rent,2026-07-09T00:00:00.000Z,Listing removed,2026-05-02T00:00:00.000Z,Listed for rent,2026-04-16T00:00:00.000Z,Listing removed,2026-02-18T00:00:00.000Z,Price change,2026-02-04T00:00:00.000Z,Listed for rent,2023-04-10T00:00:00.000Z,Sold,2023-01-19T00:00:00.000Z,Listing removed,2023-01-18T00:00:00.000Z,Listed for rent,2023-01-06T00:00:00.000Z,Listing removed,2022-10-26T00:00:00.000Z,Listed for sale,2021-05-28T00:00:00.000Z,Sold,2015-07-27T00:00:00.000Z,Sold,2012-10-07T00:00:00.000Z,Listing removed,2012-09-20T00:00:00.000Z,Price change,2012-06-20T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,
"32 Fortson Dr, Cabot, AR 72023",32 Fortson Dr,Cabot,AR,,forRent,3,1064,,875,27,https://www.zillow.com/homedetails/32-Fortson-Dr-Cabot-AR-72023/63161011_zpid/,,750000,2026-08-22T00:00:00.000Z,Listed for rent,2024-02-17T00:00:00.000Z,Listing removed,2024-02-03T00:00:00.000Z,Listed for rent,2004-08-10T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21 Meadowlark Dr, Cabot, AR 72023",21 Meadowlark Dr,Cabot,AR,,forRent,3,1013,,1395,37,https://www.zillow.com/homedetails/21-Meadowlark-Dr-Cabot-AR-72023/255213_zpid/,,147900,2026-08-12T00:00:00.000Z,Listed for rent,2024-01-16T00:00:00.000Z,Listing removed,2024-01-04T00:00:00.000Z,Sold,2023-08-22T00:00:00.000Z,Sold,2023-07-17T00:00:00.000Z,Contingent,2023-05-12T00:00:00.000Z,Listed for sale,2023-04-19T00:00:00.000Z,Listing removed,2023-03-17T00:00:00.000Z,Listed for rent,2022-03-21T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32 Thunderbird Dr, Cabot, AR 72023",32 Thunderbird Dr,Cabot,AR,,forRent,3,1444,,1475,15,https://www.zillow.com/homedetails/32-Thunderbird-Dr-Cabot-AR-72023/67447424_zpid/,,,2026-09-03T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2017-03-08T00:00:00.000Z,Listing removed,2017-02-06T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2107 S 2nd St, Cabot, AR 72023",2107 S 2nd St,Cabot,AR,,forRent,4,2096,,2050,39,https://www.zillow.com/homedetails/2107-S-2nd-St-Cabot-AR-72023/256030_zpid/,,255000,2026-09-14T00:00:00.000Z,Price change,2026-08-10T00:00:00.000Z,Listed for rent,2025-04-28T00:00:00.000Z,Sold,2025-01-24T00:00:00.000Z,Listed for sale,2019-10-04T00:00:00.000Z,Sold,2015-03-18T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Silverado Ct, Cabot, AR 72023",15 Silverado Ct,Cabot,AR,,forRent,3,1382,,1350,29,https://www.zillow.com/homedetails/15-Silverado-Ct-Cabot-AR-72023/35732243_zpid/,,150000,2026-08-20T00:00:00.000Z,Listed for rent,2024-11-11T00:00:00.000Z,Listing removed,2024-09-27T00:00:00.000Z,Listed for rent,2022-10-26T00:00:00.000Z,Sold,2020-12-16T00:00:00.000Z,Listing removed,2020-12-08T00:00:00.000Z,Listed for rent,2020-05-16T00:00:00.000Z,Listing removed,2020-04-22T00:00:00.000Z,Listed for rent,2020-04-17T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Applewood Cv, Cabot, AR 72023",15 Applewood Cv,Cabot,AR,,forRent,3,1588,,1600,63,https://www.zillow.com/homedetails/15-Applewood-Cv-Cabot-AR-72023/35732370_zpid/,,226000,2026-07-17T00:00:00.000Z,Listed for rent,2024-05-04T00:00:00.000Z,Listing removed,2024-04-27T00:00:00.000Z,Listed for rent,2024-04-19T00:00:00.000Z,Sold,2024-03-14T00:00:00.000Z,Listed for sale,2022-10-31T00:00:00.000Z,Sold,2022-08-02T00:00:00.000Z,Listed for sale,2019-10-28T00:00:00.000Z,Sold,2019-09-18T00:00:00.000Z,Listed for sale,2014-01-02T00:00:00.000Z,Sold,2013-11-23T00:00:00.000Z,Price change,2013-10-17T00:00:00.000Z,Price change,2013-09-20T00:00:00.000Z,Listed for sale,2012-03-08T00:00:00.000Z,Listing removed,2011-09-23T00:00:00.000Z,Listed for sale,2011-05-07T00:00:00.000Z,Listing removed,2011-01-23T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,
"37 Saint John St, Cabot, AR 72023",37 Saint John St,Cabot,AR,,forRent,3,1188,,1295,80,https://www.zillow.com/homedetails/37-Saint-John-St-Cabot-AR-72023/253499_zpid/,,81500,2026-09-03T00:00:00.000Z,Price change,2026-03-31T00:00:00.000Z,Listed for rent,2026-03-26T00:00:00.000Z,Sold,2026-03-19T00:00:00.000Z,Contingent,2026-03-14T00:00:00.000Z,Price change,2026-02-27T00:00:00.000Z,Price change,2026-01-28T00:00:00.000Z,Listed for sale,2016-05-26T00:00:00.000Z,Sold,2016-04-08T00:00:00.000Z,Listed for sale,2013-05-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47 Cedar Creek Loop, Cabot, AR 72023",47 Cedar Creek Loop,Cabot,AR,,forRent,4,1476,,1560,4,https://www.zillow.com/homedetails/47-Cedar-Creek-Loop-Cabot-AR-72023/88905780_zpid/,,,2026-09-14T00:00:00.000Z,Price change,2026-08-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16 Mustang Dr, Cabot, AR 72023",16 Mustang Dr,Cabot,AR,,forRent,3,1494,,1450,42,https://www.zillow.com/homedetails/16-Mustang-Dr-Cabot-AR-72023/63160974_zpid/,,2988,2026-08-07T00:00:00.000Z,Listed for rent,2020-02-08T00:00:00.000Z,Listing removed,2020-01-25T00:00:00.000Z,Listed for rent,2018-12-12T00:00:00.000Z,Listing removed,2018-11-14T00:00:00.000Z,Listed for rent,2012-08-23T00:00:00.000Z,Sold,2004-02-25T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54 Magnolia Dr, Cabot, AR 72023",54 Magnolia Dr,Cabot,AR,,forRent,3,1394,,1350,63,https://www.zillow.com/homedetails/54-Magnolia-Dr-Cabot-AR-72023/60314948_zpid/,,117000,2026-09-15T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Listed for rent,2025-09-24T00:00:00.000Z,Listing removed,2025-09-04T00:00:00.000Z,Listed for rent,2024-08-02T00:00:00.000Z,Listing removed,2024-07-20T00:00:00.000Z,Price change,2024-06-25T00:00:00.000Z,Listed for rent,2023-06-25T00:00:00.000Z,Listing removed,2023-06-02T00:00:00.000Z,Listed for rent,2021-12-27T00:00:00.000Z,Listing removed,2021-12-19T00:00:00.000Z,Listed for rent,2013-05-01T00:00:00.000Z,Listing removed,2013-04-21T00:00:00.000Z,Listed for rent,2013-04-19T00:00:00.000Z,Sold,2012-12-01T00:00:00.000Z,Price change,2012-10-15T00:00:00.000Z,Listed for sale,2011-04-01T00:00:00.000Z,Sold,2011-01-17T00:00:00.000Z,Price change,2011-01-15T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,
"45 Foster Louis Ln, Cabot, AR 72023",45 Foster Louis Ln,Cabot,AR,,forRent,4,1470,,1650,57,https://www.zillow.com/homedetails/45-Foster-Louis-Ln-Cabot-AR-72023/347215122_zpid/,,,2026-07-23T00:00:00.000Z,Listed for rent,2025-09-28T00:00:00.000Z,Listing removed,2025-09-27T00:00:00.000Z,Listed for rent,2025-09-27T00:00:00.000Z,Listing removed,2025-07-22T00:00:00.000Z,Listed for rent,2024-04-25T00:00:00.000Z,Listing removed,2024-04-05T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1609 Moon Rd, Ward, AR 72176",1609 Moon Rd,Ward,AR,,forRent,3,1026,,1095,18,https://www.zillow.com/homedetails/1609-Moon-Rd-Ward-AR-72176/99444948_zpid/,,125000,2026-08-31T00:00:00.000Z,Listed for rent,2024-05-16T00:00:00.000Z,Listing removed,2024-05-09T00:00:00.000Z,Listed for rent,2021-10-19T00:00:00.000Z,Sold,2021-09-23T00:00:00.000Z,Pending sale,2021-09-23T00:00:00.000Z,Contingent,2021-09-20T00:00:00.000Z,Listed for sale,2017-10-19T00:00:00.000Z,Sold,2017-07-13T00:00:00.000Z,Listed for sale,2011-10-22T00:00:00.000Z,Listing removed,2011-05-29T00:00:00.000Z,Price change,2011-05-07T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17 Farrah St, Ward, AR 72176",17 Farrah St,Ward,AR,,forRent,3,1563,,1250,101,https://www.zillow.com/homedetails/17-Farrah-St-Ward-AR-72176/52495486_zpid/,,,2026-06-09T00:00:00.000Z,Listed for rent,2025-05-24T00:00:00.000Z,Listing removed,2025-05-06T00:00:00.000Z,Price change,2025-04-20T00:00:00.000Z,Listed for rent,2017-02-23T00:00:00.000Z,Listing removed,2017-02-17T00:00:00.000Z,Listed for rent,2014-02-28T00:00:00.000Z,Listing removed,2014-02-05T00:00:00.000Z,Price change,2014-01-29T00:00:00.000Z,Price change,2013-12-14T00:00:00.000Z,Price change,2013-11-30T00:00:00.000Z,Listed for sale,2013-10-25T00:00:00.000Z,Listing removed,2013-09-19T00:00:00.000Z,Price change,2013-09-18T00:00:00.000Z,Price change,2013-06-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42 Winners Cir, Cabot, AR 72023",42 Winners Cir,Cabot,AR,,forRent,3,1521,,1850,8,https://www.zillow.com/homedetails/42-Winners-Cir-Cabot-AR-72023/72176611_zpid/,,196500,2026-08-07T00:00:00.000Z,Listed for rent,2025-10-07T00:00:00.000Z,Listing removed,2025-09-15T00:00:00.000Z,Listed for rent,2025-07-09T00:00:00.000Z,Sold,2025-04-28T00:00:00.000Z,Price change,2025-04-14T00:00:00.000Z,Price change,2025-04-03T00:00:00.000Z,Price change,2025-03-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11 W Plaza Blvd, Cabot, AR 72023",11 W Plaza Blvd,Cabot,AR,,forRent,3,1487,,1525,25,https://www.zillow.com/homedetails/11-W-Plaza-Blvd-Cabot-AR-72023/256262_zpid/,,229049,2026-08-24T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-02T00:00:00.000Z,Listed for rent,2013-02-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"120 Suda St, Cabot, AR 72023",120 Suda St,Cabot,AR,,forRent,3,1008,,995,153,https://www.zillow.com/homedetails/120-Suda-St-Cabot-AR-72023/213595966_zpid/,,120000,2026-09-04T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Price change,2026-04-18T00:00:00.000Z,Listed for rent,2024-08-02T00:00:00.000Z,Sold,2024-07-23T00:00:00.000Z,Listing removed,2024-07-04T00:00:00.000Z,Listed for rent,2024-06-25T00:00:00.000Z,Listed for sale,2024-05-20T00:00:00.000Z,Contingent,2024-05-03T00:00:00.000Z,Listed for sale,2023-10-26T00:00:00.000Z,Listing removed,2023-10-21T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2018-04-27T00:00:00.000Z,Listing removed,2018-04-17T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29 Mattie Lene Dr, Ward, AR 72176",29 Mattie Lene Dr,Ward,AR,,forRent,3,1301,,1350,8,https://www.zillow.com/homedetails/29-Mattie-Lene-Dr-Ward-AR-72176/35732499_zpid/,,80000,2026-09-10T00:00:00.000Z,Listed for rent,2026-03-20T00:00:00.000Z,Listing removed,2026-01-05T00:00:00.000Z,Listed for rent,2024-10-09T00:00:00.000Z,Listing removed,2024-09-16T00:00:00.000Z,Listed for rent,2009-05-16T00:00:00.000Z,Listing removed,2009-01-18T00:00:00.000Z,Listed for sale,2005-09-22T00:00:00.000Z,Sold,2004-02-23T00:00:00.000Z,Sold,2003-01-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20 Magnolia Dr, Ward, AR 72176",20 Magnolia Dr,Ward,AR,,forRent,4,1380,,1550,2,https://www.zillow.com/homedetails/20-Magnolia-Dr-Ward-AR-72176/2087659368_zpid/,,,2026-09-16T00:00:00.000Z,Listed for rent,2025-08-19T00:00:00.000Z,Listing removed,2025-08-15T00:00:00.000Z,Listed for rent,2025-08-14T00:00:00.000Z,Listing removed,2025-07-28T00:00:00.000Z,Listed for rent,2020-06-02T00:00:00.000Z,Listing removed,2020-05-12T00:00:00.000Z,Listed for rent,2018-12-10T00:00:00.000Z,Listing removed,2018-11-06T00:00:00.000Z,Price change,2018-09-28T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"87 Sycamore Cir, Cabot, AR 72023",87 Sycamore Cir,Cabot,AR,,forRent,3,1252,,1350,35,https://www.zillow.com/homedetails/87-Sycamore-Cir-Cabot-AR-72023/256430_zpid/,,151500,2026-09-14T00:00:00.000Z,Price change,2026-08-29T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Listed for rent,2026-07-17T00:00:00.000Z,Sold,2026-06-05T00:00:00.000Z,Listed for sale,2026-05-27T00:00:00.000Z,Listing removed,2026-05-15T00:00:00.000Z,Listed for rent,2020-06-03T00:00:00.000Z,Sold,2020-02-28T00:00:00.000Z,Sold,2013-03-25T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44 Kirkland Dr, Cabot, AR 72023",44 Kirkland Dr,Cabot,AR,,forRent,3,2077,,1900,168,https://www.zillow.com/homedetails/44-Kirkland-Dr-Cabot-AR-72023/52495420_zpid/,,,2026-04-03T00:00:00.000Z,Listed for rent,2026-04-03T00:00:00.000Z,Listing removed,2026-02-11T00:00:00.000Z,Listed for rent,2025-09-22T00:00:00.000Z,Listing removed,2025-08-19T00:00:00.000Z,Listing removed,2025-08-17T00:00:00.000Z,Listed for rent,2025-01-03T00:00:00.000Z,Price change,2024-11-04T00:00:00.000Z,Price change,2024-10-10T00:00:00.000Z,Price change,2024-09-24T00:00:00.000Z,Listed for sale,2015-02-21T00:00:00.000Z,Listing removed,2015-01-28T00:00:00.000Z,Price change,2014-11-18T00:00:00.000Z,Price change,2014-08-30T00:00:00.000Z,Listed for rent,2013-05-18T00:00:00.000Z,Listing removed,2013-04-17T00:00:00.000Z,Listed for rent,2012-10-25T00:00:00.000Z,Listing removed,2012-09-25T00:00:00.000Z,Listed for rent,2012-07-12T00:00:00.000Z,Listing removed,2012-06-12T00:00:00.000Z,Price change,2012-05-25T00:00:00.000Z,Listed for rent,2011-08-23T00:00:00.000Z,Listing removed,2010-10-08T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,
"17 Hillside Cv, Cabot, AR 72023",17 Hillside Cv,Cabot,AR,,forRent,4,1437,,1495,50,https://www.zillow.com/homedetails/17-Hillside-Cv-Cabot-AR-72023/253907_zpid/,,37500,2026-08-27T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2026-01-03T00:00:00.000Z,Listing removed,2025-12-11T00:00:00.000Z,Listed for rent,2022-12-05T00:00:00.000Z,Listing removed,2022-10-04T00:00:00.000Z,Listed for rent,2020-01-31T00:00:00.000Z,Listing removed,2020-01-20T00:00:00.000Z,Price change,2020-01-07T00:00:00.000Z,Price change,2019-12-27T00:00:00.000Z,Listed for rent,2015-12-12T00:00:00.000Z,Listing removed,2015-11-05T00:00:00.000Z,Price change,2015-11-03T00:00:00.000Z,Price change,2015-07-13T00:00:00.000Z,Listed for sale,2014-11-07T00:00:00.000Z,Listing removed,2014-11-06T00:00:00.000Z,Listed for sale,2014-11-01T00:00:00.000Z,Listing removed,2014-10-26T00:00:00.000Z,Listed for rent,2014-09-17T00:00:00.000Z,Listing removed,2014-07-18T00:00:00.000Z,Price change,2014-04-16T00:00:00.000Z,Listed for sale,2014-02-10T00:00:00.000Z,Listing removed,2013-11-03T00:00:00.000Z,Price change,2013-09-08T00:00:00.000Z,Listed for sale,2013-06-11T00:00:00.000Z,Listing removed,2006-05-01T00:00:00.000Z,Sold,,,,,,,,
"28 Burns Dr, Cabot, AR 72023",28 Burns Dr,Cabot,AR,,forRent,3,1288,,1350,59,https://www.zillow.com/homedetails/28-Burns-Dr-Cabot-AR-72023/255699_zpid/,,146000,2026-08-31T00:00:00.000Z,Price change,2026-07-21T00:00:00.000Z,Listed for rent,2025-08-07T00:00:00.000Z,Listing removed,2025-07-14T00:00:00.000Z,Price change,2025-07-03T00:00:00.000Z,Listed for rent,2022-06-28T00:00:00.000Z,Sold,2014-11-26T00:00:00.000Z,Sold,2012-06-24T00:00:00.000Z,Listing removed,2012-06-08T00:00:00.000Z,Listed for rent,2011-04-29T00:00:00.000Z,Listing removed,2011-01-27T00:00:00.000Z,Listed for sale,2010-06-04T00:00:00.000Z,Sold,2010-04-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26 High Plains Dr, Cabot, AR 72023",26 High Plains Dr,Cabot,AR,,forRent,4,1631,,1995,101,https://www.zillow.com/homedetails/26-High-Plains-Dr-Cabot-AR-72023/99445170_zpid/,,264500,2026-08-28T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for rent,2024-05-23T00:00:00.000Z,Listing removed,2024-05-21T00:00:00.000Z,Price change,2024-05-15T00:00:00.000Z,Price change,2024-04-30T00:00:00.000Z,Price change,2024-04-09T00:00:00.000Z,Price change,2024-02-13T00:00:00.000Z,Listed for rent,2023-02-22T00:00:00.000Z,Sold,2023-01-07T00:00:00.000Z,Listing removed,2022-12-08T00:00:00.000Z,Price change,2022-11-18T00:00:00.000Z,Listed for rent,2022-11-02T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27 Trinity Dr, Cabot, AR 72023",27 Trinity Dr,Cabot,AR,,forRent,3,1442,,1525,28,https://www.zillow.com/homedetails/27-Trinity-Dr-Cabot-AR-72023/113948501_zpid/,,,2026-08-21T00:00:00.000Z,Listed for rent,2025-09-11T00:00:00.000Z,Listing removed,2025-07-29T00:00:00.000Z,Price change,2025-07-03T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"125 Old Red Rd, Ward, AR 72176",125 Old Red Rd,Ward,AR,,forRent,3,1280,,1000,15,https://www.zillow.com/homedetails/125-Old-Red-Rd-Ward-AR-72176/99434787_zpid/,,,2026-09-03T00:00:00.000Z,Listed for rent,2026-06-01T00:00:00.000Z,Listing removed,2026-05-19T00:00:00.000Z,Listed for rent,2026-04-20T00:00:00.000Z,Listing removed,2026-03-26T00:00:00.000Z,Listed for rent,2025-10-29T00:00:00.000Z,Listing removed,2025-10-06T00:00:00.000Z,Price change,2025-01-16T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2018-02-28T00:00:00.000Z,Listing removed,2018-02-26T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
