"Picture Count","Status","List Price","Price","Subdivision","Address","Apx SQFT","Beds","Full Baths","Apx ACR","Input Date","Price Date","Price Per SQFT","Closed Date"
"23","EXP","$176,000","$176,000","MOONLIGHT MEADOWS PHASE 1","430 Moonlight Graham Boulevard","1156","3","2","0.14","10/7/2025 1:17 PM","4/20/2026","$152.25",
"23","ACT","$183,000","$183,000","MOONLIGHT MEADOWS PHASE 1","351 Moonlight Graham Boulevard","1156","3","2","0.14","2/15/2026 11:55 AM","6/29/2026","$158.30",
"20","EXP","$184,000","$184,000","MOONLIGHT MEADOWS PHASE 1","410 Moonlight Graham Boulevard","1280","3","2","0.14","4/15/2026 9:17 AM","5/6/2026","$143.75",
"2","SLD","$195,000","$185,000","MOONLIGHT MEADOWS PHASE 1","440 Moonlight Graham Boulevard","1280","3","2","0.14","10/7/2025 3:26 PM","1/27/2026","$144.53","1/27/2026"
"22","ACT","$185,000","$185,000","MOONLIGHT MEADOWS PHASE 1","360 Moonlight Graham Boulevard","1156","3","2","0.14","5/5/2026 2:51 PM","7/8/2026","$160.03",
"21","SLD","$186,000","$185,000","MOONLIGHT MEADOWS PHASE 1","510 Moonlight Graham Boulevard","1280","3","2","0.14","12/16/2025 2:37 PM","7/29/2026","$144.53","7/28/2026"
"21","ACT","$190,000","$190,000","MOONLIGHT MEADOWS PHASE 1","330 Moonlight Graham Boulevard","1280","3","2","0.15","5/5/2026 3:07 PM","7/8/2026","$148.44",
"21","ACT","$190,000","$190,000","MOONLIGHT MEADOWS PHASE 1","370 Moonlight Graham Boulevard","1280","3","2","0.14","5/5/2026 3:23 PM","7/8/2026","$148.44",
"2","SLD","$191,000","$191,000","VINEYARD SUB PH II","5 Vineyard Drive","1364","3","2","0.19","2/25/2026 10:00 AM","3/3/2026","$140.03","3/26/2026"
"2","SLD","$191,000","$191,000","VINEYARD SUB PH II","11 Vineyard Drive","1364","3","2","0.19","1/20/2026 4:21 PM","3/3/2026","$140.03","3/26/2026"
"21","SLD","$193,000","$193,000","MOONLIGHT MEADOWS PHASE 1","341 Moonlight Graham Boulevard","1586","4","2","0.14","2/14/2026 2:07 AM","4/20/2026","$121.69","5/14/2026"
"21","SLD","$193,000","$193,000","MOONLIGHT MEADOWS PHASE 1","391 Moonlight Graham Boulevard","1586","4","2","0.14","2/15/2026 12:14 PM","4/20/2026","$121.69","5/14/2026"
"21","ACT","$194,000","$194,000","MOONLIGHT MEADOWS PHASE 1","371 Moonlight Graham Boulevard","1280","3","2","0.14","2/15/2026 1:23 PM","7/8/2026","$151.56",
"21","SLD","$210,300","$195,000","MOONLIGHT MEADOWS PHASE 1","520 Moonlight Graham Boulevard","1435","3","2","0.18","12/16/2025 2:46 PM","8/3/2026","$135.89","7/31/2026"
"22","SLD","$195,000","$195,500","MOONLIGHT MEADOWS PHASE 1","400 Moonlight Graham Boulevard","1586","4","2","0.14","4/15/2026 9:34 AM","6/29/2026","$123.27","6/26/2026"
"2","SLD","$196,000","$196,000","VINEYARD SUB PH II","13 Vineyard Drive","1476","4","2","0.18","2/25/2026 10:09 AM","3/3/2026","$132.79","4/30/2026"
"2","SLD","$196,000","$196,000","VINEYARD SUB PH II","7 Vineyard Drive","1476","4","2","0.19","1/20/2026 4:33 PM","3/3/2026","$132.79","3/26/2026"
"2","SLD","$204,000","$196,000","MOONLIGHT MEADOWS PHASE 1","480 Moonlight Graham Boulevard","1435","3","2","0.14","10/7/2025 3:48 PM","1/27/2026","$136.59","1/27/2026"
"21","UCT","$197,100","$197,100","MOONLIGHT MEADOWS PHASE 1","380 Moonlight Graham Boulevard","1435","3","2","0.14","4/15/2026 9:24 AM","6/26/2026","$137.35","9/11/2026"
"20","ACT","$199,900","$199,900","MOONLIGHT MEADOWS PHASE 1","381 Moonlight Graham Boulevard","1435","3","2","0.14","2/15/2026 1:31 PM","7/8/2026","$139.30",
"22","SLD","$200,000","$200,000","MOONLIGHT MEADOWS PHASE 1","450 Moonlight Graham Boulevard","1586","4","2","0.14","10/27/2025 2:10 PM","2/17/2026","$126.10","3/27/2026"
"26","SLD","$203,000","$200,000","MOONLIGHT MEADOWS PHASE 1","460 Moonlight Graham Boulevard","1489","3","2","0.14","10/27/2025 2:24 PM","6/1/2026","$134.32","5/29/2026"
"21","SLD","$215,000","$201,000","MOONLIGHT MEADOWS PHASE 1","350 Moonlight Graham Boulevard","1586","4","2","0.14","5/5/2026 2:43 PM","7/15/2026","$126.73","7/13/2026"
"20","EXP","$204,000","$204,000","MOONLIGHT MEADOWS PHASE 1","340 Moonlight Graham Boulevard","1435","3","2","0.14","5/5/2026 3:28 PM","5/5/2026","$142.16",
"21","SLD","$200,000","$204,000","MOONLIGHT MEADOWS PHASE 1","490 Moonlight Graham Boulevard","1586","4","2","0.14","12/30/2025 2:11 PM","4/28/2026","$128.63","4/24/2026"
"25","SLD","$205,000","$205,000","MOONLIGHT MEADOWS PHASE 1","361 Moonlight Graham Boulevard","1489","3","2","0.14","2/15/2026 1:13 PM","6/26/2026","$137.68","7/23/2026"
"1","WITH","$206,000","$206,000","SHILOH GROVE PHASE I","8409 Oxford Valley Drive","1263","3","2","0.14","10/13/2024 2:01 AM","3/11/2025","$163.10",
"6","WITH","$206,000","$206,000","SHILOH GROVE PHASE I","8406 Oxford Valley Drive","1253","3","2","0.14","12/11/2024 4:43 PM","1/17/2025","$164.41",
"25","UCT","$208,000","$208,000","MOONLIGHT MEADOWS PHASE 1","401 Moonlight Graham Boulevard","1489","3","2","0.14","2/15/2026 1:36 PM","7/8/2026","$139.69","8/19/2026"
"14","SLD","$207,000","$208,000","SHILOH GROVE PHASE I","8426 Oxford Valley Drive","1253","3","2","0.14","12/9/2024 4:38 PM","5/20/2025","$166.00","5/16/2025"
"2","SLD","$211,000","$211,000","VINEYARD SUB PH II","3 Vineyard Drive","1655","4","2","0.18","2/25/2026 10:27 AM","3/3/2026","$127.49","4/23/2026"
"26","SLD","$211,000","$211,000","MOONLIGHT MEADOWS PHASE 1","500 Moonlight Graham Boulevard","1489","3","2","0.14","12/30/2025 2:17 PM","12/30/2025","$141.71","3/2/2026"
"2","ACT","$212,000","$212,000","THE VILLAS AT HOPE VALLEY PHASE 2","180 Preston Lane","1364","3","2","0.21","5/12/2026 2:14 PM","7/15/2026","$155.43",
"17","SLD","$213,000","$213,000","SHILOH GROVE PHASE I","8417 Oxford Valley Drive","1415","3","2","0.13","8/31/2024 10:16 PM","1/17/2025","$150.53","3/18/2025"
"19","WITH","$214,000","$214,000","SHILOH GROVE PHASE I","8424 Oxford Valley Drive","1404","3","2","0.14","2/26/2025 11:17 AM","2/26/2025","$152.42",
"1","WITH","$214,000","$214,000","SHILOH GROVE PHASE I","8407 Oxford Valley Drive","1415","3","2","0.14","10/13/2024 2:26 AM","1/17/2025","$151.24",
"19","WITH","$214,000","$214,000","SHILOH GROVE PHASE I","8412 Oxford Valley Drive","1404","3","2","0.14","2/27/2025 3:19 PM","2/27/2025","$152.42",
"14","SLD","$214,000","$214,000","SHILOH GROVE PHASE I","8419 Oxford Valley Drive","1263","3","2","0.13","8/31/2024 5:51 PM","9/12/2024","$169.44","1/23/2025"
"21","ACT","$215,000","$215,000","MOONLIGHT MEADOWS PHASE 1","160 Moonlight Graham Boulevard","1586","4","2","0.15","6/26/2026 10:11 AM","6/26/2026","$135.56",
"21","ACT","$215,000","$215,000","MOONLIGHT MEADOWS PHASE 1","220 Moonlight Graham Boulevard","1586","4","2","0.15","6/26/2026 10:16 AM","6/26/2026","$135.56",
"21","SLD","$215,000","$215,000","MOONLIGHT MEADOWS PHASE 1","420 Moonlight Graham Boulevard","1586","4","2","0.14","4/15/2026 9:41 AM","4/15/2026","$135.56","5/28/2026"
"21","ACT","$215,000","$215,000","MOONLIGHT MEADOWS PHASE 1","290 Moonlight Graham Boulevard","1586","4","2","0.15","5/20/2026 1:08 PM","5/20/2026","$135.56",
"2","EXP","$218,000","$218,000","THE VILLAS AT HOPE VALLEY PHASE 2","197 Preston Lane","1364","3","2","0.18","12/8/2025 1:43 PM","4/30/2026","$159.82",
"2","ACT","$219,500","$219,500","CRESCENT GROVE PHASE 1","528 Chakka Loop","1192","3","2","0.13","3/23/2026 4:15 PM","3/23/2026","$184.14",
"17","ACT","$222,000","$222,000","THE VILLAS AT HOPE VALLEY PHASE 2","196 Preston Lane","1525","4","2","0.21","5/12/2026 2:47 PM","7/15/2026","$145.57",
"17","ACT","$222,000","$222,000","THE VILLAS AT HOPE VALLEY PHASE 2","172 Preston Lane","1525","4","2","0.20","5/12/2026 2:27 PM","7/15/2026","$145.57",
"12","WITH","$222,000","$222,000","SHILOH GROVE PHASE I","8602 Oxford Valley Drive","1566","3","2","0.14","2/17/2025 4:25 PM","2/17/2025","$141.76",
"12","WITH","$222,000","$222,000","SHILOH GROVE PHASE I","8504 Oxford Valley Drive","1566","3","2","0.14","1/10/2025 6:40 PM","1/17/2025","$141.76",
"13","WITH","$222,000","$222,000","SHILOH GROVE PHASE I","8420 Oxford Valley Drive","1566","3","2","0.14","12/28/2024 8:38 PM","1/17/2025","$141.76",
"1","WITH","$223,000","$223,000","SHILOH GROVE PHASE I","8415 Oxford Valley Drive","1575","3","2","0.13","8/31/2024 10:54 PM","1/17/2025","$141.59",
"13","WITH","$223,000","$223,000","SHILOH GROVE PHASE I","8508 Oxford Valley Drive","1566","3","2","0.14","2/17/2025 4:38 PM","2/17/2025","$142.40",
"13","WITH","$223,000","$223,000","SHILOH GROVE PHASE I","8416 Oxford Valley Drive","1566","3","2","0.14","1/10/2025 11:01 PM","1/17/2025","$142.40",
"2","SLD","$255,100","$224,000","THE VILLAS AT HOPE VALLEY PHASE 2","204 Preston Lane","1867","5","2","0.45","4/16/2026 10:27 AM","5/27/2026","$119.98","5/26/2026"
"17","SLD","$259,000","$225,000","VINEYARD SUB PH II","110 E Sunbelt Court","1897","4","2","0.15","10/16/2025 10:31 AM","3/9/2026","$118.61","3/4/2026"
"23","SLD","$255,000","$225,000","VINEYARD SUB PH II","112 E Sunbelt Court","1858","4","2","0.15","10/28/2025 10:03 AM","3/2/2026","$121.10","2/25/2026"
"15","SLD","$264,000","$225,000","VINEYARD SUB PH II","114 E Sunbelt Court","1897","4","2","0.15","10/28/2025 10:20 AM","2/19/2026","$118.61","2/13/2026"
"17","NEW","$225,000","$225,000","THE VILLAS AT HOPE VALLEY PHASE 2","148 Preston Lane","1525","4","2","0.19","7/30/2026 2:13 PM","7/30/2026","$147.54",
"17","NEW","$225,000","$225,000","THE VILLAS AT HOPE VALLEY PHASE 2","124 Preston Lane","1525","4","2","0.18","7/30/2026 2:18 PM","7/30/2026","$147.54",
"17","SLD","$233,500","$225,000","THE VILLAS AT HOPE VALLEY PHASE 1","269 Alyece Lane","1473","3","2","0.18","12/28/2024 11:19 PM","10/9/2025","$152.75","10/8/2025"
"17","SLD","$224,000","$226,000","STONE CANYON ADDITION SUBDIVISON","250 Bighorn Trail","1364","3","2","0.12","10/30/2025 9:43 AM","5/18/2026","$165.69","5/15/2026"
"2","EXP","$228,000","$228,000","THE VILLAS AT HOPE VALLEY PHASE 2","141 Preston Lane","1525","4","2","0.18","12/30/2025 2:25 PM","4/30/2026","$149.51",
"2","EXP","$228,000","$228,000","THE VILLAS AT HOPE VALLEY PHASE 2","213 Preston Lane","1525","4","2","0.25","12/23/2025 3:48 PM","4/30/2026","$149.51",
"31","SLD","$229,000","$229,000","MOONLIGHT MEADOWS PHASE 1","470 Moonlight Graham Boulevard","1891","4","2","0.14","10/27/2025 2:56 PM","10/27/2025","$121.10","3/5/2026"
"9","SLD","$229,000","$229,000","RIDGEFIELD SUBDIVISION PHASE III","1408 Springvine Drive","1638","3","2","0.19","5/13/2025 2:12 PM","9/18/2025","$139.80","12/12/2025"
"25","EXP","$229,000","$229,000","RIDGEFIELD SUBDIVISION PHASE III","1511 Ridgefield Circle","1638","3","2","0.19","9/2/2025 1:27 PM","11/10/2025","$139.80",
"2","SLD","$230,000","$230,000","THE VILLAS AT HOPE VALLEY PHASE 2","165 Preston Lane","1621","4","2","0.22","1/13/2026 10:56 AM","1/13/2026","$141.89","4/24/2026"
"15","ACT","$230,000","$230,000","WOLFSBRIDGE @ CABOT PH 1-A","32 Wolfsbridge Loop","1473","3","2","0.15","4/1/2026 4:01 PM","7/8/2026","$156.14",
"15","ACT","$230,000","$230,000","WOLFSBRIDGE @ CABOT PH 1-A","50 Wolfsbridge Loop","1473","3","2","0.15","3/20/2026 1:38 PM","7/8/2026","$156.14",
"22","WITH","$231,000","$231,000","SHILOH GROVE PHASE I","8510 Oxford Valley Drive","1788","4","2","0.14","2/4/2025 4:01 PM","2/4/2025","$129.19",
"22","WITH","$231,000","$231,000","SHILOH GROVE PHASE I","8502 Oxford Valley Drive","1788","4","2","0.14","1/10/2025 9:22 PM","1/17/2025","$129.19",
"26","SLD","$232,500","$232,000","VINEYARD SUB PH II","107 E Fredonia Court","1473","3","2","0.15","7/11/2025 3:26 PM","12/30/2025","$157.50","12/30/2025"
"31","ACT","$232,000","$232,000","MOONLIGHT MEADOWS PHASE 1","150 Moonlight Graham Boulevard","1891","5","2","0.15","4/1/2026 10:26 AM","4/1/2026","$122.69",
"31","ACT","$232,000","$232,000","MOONLIGHT MEADOWS PHASE 1","270 Moonlight Graham Boulevard","1891","5","2","0.15","6/26/2026 11:22 AM","6/26/2026","$122.69",
"22","WITH","$232,000","$232,000","SHILOH GROVE PHASE I","8418 Oxford Valley Drive","1788","4","2","0.14","2/27/2025 2:51 PM","2/27/2025","$129.75",
"31","ACT","$232,000","$232,000","MOONLIGHT MEADOWS PHASE 1","310 Moonlight Graham Boulevard","1891","5","2","0.17","4/15/2026 9:48 AM","4/15/2026","$122.69",
"2","SLD","$232,000","$232,000","VINEYARD SUB PH II","101 E Fredonia Court","1655","4","2","0.27","3/13/2026 1:26 PM","4/20/2026","$140.18","5/14/2026"
"3","SLD","$232,000","$232,000","THE VILLAS AT HOPE VALLEY PHASE 2","157 Preston Lane","1867","5","2","0.18","1/13/2026 10:38 AM","4/20/2026","$124.26","6/29/2026"
"22","WITH","$232,000","$232,000","SHILOH GROVE PHASE I","8606 Oxford Valley Drive","1788","4","2","0.14","1/10/2025 6:48 PM","1/17/2025","$129.75",
"22","WITH","$232,000","$232,000","SHILOH GROVE PHASE I","8422 Oxford Valley Drive","1788","4","2","0.14","12/28/2024 8:45 PM","1/17/2025","$129.75",
"20","EXP","$232,000","$232,000","VINEYARD SUB PH II","115 E Fredonia Court","1473","3","2","0.15","4/30/2025 11:40 AM","11/10/2025","$157.50",
"2","SLD","$232,000","$232,000","THE VILLAS AT HOPE VALLEY PHASE 1","252 Alyece Lane","1473","3","2","0.24","12/28/2024 11:01 PM","3/20/2025","$157.50","4/30/2025"
"14","WITH","$233,000","$233,000","SHILOH GROVE PHASE I","8403 Oxford Valley Drive","1566","3","2","0.14","10/13/2024 9:45 PM","11/8/2024","$148.79",
"17","UCT","$233,500","$233,500","CRESCENT GROVE PHASE 1","608 Chakka Loop","1364","3","2","0.13","5/20/2026 12:46 PM","5/20/2026","$171.19","8/21/2026"
"20","EXP","$234,000","$234,000","VINEYARD SUB PH II","116 E Sunbelt Court","1415","3","2","0.15","8/20/2025 11:38 AM","11/10/2025","$165.37",
"9","SLD","$239,000","$234,000","RIDGEFIELD SUBDIVISION PHASE III","1509 Ridgefield Circle","1638","3","2","0.19","10/13/2025 4:10 PM","11/24/2025","$142.86","11/19/2025"
"1","SBL","$235,000","$235,000","WOLFSBRIDGE @ CABOT PH 1-A","46 Wolfsbridge Loop","1473","3","2","0.15","6/26/2026 10:14 AM","6/26/2026","$159.54","6/25/2026"
"28","ACT","$235,000","$235,000","THE VILLAS AT HOPE VALLEY PHASE 2","164 Preston Lane","1655","4","2","0.20","6/26/2026 12:41 PM","6/26/2026","$141.99",
"28","UCT","$235,000","$235,000","THE VILLAS AT HOPE VALLEY PHASE 2","140 Preston Lane","1655","4","2","0.19","6/3/2026 2:36 PM","6/3/2026","$141.99","9/11/2026"
"16","ACT","$235,000","$235,000","CRESCENT GROVE PHASE 1","516 Chakka Loop","1525","4","2","0.13","5/21/2026 3:57 PM","7/8/2026","$154.10",
"17","UCT","$235,000","$235,000","STONE CANYON ADDITION SUBDIVISON","170 Bighorn Trail","1364","3","2","0.14","3/13/2026 10:20 AM","3/13/2026","$172.29","7/17/2026"
"28","NEW","$235,000","$235,000","THE VILLAS AT HOPE VALLEY PHASE 2","116 Preston Lane","1655","4","2","0.18","7/29/2026 4:41 PM","7/29/2026","$141.99",
"23","SLD","$235,000","$235,000","VINEYARD SUB PH II","105 E Sunbelt Court","1858","4","2","0.15","9/18/2025 3:05 PM","3/3/2026","$126.48","3/12/2026"
"28","NEW","$235,000","$235,000","THE VILLAS AT HOPE VALLEY PHASE 2","100 Preston Lane","1655","4","2","0.23","7/29/2026 4:46 PM","7/29/2026","$141.99",
"17","SLD","$235,000","$235,000","SHILOH GROVE PHASE I","1 Elbert Drive","1566","3","2","0.17","10/13/2024 10:24 PM","10/13/2024","$150.06","1/3/2025"
"11","SLD","$235,500","$235,500","THE VILLAS AT HOPE VALLEY PHASE 1","37 Kelton Lane","1638","3","2","0.22","5/13/2025 1:49 PM","7/27/2025","$143.77","9/30/2025"
"9","SLD","$240,000","$236,000","RIDGEFIELD SUBDIVISION PHASE III","1505 Ridgefield Circle","1638","3","2","0.20","10/20/2025 2:09 PM","11/26/2025","$144.08","11/24/2025"
"26","SLD","$234,000","$236,000","STONE CANYON ADDITION SUBDIVISON","220 Bighorn Trail","1516","4","2","0.11","12/18/2025 2:54 PM","4/16/2026","$155.67","4/15/2026"
"16","ACT","$236,500","$236,500","CHERRY ADDITION TO CITY OF BEEBE","508 S Cherry Street","1638","3","2","0.18","6/17/2026 3:54 PM","6/17/2026","$144.38",
"16","ACT","$236,500","$236,500","CHERRY ADDITION TO CITY OF BEEBE","516 S Cherry Street","1638","3","2","0.18","7/22/2026 4:37 PM","7/22/2026","$144.38",
"14","SLD","$241,500","$236,500","VINEYARD SUB PH II","109 E Sunbelt Court","1646","3","2","0.15","9/18/2025 2:57 PM","3/25/2026","$143.68","3/24/2026"
"22","SLD","$238,000","$238,000","SHILOH GROVE PHASE I","8421 Oxford Valley Drive","1796","4","2","0.13","8/31/2024 4:55 PM","9/12/2024","$132.52","1/17/2025"
"28","EXP","$238,000","$238,000","THE VILLAS AT HOPE VALLEY PHASE 2","149 Preston Lane","1655","4","2","0.18","12/30/2025 2:44 PM","4/30/2026","$143.81",
"28","EXP","$238,000","$238,000","THE VILLAS AT HOPE VALLEY PHASE 2","212 Preston Lane","1655","4","2","0.40","2/16/2026 12:26 AM","4/30/2026","$143.81",
"28","EXP","$238,000","$238,000","THE VILLAS AT HOPE VALLEY PHASE 2","205 Preston Lane","1655","4","2","0.20","2/16/2026 12:10 AM","4/30/2026","$143.81",
"28","EXP","$238,000","$238,000","THE VILLAS AT HOPE VALLEY PHASE 2","189 Preston Lane","1655","4","2","0.22","2/15/2026 11:57 PM","4/30/2026","$143.81",
"23","SLD","$238,825","$238,825","SHILOH GROVE PHASE I","1 Bierstadt Drive","1796","4","2","0.18","12/9/2024 4:16 PM","2/24/2025","$132.98","4/4/2025"
"15","SLD","$261,000","$239,000","THE VILLAS AT HOPE VALLEY PHASE 1","69 Kelton Lane","1884","4","2","0.22","5/13/2025 1:41 PM","9/29/2025","$126.86","9/25/2025"
"22","SLD","$239,000","$239,000","VINEYARD SUB PH II","111 E Fredonia Court","1473","3","2","0.15","4/30/2025 11:19 AM","5/16/2025","$162.25","8/13/2025"
"14","EXP","$239,000","$239,000","VINEYARD SUB PH II","106 E Sunbelt Court","1646","3","2","0.15","10/28/2025 9:49 AM","11/10/2025","$145.20",
"14","SLD","$239,000","$239,000","VINEYARD SUB PH II","115 E Sunbelt Court","1646","3","2","0.15","10/20/2025 3:40 PM","11/10/2025","$145.20","12/17/2025"
"22","SLD","$239,475","$239,475","SHILOH GROVE PHASE I","2 Bierstadt Drive","1788","4","2","0.17","1/15/2025 2:53 PM","1/15/2025","$133.93","2/26/2025"
"22","SBL","$239,475","$239,475","SHILOH GROVE PHASE I","8411 Oxford Valley Drive","1788","4","2","0.13","12/27/2024 8:46 PM","12/27/2024","$133.93","12/26/2024"
"17","PCHG","$239,500","$239,500","STONE CANYON ADDITION SUBDIVISON","175 Bighorn Trail","1364","3","2","0.12","4/17/2026 9:50 AM","7/28/2026","$175.59",
"2","UCT","$239,500","$239,500","CRESCENT GROVE PHASE 1","508 Chakka Loop","1525","4","2","0.14","3/24/2026 9:34 AM","3/24/2026","$157.05","8/14/2026"
"17","SLD","$240,000","$240,000","THE VILLAS AT HOPE VALLEY PHASE 1","277 Alyece Lane","1753","4","2","0.20","1/10/2025 8:39 PM","7/3/2025","$136.91","8/6/2025"
"9","SLD","$239,000","$240,000","RIDGEFIELD SUBDIVISION PHASE III","1410 Ridgefield Circle","1638","3","2","0.20","4/16/2025 4:36 PM","9/27/2025","$146.52","9/23/2025"
"11","UCT","$240,000","$240,000","WOLFSBRIDGE @ CABOT PH 1-A","48 Wolfsbridge Loop","1536","3","2","0.15","3/20/2026 1:24 PM","7/8/2026","$156.25","9/29/2026"
"1","SLD","$253,500","$240,000","VINEYARD SUB PH II","1 Vineyard Drive","1415","3","2","0.21","10/29/2025 1:18 PM","12/5/2025","$169.61","12/5/2025"
"16","ACT","$240,000","$240,000","CRESCENT GROVE PHASE 1","529 Chakka Loop","1525","4","2","0.13","6/11/2026 1:23 PM","7/15/2026","$157.38",
"16","ACT","$240,000","$240,000","CRESCENT GROVE PHASE 1","605 Chakka Loop","1525","4","2","0.13","6/24/2026 11:27 AM","7/15/2026","$157.38",
"11","ACT","$240,000","$240,000","WOLFSBRIDGE @ CABOT PH 1-A","34 Wolfsbridge Loop","1536","3","2","0.15","6/18/2026 10:58 AM","7/8/2026","$156.25",
"24","SLD","$240,000","$240,000","RIDGEFIELD SUBDIVISION PHASE III","1604 Ridgefield Circle","1638","3","2","0.19","11/19/2025 9:39 AM","11/19/2025","$146.52","1/29/2026"
"3","ACT","$240,100","$240,100","THE VILLAS AT HOPE VALLEY PHASE 2","133 Preston Lane","1867","5","2","0.22","12/4/2025 4:20 PM","6/1/2026","$128.60",
"26","SLD","$239,000","$241,000","STONE CANYON ADDITION SUBDIVISON","230 Bighorn Trail","1516","4","2","0.12","11/19/2025 9:58 AM","5/27/2026","$158.97","5/26/2026"
"20","SLD","$248,000","$241,000","VINEYARD SUB PH II","121 E Fredonia Court","1473","3","2","0.15","7/11/2025 3:34 PM","1/30/2026","$163.61","1/30/2026"
"15","SLD","$241,000","$241,000","Hope Valley Estates","284 Alyece Lane","1638","3","2","0.22","12/29/2024 12:32 AM","12/29/2024","$147.13","3/27/2025"
"4","SLD","$237,000","$241,800","STONE CANYON ADDITION SUBDIVISON","225 Bighorn Trail","1364","3","2","0.12","11/5/2025 9:13 AM","2/13/2026","$177.27","2/13/2026"
"26","SLD","$245,000","$242,000","STONE CANYON ADDITION SUBDIVISON","180 Bighorn Trail","1525","4","2","0.13","6/5/2026 9:42 AM","8/3/2026","$158.69","7/31/2026"
"26","ACT","$242,500","$242,500","STONE CANYON ADDITION SUBDIVISON","225 Stone Canyon Drive","1525","4","2","0.12","2/15/2026 5:49 PM","5/6/2026","$159.02",
"26","UCT","$242,500","$242,500","STONE CANYON ADDITION SUBDIVISON","145 Stone Canyon Drive","1525","4","2","0.12","2/15/2026 6:31 PM","5/6/2026","$159.02","7/17/2026"
"22","WITH","$243,000","$243,000","VINEYARD SUB PH II","103 E Fredonia Court","1473","3","2","0.15","1/23/2025 10:47 AM","1/23/2025","$164.97",
"15","SLD","$241,000","$243,475","THE VILLAS AT HOPE VALLEY PHASE 1","245 Alyece Lane","1638","3","2","0.20","12/28/2024 11:56 PM","4/14/2025","$148.64","4/10/2025"
"15","UCT","$244,000","$244,000","THE VILLAS AT HOPE VALLEY PHASE 2","188 Preston Lane","1867","5","2","0.21","6/3/2026 2:25 PM","7/30/2026","$130.69","9/18/2026"
"11","EXP","$244,000","$244,000","RIDGEFIELD SUBDIVISION PHASE III","1515 Ridgefield Circle","1858","4","2","0.19","10/28/2025 3:57 PM","11/10/2025","$131.32",
"11","EXP","$244,000","$244,000","RIDGEFIELD SUBDIVISION PHASE III","1607 Ridgefield Circle","1858","4","2","0.20","10/28/2025 4:07 PM","11/10/2025","$131.32",
"10","EXP","$244,000","$244,000","THE VILLAS AT HOPE VALLEY PHASE 1","77 Kelton Lane","1638","3","2","0.22","5/13/2025 2:00 PM","7/27/2025","$148.96",
"10","EXP","$244,000","$244,000","THE VILLAS AT HOPE VALLEY PHASE 1","61 Kelton Lane","1638","3","2","0.22","7/18/2025 3:04 PM","7/27/2025","$148.96",
"3","UCT","$244,500","$244,500","VINEYARD SUB PH II","15 Vineyard Drive","1867","5","2","0.18","2/25/2026 10:19 AM","5/11/2026","$130.96","8/21/2026"
"15","SLD","$241,600","$244,600","THE VILLAS AT HOPE VALLEY PHASE 1","53 Kelton Lane","1884","4","2","0.22","7/14/2025 2:40 PM","9/29/2025","$129.83","9/25/2025"
"15","ACT","$245,000","$245,000","THE VILLAS AT HOPE VALLEY PHASE 2","156 Preston Lane","1867","5","2","0.20","6/26/2026 12:08 PM","6/26/2026","$131.23",
"14","SLD","$246,000","$245,000","VINEYARD SUB PH II","119 E Fredonia Court","1646","3","2","0.15","7/11/2025 3:45 PM","12/18/2025","$148.85","12/16/2025"
"17","SLD","$245,000","$245,000","THE VILLAS AT HOPE VALLEY PHASE 1","244 Alyece Lane","1753","4","2","0.24","1/14/2025 3:59 PM","3/20/2025","$139.76","5/16/2025"
"15","NEW","$245,000","$245,000","THE VILLAS AT HOPE VALLEY PHASE 2","108 Preston Lane","1867","5","2","0.17","7/29/2026 4:51 PM","7/29/2026","$131.23",
"4","SLD","$247,000","$245,000","STONE CANYON ADDITION SUBDIVISON","235 Bighorn Trail","1516","4","2","0.12","11/4/2025 4:02 PM","4/10/2026","$161.61","5/1/2026"
"21","SLD","$250,000","$245,000","VINEYARD SUB PH II","117 E Sunbelt Court","1858","4","2","0.15","7/30/2025 2:55 PM","4/16/2026","$131.86","4/14/2026"
"22","SLD","$244,000","$246,000","STONE CANYON ADDITION SUBDIVISON","205 Stone Canyon Drive","1694","4","2","0.12","2/15/2026 6:46 PM","6/4/2026","$145.22","6/3/2026"
"17","SLD","$249,000","$246,000","VINEYARD SUB PH I","1 E Sunbelt Court","1646","3","2","0.23","12/29/2024 2:24 AM","3/21/2025","$149.45","3/19/2025"
