listingAddress/full,listingAddress/street,listingStatus,homeStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice
"7 Cabernet Way, Mayflower, AR 72106",7 Cabernet Way,forRent,,3,1290,,1600,6,https://www.zillow.com/homedetails/7-Cabernet-Way-Mayflower-AR-72106/463057997_zpid/,,208300
"125 Powder River Dr, Beebe, AR 72012",125 Powder River Dr,forRent,,4,1640,,1600,1,https://www.zillow.com/homedetails/125-Powder-River-Dr-Beebe-AR-72012/458967504_zpid/,,188900
"906 Magnolia Springs Dr, Searcy, AR 72143",906 Magnolia Springs Dr,forRent,,3,1446,,1470,0,https://www.zillow.com/homedetails/906-Magnolia-Springs-Dr-Searcy-AR-72143/463438202_zpid/,,
"1207 Manor Oaks Blvd, Searcy, AR 72143",1207 Manor Oaks Blvd,forRent,,4,1559,,1565,0,https://www.zillow.com/homedetails/1207-Manor-Oaks-Blvd-Searcy-AR-72143/463438208_zpid/,,
"1206 Manor Oaks Blvd, Searcy, AR 72143",1206 Manor Oaks Blvd,forRent,,3,1633,,1565,0,https://www.zillow.com/homedetails/1206-Manor-Oaks-Blvd-Searcy-AR-72143/463438201_zpid/,,
"128 Powder River Dr, Beebe, AR 72012",128 Powder River Dr,forRent,,4,1496,,1420,0,https://www.zillow.com/homedetails/128-Powder-River-Dr-Beebe-AR-72012/463057955_zpid/,,
"1205 Manor Oaks Blvd, Searcy, AR 72143",1205 Manor Oaks Blvd,forRent,,4,1470,,1515,0,https://www.zillow.com/homedetails/1205-Manor-Oaks-Blvd-Searcy-AR-72143/463438205_zpid/,,
"126 Powder River Dr, Beebe, AR 72012",126 Powder River Dr,forRent,,4,1496,,1420,0,https://www.zillow.com/homedetails/126-Powder-River-Dr-Beebe-AR-72012/463467372_zpid/,,
"118 Powder River Dr, Beebe, AR 72012",118 Powder River Dr,forRent,,3,1301,,1500,1,https://www.zillow.com/homedetails/118-Powder-River-Dr-Beebe-AR-72012/460485207_zpid/,,183825
"105 King Ranch Dr, Beebe, AR 72012",105 King Ranch Dr,forRent,,3,1569,,1420,0,https://www.zillow.com/homedetails/105-King-Ranch-Dr-Beebe-AR-72012/463785363_zpid/,,
"110 Sunland Dr, Beebe, AR 72012",110 Sunland Dr,forRent,,4,1800,,1550,21,https://www.zillow.com/homedetails/110-Sunland-Dr-Beebe-AR-72012/2063501308_zpid/,,178200
"102 Southfork Dr, Beebe, AR 72012",102 Southfork Dr,forRent,,3,1472,,1375,0,https://www.zillow.com/homedetails/102-Southfork-Dr-Beebe-AR-72012/458613273_zpid/,,
"101 King Ranch Dr, Beebe, AR 72012",101 King Ranch Dr,forRent,,3,1413,,1325,0,https://www.zillow.com/homedetails/101-King-Ranch-Dr-Beebe-AR-72012/463785355_zpid/,,
"106 Powder Dr, Beebe, AR 72012",106 Powder Dr,forRent,,3,1472,,1375,0,https://www.zillow.com/homedetails/106-Powder-Dr-Beebe-AR-72012/465114738_zpid/,,
"122 Powder River Dr, Beebe, AR 72012",122 Powder River Dr,forRent,,3,1472,,1550,40,https://www.zillow.com/homedetails/122-Powder-River-Dr-Beebe-AR-72012/461493721_zpid/,,200900
"116 Preston Ln, Hensley, AR 72065",116 Preston Ln,forRent,,4,1655,,1825,17,https://www.zillow.com/homedetails/116-Preston-Ln-Hensley-AR-72065/463777019_zpid/,,
"180 Preston Ln, Hensley, AR 72065",180 Preston Ln,forRent,,3,1364,,1700,17,https://www.zillow.com/homedetails/180-Preston-Ln-Hensley-AR-72065/462386542_zpid/,,
"148 Preston Ln, Hensley, AR 72065",148 Preston Ln,forRent,,4,1525,,1775,17,https://www.zillow.com/homedetails/148-Preston-Ln-Hensley-AR-72065/463777017_zpid/,,
"164 Preston Ln, Hensley, AR 72065",164 Preston Ln,forRent,,4,1655,,1825,17,https://www.zillow.com/homedetails/164-Preston-Ln-Hensley-AR-72065/463494189_zpid/,,
"15112 Thompson Branch Trl, Hensley, AR 72065",15112 Thompson Branch Trl,forRent,,3,1612,,1555,0,https://www.zillow.com/homedetails/15112-Thompson-Branch-Trl-Hensley-AR-72065/463333808_zpid/,,
"15096 Thompson Branch Trl, Hensley, AR 72065",15096 Thompson Branch Trl,forRent,,4,1699,,1605,0,https://www.zillow.com/homedetails/15096-Thompson-Branch-Trl-Hensley-AR-72065/463333814_zpid/,,
"15088 Thompson Branch Trl, Hensley, AR 72065",15088 Thompson Branch Trl,forRent,,3,1523,,1505,0,https://www.zillow.com/homedetails/15088-Thompson-Branch-Trl-Hensley-AR-72065/461413231_zpid/,,
"15104 Thompson Branch Trl, Hensley, AR 72065",15104 Thompson Branch Trl,forRent,,4,1442,,1460,0,https://www.zillow.com/homedetails/15104-Thompson-Branch-Trl-Hensley-AR-72065/463333815_zpid/,,
"15120 Thompson Branch Trl, Hensley, AR 72065",15120 Thompson Branch Trl,forRent,,3,1355,,1460,0,https://www.zillow.com/homedetails/15120-Thompson-Branch-Trl-Hensley-AR-72065/463333816_zpid/,,
"196 Preston Ln, Hensley, AR 72065",196 Preston Ln,forRent,,4,1525,,1775,17,https://www.zillow.com/homedetails/196-Preston-Ln-Hensley-AR-72065/462387776_zpid/,,
"15105 Thompson Branch Trl, Hensley, AR 72065",15105 Thompson Branch Trl,forRent,,3,1446,,1460,0,https://www.zillow.com/homedetails/15105-Thompson-Branch-Trl-Hensley-AR-72065/462191989_zpid/,,
"102 Powder River Dr, Beebe, AR 72012",102 Powder River Dr,forRent,,4,1613,,1650,40,https://www.zillow.com/homedetails/102-Powder-River-Dr-Beebe-AR-72012/460485262_zpid/,,201000
"1406 Manor Ct, Searcy, AR 72143",1406 Manor Ct,forRent,,4,1652,,1950,14,https://www.zillow.com/homedetails/1406-Manor-Ct-Searcy-AR-72143/463438200_zpid/,,243400
"15128 Thompson Branch Trl, Hensley, AR 72065",15128 Thompson Branch Trl,forRent,,3,1612,,1555,0,https://www.zillow.com/homedetails/15128-Thompson-Branch-Trl-Hensley-AR-72065/463866341_zpid/,,
"124 Preston Ln, Hensley, AR 72065",124 Preston Ln,forRent,,4,1525,,1775,17,https://www.zillow.com/homedetails/124-Preston-Ln-Hensley-AR-72065/463777018_zpid/,,
"4050 Freesia St, Sherrills Ford, NC 28673",4050 Freesia St,forRent,,,,,,,https://www.zillow.com/apartments/sherrills-ford-nc/amavi-sherrills-ford/CkB99w/,,
"818 2nd Street Pl NE, Hickory, NC 28601",818 2nd Street Pl NE,forRent,,,,,,,https://www.zillow.com/apartments/hickory-nc/colonial-house-apartments/5XhwGV/,,
"1001-1017 7th Street Blvd SE, Hickory, NC 28602",1001-1017 7th Street Blvd SE,forRent,,,,,,,https://www.zillow.com/apartments/hickory-nc/brand-new-luxury-townhomes-%7C-move-in-ready!-fenced-in-yard-+-pet-friendly-!/CtnD7s/,,
"2721-2731 33rd St NE, Hickory, NC 28601",2721-2731 33rd St NE,forRent,,,,,,,https://www.zillow.com/apartments/hickory-nc/discover-a-new-standard-of-living-at-hickory-springs!/Ctk7ZL/,,
"1420 4th Street Dr NW, Hickory, NC 28601",1420 4th Street Dr NW,forRent,,,,,,,https://www.zillow.com/apartments/hickory-nc/viewmont-square/Ch5ZSC/,,
"1009 22nd St NE, Hickory, NC 28601",1009 22nd St NE,forRent,,,,,,,https://www.zillow.com/apartments/hickory-nc/collins-management-llc-1009-22nd-street-northeast/9PnqKK/,,
"2830 16th St NE, Hickory, NC 28601",2830 16th St NE,forRent,,,,,,,https://www.zillow.com/apartments/hickory-nc/argyle-place-apartment-homes/5XpDNP/,,
"302-340 18th Ave NE, Hickory, NC 28601",302-340 18th Ave NE,other,,,,,,,https://www.zillow.com/apartments/hickory-nc/brand-new-pet-friendly-townhome-in-hickory-nc/CssHqg/,,
"2540 5th St NE, Hickory, NC 28601",2540 5th St NE,forRent,,,,,,,https://www.zillow.com/apartments/hickory-nc/cedar-village-townhomes/9PntvK/,,
"4072 Oxford Glen Dr, Claremont, NC 28610",4072 Oxford Glen Dr,forRent,,4,2307,,1990,1,https://www.zillow.com/homedetails/4072-Oxford-Glen-Dr-Claremont-NC-28610/465094284_zpid/,,
"4126 Oxford Glen Dr, Claremont, NC 28610",4126 Oxford Glen Dr,forRent,,5,2578,,2135,1,https://www.zillow.com/homedetails/4126-Oxford-Glen-Dr-Claremont-NC-28610/465094293_zpid/,,
"4108 Oxford Glen Dr, Claremont, NC 28610",4108 Oxford Glen Dr,forRent,,5,2578,,2135,1,https://www.zillow.com/homedetails/4108-Oxford-Glen-Dr-Claremont-NC-28610/465094285_zpid/,,
"4087 Oxford Glen Dr, Claremont, NC 28610",4087 Oxford Glen Dr,forRent,,5,2578,,2135,1,https://www.zillow.com/homedetails/4087-Oxford-Glen-Dr-Claremont-NC-28610/465094282_zpid/,,
"4105 Oxford Glen Dr, Claremont, NC 28610",4105 Oxford Glen Dr,forRent,,5,2578,,2135,1,https://www.zillow.com/homedetails/4105-Oxford-Glen-Dr-Claremont-NC-28610/465094283_zpid/,,
"4093 Oxford Glen Dr, Claremont, NC 28610",4093 Oxford Glen Dr,forRent,,4,2213,,1990,1,https://www.zillow.com/homedetails/4093-Oxford-Glen-Dr-Claremont-NC-28610/464050697_zpid/,,
"4081 Oxford Glen Dr, Claremont, NC 28610",4081 Oxford Glen Dr,forRent,,4,2307,,1990,1,https://www.zillow.com/homedetails/4081-Oxford-Glen-Dr-Claremont-NC-28610/465094290_zpid/,,
"4066 Oxford Glen Dr, Claremont, NC 28610",4066 Oxford Glen Dr,forRent,,4,1956,,1945,1,https://www.zillow.com/homedetails/4066-Oxford-Glen-Dr-Claremont-NC-28610/465094292_zpid/,,
"4114 Oxford Glen Dr, Claremont, NC 28610",4114 Oxford Glen Dr,forRent,,4,2307,,1990,1,https://www.zillow.com/homedetails/4114-Oxford-Glen-Dr-Claremont-NC-28610/465094287_zpid/,,
"4096 Oxford Glen Dr, Claremont, NC 28610",4096 Oxford Glen Dr,forRent,,4,2307,,1990,1,https://www.zillow.com/homedetails/4096-Oxford-Glen-Dr-Claremont-NC-28610/465094295_zpid/,,
"4084 Oxford Glen Dr, Claremont, NC 28610",4084 Oxford Glen Dr,forRent,,3,1665,,1800,1,https://www.zillow.com/homedetails/4084-Oxford-Glen-Dr-Claremont-NC-28610/465094279_zpid/,,
"4075 Oxford Glen Dr, Claremont, NC 28610",4075 Oxford Glen Dr,forRent,,5,2578,,2135,1,https://www.zillow.com/homedetails/4075-Oxford-Glen-Dr-Claremont-NC-28610/465094286_zpid/,,
"4090 Oxford Glen Dr, Claremont, NC 28610",4090 Oxford Glen Dr,forRent,,4,1956,,1945,1,https://www.zillow.com/homedetails/4090-Oxford-Glen-Dr-Claremont-NC-28610/465094288_zpid/,,
"4102 Oxford Glen Dr, Claremont, NC 28610",4102 Oxford Glen Dr,forRent,,3,1665,,1800,1,https://www.zillow.com/homedetails/4102-Oxford-Glen-Dr-Claremont-NC-28610/465094280_zpid/,,
"4099 Oxford Glen Dr, Claremont, NC 28610",4099 Oxford Glen Dr,forRent,,4,1956,,1945,1,https://www.zillow.com/homedetails/4099-Oxford-Glen-Dr-Claremont-NC-28610/465094294_zpid/,,
"4127 Village Blvd, Conover, NC 28613",4127 Village Blvd,forRent,,3,1854,,2185,5,https://www.zillow.com/homedetails/4127-Village-Blvd-Conover-NC-28613/446200738_zpid/,,299000
"3755 Charles St NW, Conover, NC 28613",3755 Charles St NW,forRent,,4,2565,,2400,67,https://www.zillow.com/homedetails/3755-Charles-St-NW-Conover-NC-28613/345078496_zpid/,,359000
"4117 Oxford Glen Dr, Claremont, NC 28610",4117 Oxford Glen Dr,forRent,,3,1665,,1800,1,https://www.zillow.com/homedetails/4117-Oxford-Glen-Dr-Claremont-NC-28610/465094291_zpid/,,
"4054 Oxford Glen Dr, Claremont, NC 28610",4054 Oxford Glen Dr,forRent,,3,1665,,1800,1,https://www.zillow.com/homedetails/4054-Oxford-Glen-Dr-Claremont-NC-28610/465094281_zpid/,,
"4078 Oxford Glen Dr, Claremont, NC 28610",4078 Oxford Glen Dr,forRent,,5,2578,,2135,1,https://www.zillow.com/homedetails/4078-Oxford-Glen-Dr-Claremont-NC-28610/465094289_zpid/,,
"15 Wedgewood Dr, Cabot, AR 72023",15 Wedgewood Dr,forRent,,3,1473,,1650,19,https://www.zillow.com/homedetails/15-Wedgewood-Dr-Cabot-AR-72023/257013_zpid/,,190000
"209 N Madison St, Cabot, AR 72023",209 N Madison St,forRent,,3,1524,,1895,60,https://www.zillow.com/homedetails/209-N-Madison-St-Cabot-AR-72023/439267452_zpid/,,
"15 Jennifer Cv, Ward, AR 72176",15 Jennifer Cv,forRent,,3,1328,,1650,33,https://www.zillow.com/homedetails/15-Jennifer-Cv-Ward-AR-72176/2063023920_zpid/,,210000
"22 Kirkland St, Ward, AR 72176",22 Kirkland St,forRent,,3,1185,,1350,7,https://www.zillow.com/homedetails/22-Kirkland-St-Ward-AR-72176/261280_zpid/,,84000
"125 Old Red Rd, Ward, AR 72176",125 Old Red Rd,forRent,,3,1280,,1000,5,https://www.zillow.com/homedetails/125-Old-Red-Rd-Ward-AR-72176/99434787_zpid/,,
"142 Weathering Dr, Austin, AR 72007",142 Weathering Dr,forRent,,3,1212,,1295,73,https://www.zillow.com/homedetails/142-Weathering-Dr-Austin-AR-72007/99433960_zpid/,,140000
"34 Woodhaven Dr, Cabot, AR 72023",34 Woodhaven Dr,forRent,,3,1305,,1650,33,https://www.zillow.com/homedetails/34-Woodhaven-Dr-Cabot-AR-72023/338206710_zpid/,,165000
"26 Stonewood Dr, Cabot, AR 72023",26 Stonewood Dr,forRent,,3,1698,,1900,15,https://www.zillow.com/homedetails/26-Stonewood-Dr-Cabot-AR-72023/55151081_zpid/,,157000
"104 Herald Pl, Cabot, AR 72023",104 Herald Pl,forRent,,3,1232,,1095,36,https://www.zillow.com/homedetails/104-Herald-Pl-Cabot-AR-72023/252206_zpid/,,155000
"26 Alexis Dr, Cabot, AR 72023",26 Alexis Dr,forRent,,3,1288,,1425,6,https://www.zillow.com/homedetails/26-Alexis-Dr-Cabot-AR-72023/255240_zpid/,,152900
"53 Dunnaway Dr, Austin, AR 72007",53 Dunnaway Dr,forRent,,3,1403,,1535,55,https://www.zillow.com/homedetails/53-Dunnaway-Dr-Austin-AR-72007/2056813469_zpid/,,195000
"28 Burns Dr, Cabot, AR 72023",28 Burns Dr,forRent,,3,1288,,1350,49,https://www.zillow.com/homedetails/28-Burns-Dr-Cabot-AR-72023/255699_zpid/,,146000
"74 Earnhardt Cir, Cabot, AR 72023",74 Earnhardt Cir,forRent,,3,1910,,1700,62,https://www.zillow.com/homedetails/74-Earnhardt-Cir-Cabot-AR-72023/114172966_zpid/,,173941
"27 Trinity Dr, Cabot, AR 72023",27 Trinity Dr,forRent,,3,1442,,1525,18,https://www.zillow.com/homedetails/27-Trinity-Dr-Cabot-AR-72023/113948501_zpid/,,
"201 Oliver St, Conway, AR 72034",201 Oliver St,forRent,,3,1456,,1450,27,https://www.zillow.com/homedetails/201-Oliver-St-Conway-AR-72034/235449_zpid/,,149000
"24 Arkavalley Rd, Greenbrier, AR 72058",24 Arkavalley Rd,forRent,,3,1258,,1300,2,https://www.zillow.com/homedetails/24-Arkavalley-Rd-Greenbrier-AR-72058/71711706_zpid/,,114000
"15 Summerfield Dr, Conway, AR 72034",15 Summerfield Dr,forRent,,3,1508,,1800,10,https://www.zillow.com/homedetails/15-Summerfield-Dr-Conway-AR-72034/238239_zpid/,,99000
"4640 Oregon Trl, Conway, AR 72034",4640 Oregon Trl,forRent,,3,1482,,1800,20,https://www.zillow.com/homedetails/4640-Oregon-Trl-Conway-AR-72034/35730645_zpid/,,250000
"2512 College Ave, Conway, AR 72034",2512 College Ave,forRent,,3,1530,,1450,6,https://www.zillow.com/homedetails/2512-College-Ave-Conway-AR-72034/236626_zpid/,,354000
"40 Ridge Trl, Sherwood, AR 72120",40 Ridge Trl,forRent,,3,2200,,2100,18,https://www.zillow.com/homedetails/40-Ridge-Trl-Sherwood-AR-72120/232839_zpid/,,230600
"124 Sunny Gap Rd, Conway, AR 72032",124 Sunny Gap Rd,forRent,,3,1134,,1100,8,https://www.zillow.com/homedetails/124-Sunny-Gap-Rd-Conway-AR-72032/227564_zpid/,,220000
"21 Center Rd, Mayflower, AR 72106",21 Center Rd,forRent,,3,1344,,1850,0,https://www.zillow.com/homedetails/21-Center-Rd-Mayflower-AR-72106/35731070_zpid/,,195500
"404 Marcella Dr, Kings Mountain, NC 28086",404 Marcella Dr,forRent,,3,1507,,1879,29,https://www.zillow.com/homedetails/404-Marcella-Dr-Kings-Mountain-NC-28086/214091791_zpid/,,255000
"17 Greenbrier Dr, Benton, AR 72015",17 Greenbrier Dr,forRent,,3,1460,,1595,36,https://www.zillow.com/homedetails/17-Greenbrier-Dr-Benton-AR-72015/386172_zpid/,,143000
"4605 Valiant Dr, Conway, AR 72034",4605 Valiant Dr,forRent,,3,1324,,1500,58,https://www.zillow.com/homedetails/4605-Valiant-Dr-Conway-AR-72034/52392383_zpid/,,122000
"2 Hawthorne Dr, Conway, AR 72034",2 Hawthorne Dr,forRent,,3,1408,,1650,46,https://www.zillow.com/homedetails/2-Hawthorne-Dr-Conway-AR-72034/237001_zpid/,,102000
"231 Brinkley Dr, Kings Mountain, NC 28086",231 Brinkley Dr,forRent,,5,2400,,2595,54,https://www.zillow.com/homedetails/231-Brinkley-Dr-Kings-Mountain-NC-28086/349365612_zpid/,,332000
"6587 Westminster, Benton, AR 72019",6587 Westminster,forRent,,4,3650,,3650,43,https://www.zillow.com/homedetails/6587-Westminster-Benton-AR-72019/120554683_zpid/,,555000
"4326 Glenda Ln, Benton, AR 72019",4326 Glenda Ln,forRent,,3,1398,,1545,35,https://www.zillow.com/homedetails/4326-Glenda-Ln-Benton-AR-72019/68021994_zpid/,,157000
"414 Newcomb Cv, Benton, AR 72015",414 Newcomb Cv,forRent,,3,1384,,1600,53,https://www.zillow.com/homedetails/414-Newcomb-Cv-Benton-AR-72015/384931_zpid/,,65531
"109 Ann St, Kings Mountain, NC 28086",109 Ann St,forRent,,3,1508,,1950,15,https://www.zillow.com/homedetails/109-Ann-St-Kings-Mountain-NC-28086/214091787_zpid/,,126000
"5944 Bakers Point, Hickory, NC 28602",5944 Bakers Point,forRent,,5,3953,,3600,21,https://www.zillow.com/homedetails/5944-Bakers-Point-Hickory-NC-28602/98192272_zpid/,,90000
"6032 Orange Valley Cv, Mabelvale, AR 72103",6032 Orange Valley Cv,forRent,,4,1504,,1650,1,https://www.zillow.com/homedetails/6032-Orange-Valley-Cv-Mabelvale-AR-72103/2062762647_zpid/,,
"538 Belcaro Dr, Kings Mountain, NC 28086",538 Belcaro Dr,forRent,,3,1800,,2005,39,https://www.zillow.com/homedetails/538-Belcaro-Dr-Kings-Mountain-NC-28086/339891879_zpid/,,
"17024 Congo Ferndale Rd, Little Rock, AR 72210",17024 Congo Ferndale Rd,forRent,,4,1590,,1675,90,https://www.zillow.com/homedetails/17024-Congo-Ferndale-Rd-Little-Rock-AR-72210/370120_zpid/,,279500
"16 Emerald Cir, Cabot, AR 72023",16 Emerald Cir,forRent,,3,1959,,1850,55,https://www.zillow.com/homedetails/16-Emerald-Cir-Cabot-AR-72023/254439_zpid/,,3400000
"2625 Rolling Ridge Dr, Hickory, NC 28602",2625 Rolling Ridge Dr,forRent,,4,3747,,3000,21,https://www.zillow.com/homedetails/2625-Rolling-Ridge-Dr-Hickory-NC-28602/71554898_zpid/,,447000
"1417 17th Ave NE, Hickory, NC 28601",1417 17th Ave NE,forRent,,3,1400,,1725,32,https://www.zillow.com/homedetails/1417-17th-Ave-NE-Hickory-NC-28601/71551010_zpid/,,99000
"2668 Chapel Creek Dr, Benton, AR 72015",2668 Chapel Creek Dr,forRent,,3,1478,,1595,1,https://www.zillow.com/homedetails/2668-Chapel-Creek-Dr-Benton-AR-72015/120791136_zpid/,,
"103 Pope Dr, Benton, AR 72015",103 Pope Dr,forRent,,3,1559,,1625,69,https://www.zillow.com/homedetails/103-Pope-Dr-Benton-AR-72015/82243468_zpid/,,115000
"1423 Mammoth Rd, Hickory, NC 28602",1423 Mammoth Rd,forRent,,4,1927,,2195,57,https://www.zillow.com/homedetails/1423-Mammoth-Rd-Hickory-NC-28602/461722831_zpid/,,
"2130 10th St SE, Hickory, NC 28602",2130 10th St SE,forRent,,4,2174,,2250,32,https://www.zillow.com/homedetails/2130-10th-St-SE-Hickory-NC-28602/463122074_zpid/,,
"6673 Hollywood Ave, Benton, AR 72019",6673 Hollywood Ave,forRent,,4,2250,,1695,80,https://www.zillow.com/homedetails/6673-Hollywood-Ave-Benton-AR-72019/461413230_zpid/,,215900
"170 Crown Ct, Kings Mountain, NC 28086",170 Crown Ct,forRent,,3,1320,,1715,0,https://www.zillow.com/homedetails/170-Crown-Ct-Kings-Mountain-NC-28086/214084781_zpid/,,22000
"512 12th Ave NE, Hickory, NC 28601",512 12th Ave NE,forRent,,3,1334,,1595,57,https://www.zillow.com/homedetails/512-12th-Ave-NE-Hickory-NC-28601/463832995_zpid/,,
"102 Rosebud Cir, Cabot, AR 72023",102 Rosebud Cir,forRent,,3,1277,,1450,39,https://www.zillow.com/homedetails/102-Rosebud-Cir-Cabot-AR-72023/63160774_zpid/,,199000
"21 Willard St, Ward, AR 72176",21 Willard St,forRent,,3,1301,,1395,25,https://www.zillow.com/homedetails/21-Willard-St-Ward-AR-72176/55151159_zpid/,,165000
"2804 Bruce St, Conway, AR 72034",2804 Bruce St,forRent,,3,1232,,1375,1,https://www.zillow.com/homedetails/2804-Bruce-St-Conway-AR-72034/238249_zpid/,,115000
"345 Joyner Loop, Lonoke, AR 72086",345 Joyner Loop,forRent,,3,1120,,1200,67,https://www.zillow.com/homedetails/345-Joyner-Loop-Lonoke-AR-72086/99446243_zpid/,,36000
"211 Rodney Guthrie Dr, Cabot, AR 72023",211 Rodney Guthrie Dr,forRent,,3,1268,,1345,33,https://www.zillow.com/homedetails/211-Rodney-Guthrie-Dr-Cabot-AR-72023/256835_zpid/,,155000
"765 8th Avenue Dr SE, Hickory, NC 28602",765 8th Avenue Dr SE,forRent,,3,1463,,1750,78,https://www.zillow.com/homedetails/765-8th-Avenue-Dr-SE-Hickory-NC-28602/71963561_zpid/,,110000
"5813 Heritage Heights Dr, Benton, AR 72019",5813 Heritage Heights Dr,forRent,,4,1792,,1695,96,https://www.zillow.com/homedetails/5813-Heritage-Heights-Dr-Benton-AR-72019/71715692_zpid/,,199000
"2220 Chase Dr, Conway, AR 72034",2220 Chase Dr,forRent,,3,1582,,1850,54,https://www.zillow.com/homedetails/2220-Chase-Dr-Conway-AR-72034/35730147_zpid/,,141000
"35 G St, Cabot, AR 72023",35 G St,forRent,,3,1849,,1825,62,https://www.zillow.com/homedetails/35-G-St-Cabot-AR-72023/254255_zpid/,,230000
"4030 Buff St, Hickory, NC 28602",4030 Buff St,forRent,,3,2000,,1950,0,https://www.zillow.com/homedetails/4030-Buff-St-Hickory-NC-28602/227237379_zpid/,,132400
"1181 Courtney Dr, Hickory, NC 28602",1181 Courtney Dr,forRent,,4,993,,1950,5,https://www.zillow.com/homedetails/1181-Courtney-Dr-Hickory-NC-28602/71914325_zpid/,,115000
"6049 Orange Valley Cv, Alexander, AR 72002",6049 Orange Valley Cv,forRent,,3,1340,,1525,1,https://www.zillow.com/homedetails/6049-Orange-Valley-Cv-Alexander-AR-72002/2083908811_zpid/,,
"37 Saint John St, Cabot, AR 72023",37 Saint John St,forRent,,3,1188,,1295,70,https://www.zillow.com/homedetails/37-Saint-John-St-Cabot-AR-72023/253499_zpid/,,81500
"2912 Highway 319 W, Austin, AR 72007",2912 Highway 319 W,forRent,,3,1992,,1695,300,https://www.zillow.com/homedetails/2912-Highway-319-W-Austin-AR-72007/249702_zpid/,,640000
"2781 19th Ave NE, Hickory, NC 28601",2781 19th Ave NE,forRent,,3,2500,,2200,22,https://www.zillow.com/homedetails/2781-19th-Ave-NE-Hickory-NC-28601/71935770_zpid/,,
"605 Valley Vista Dr, Benton, AR 72019",605 Valley Vista Dr,forRent,,4,1942,,1875,63,https://www.zillow.com/homedetails/605-Valley-Vista-Dr-Benton-AR-72019/387089_zpid/,,
"1415 Mammoth Rd, Hickory, NC 28602",1415 Mammoth Rd,forRent,,4,1927,,2145,6,https://www.zillow.com/homedetails/1415-Mammoth-Rd-Hickory-NC-28602/461722523_zpid/,,272500
"667 13th Avenue Dr NE, Hickory, NC 28601",667 13th Avenue Dr NE,forRent,,4,2174,,2345,56,https://www.zillow.com/homedetails/667-13th-Avenue-Dr-NE-Hickory-NC-28601/461540370_zpid/,,
"2098 10th St SE, Hickory, NC 28601",2098 10th St SE,forRent,,4,2174,,2395,6,https://www.zillow.com/homedetails/2098-10th-St-SE-Hickory-NC-28601/461180979_zpid/,,309000
"4056 Kings River Trl, Bauxite, AR 72011",4056 Kings River Trl,forRent,,3,1480,,1395,42,https://www.zillow.com/homedetails/4056-Kings-River-Trl-Bauxite-AR-72011/2062403626_zpid/,,200660
"608 Gertrude St, Benton, AR 72015",608 Gertrude St,forRent,,3,1025,,1200,6,https://www.zillow.com/homedetails/608-Gertrude-St-Benton-AR-72015/68020650_zpid/,,125900
"6056 Orange Valley Cv, Mabelvale, AR 72103",6056 Orange Valley Cv,forRent,,4,1537,,1675,1,https://www.zillow.com/homedetails/6056-Orange-Valley-Cv-Mabelvale-AR-72103/463591455_zpid/,,
"1845 Arden Ln, Conway, AR 72034",1845 Arden Ln,forRent,,3,1205,,1575,54,https://www.zillow.com/homedetails/1845-Arden-Ln-Conway-AR-72034/71714882_zpid/,,139000
"1431 Mammoth Rd, Hickory, NC 28602",1431 Mammoth Rd,forRent,,5,2368,,2295,7,https://www.zillow.com/homedetails/1431-Mammoth-Rd-Hickory-NC-28602/455924046_zpid/,,307679
"755 2nd Ave SW, Hickory, NC 28602",755 2nd Ave SW,forRent,,6,2779,,3650,62,https://www.zillow.com/homedetails/755-2nd-Ave-SW-Hickory-NC-28602/71962373_zpid/,,200000
"5694 Claridge Dr, Hickory, NC 28602",5694 Claridge Dr,forRent,,3,2200,,2150,109,https://www.zillow.com/homedetails/5694-Claridge-Dr-Hickory-NC-28602/71906250_zpid/,,113500
"3201 Stivers Blvd, Bryant, AR 72022",3201 Stivers Blvd,forRent,,3,1279,,1495,39,https://www.zillow.com/homedetails/3201-Stivers-Blvd-Bryant-AR-72022/391950_zpid/,,125000
"(Undisclosed Address), Conway, AR 72034",(Undisclosed Address),forRent,,3,1689,,1750,8,https://www.zillow.com/homedetails/Conway-AR-72034/241235_zpid/,,131000
"15 Harvest Ridge Dr, Hickory, NC 28601",15 Harvest Ridge Dr,forRent,,4,2000,,2200,9,https://www.zillow.com/homedetails/15-Harvest-Ridge-Dr-Hickory-NC-28601/2063037302_zpid/,,220990
"2225 Redwood, Benton, AR 72015",2225 Redwood,forRent,,3,1758,,1800,99,https://www.zillow.com/homedetails/2225-Redwood-Benton-AR-72015/52934068_zpid/,,132000
"3558 Terrace Hill Ct, Benton, AR 72019",3558 Terrace Hill Ct,forRent,,3,1404,,1450,21,https://www.zillow.com/homedetails/3558-Terrace-Hill-Ct-Benton-AR-72019/247594485_zpid/,,122580
"500 SE 1st St, Bryant, AR 72022",500 SE 1st St,forRent,,3,1231,,1500,8,https://www.zillow.com/homedetails/500-SE-1st-St-Bryant-AR-72022/52934639_zpid/,,195000
"3605 16th St NE, Hickory, NC 28601",3605 16th St NE,forRent,,3,1395,,1850,8,https://www.zillow.com/homedetails/3605-16th-St-NE-Hickory-NC-28601/71966217_zpid/,,150000
