listingAddress/full,listingAddress/street,homeStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"44 Kirkland Dr, Cabot, AR 72023",44 Kirkland Dr,,3,2077,,1900,153,https://www.zillow.com/homedetails/44-Kirkland-Dr-Cabot-AR-72023/52495420_zpid/,,,2026-04-03T00:00:00.000Z,Listed for rent,2026-04-03T00:00:00.000Z,Listing removed,2026-02-11T00:00:00.000Z,Listed for rent,2025-09-22T00:00:00.000Z,Listing removed,2025-08-19T00:00:00.000Z,Listing removed,2025-08-17T00:00:00.000Z,Listed for rent,2025-01-03T00:00:00.000Z,Price change,2024-11-04T00:00:00.000Z,Price change,2024-10-10T00:00:00.000Z,Price change,2024-09-24T00:00:00.000Z,Listed for sale,2015-02-21T00:00:00.000Z,Listing removed,2015-01-28T00:00:00.000Z,Price change,2014-11-18T00:00:00.000Z,Price change,2014-08-30T00:00:00.000Z,Listed for rent,2013-05-18T00:00:00.000Z,Listing removed,2013-04-17T00:00:00.000Z,Listed for rent,2012-10-25T00:00:00.000Z,Listing removed,2012-09-25T00:00:00.000Z,Listed for rent,2012-07-12T00:00:00.000Z,Listing removed,2012-06-12T00:00:00.000Z,Price change,2012-05-25T00:00:00.000Z,Listed for rent,2011-08-23T00:00:00.000Z,Listing removed,2010-10-08T00:00:00.000Z,Listed for sale,,,,,,,,,,
"142 Weathering Dr, Austin, AR 72007",142 Weathering Dr,,3,1212,,1295,68,https://www.zillow.com/homedetails/142-Weathering-Dr-Austin-AR-72007/99433960_zpid/,,140000,2026-08-29T00:00:00.000Z,Price change,2026-07-20T00:00:00.000Z,Price change,2026-06-27T00:00:00.000Z,Listed for rent,2023-12-14T00:00:00.000Z,Listing removed,2023-11-29T00:00:00.000Z,Listed for rent,2021-10-21T00:00:00.000Z,Sold,2021-09-19T00:00:00.000Z,Contingent,2021-09-17T00:00:00.000Z,Listed for sale,2014-08-25T00:00:00.000Z,Sold,2014-06-22T00:00:00.000Z,Listed for sale,2013-09-05T00:00:00.000Z,Listing removed,2013-08-17T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34 Shamsie Dr, Ward, AR 72176",34 Shamsie Dr,,3,1264,,1350,70,https://www.zillow.com/homedetails/34-Shamsie-Dr-Ward-AR-72176/99420023_zpid/,,150000,2026-06-25T00:00:00.000Z,Listed for rent,2024-10-09T00:00:00.000Z,Listing removed,2024-09-24T00:00:00.000Z,Listed for rent,2021-12-10T00:00:00.000Z,Sold,2021-11-11T00:00:00.000Z,Listed for sale,2020-06-30T00:00:00.000Z,Sold,2020-05-01T00:00:00.000Z,Listed for sale,2016-02-29T00:00:00.000Z,Sold,2016-01-18T00:00:00.000Z,Pending sale,2015-12-22T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"73 Timberwood Dr, Cabot, AR 72023",73 Timberwood Dr,,3,1230,,1450,16,https://www.zillow.com/homedetails/73-Timberwood-Dr-Cabot-AR-72023/52495438_zpid/,,161000,2026-08-18T00:00:00.000Z,Listed for rent,2023-08-01T00:00:00.000Z,Listing removed,2023-07-21T00:00:00.000Z,Listed for rent,2023-06-06T00:00:00.000Z,Sold,2023-05-15T00:00:00.000Z,Listed for sale,2017-07-24T00:00:00.000Z,Sold,2017-06-01T00:00:00.000Z,Listed for sale,2016-08-31T00:00:00.000Z,Sold,2016-07-15T00:00:00.000Z,Price change,2016-06-28T00:00:00.000Z,Price change,2016-06-10T00:00:00.000Z,Price change,2016-06-08T00:00:00.000Z,Price change,2016-05-21T00:00:00.000Z,Price change,2016-05-12T00:00:00.000Z,Price change,2016-02-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,
"85 Kyndall Lauren Ln, Cabot, AR 72023",85 Kyndall Lauren Ln,,3,1244,,1450,18,https://www.zillow.com/homedetails/85-Kyndall-Lauren-Ln-Cabot-AR-72023/442588183_zpid/,,179900,2026-08-31T00:00:00.000Z,Price change,2026-07-28T00:00:00.000Z,Listed for rent,2025-04-21T00:00:00.000Z,Sold,2025-03-19T00:00:00.000Z,Contingent,2025-03-07T00:00:00.000Z,Price change,2025-02-28T00:00:00.000Z,Price change,2025-01-25T00:00:00.000Z,Price change,2025-01-20T00:00:00.000Z,Price change,2024-12-27T00:00:00.000Z,Price change,2024-12-10T00:00:00.000Z,Listed for sale,2024-11-20T00:00:00.000Z,Listing removed,2024-11-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"512 12th Ave NE, Hickory, NC 28601",512 12th Ave NE,,3,1334,,1595,52,https://www.zillow.com/homedetails/512-12th-Ave-NE-Hickory-NC-28601/463832995_zpid/,,,2026-07-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74 Earnhardt Cir, Cabot, AR 72023",74 Earnhardt Cir,,3,1910,,1700,57,https://www.zillow.com/homedetails/74-Earnhardt-Cir-Cabot-AR-72023/114172966_zpid/,,173941,2026-08-28T00:00:00.000Z,Price change,2026-07-08T00:00:00.000Z,Listed for rent,2025-08-22T00:00:00.000Z,Listing removed,2025-08-20T00:00:00.000Z,Listing removed,2025-07-28T00:00:00.000Z,Listed for rent,2025-07-21T00:00:00.000Z,Listed for sale,2020-08-18T00:00:00.000Z,Listing removed,2020-08-07T00:00:00.000Z,Price change,2020-06-09T00:00:00.000Z,Listed for sale,2020-02-07T00:00:00.000Z,Listing removed,2020-01-31T00:00:00.000Z,Listed for rent,2020-01-31T00:00:00.000Z,Listing removed,2019-08-01T00:00:00.000Z,Listed for sale,2015-10-09T00:00:00.000Z,Listing removed,2015-09-09T00:00:00.000Z,Listed for rent,2013-07-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,
"209 N Madison St, Cabot, AR 72023",209 N Madison St,,3,1524,,1895,55,https://www.zillow.com/homedetails/209-N-Madison-St-Cabot-AR-72023/439267452_zpid/,,,2026-07-10T00:00:00.000Z,Listed for rent,2025-06-24T00:00:00.000Z,Listing removed,2025-06-19T00:00:00.000Z,Listed for rent,2025-06-19T00:00:00.000Z,Listing removed,2025-04-10T00:00:00.000Z,Price change,2025-03-05T00:00:00.000Z,Listed for rent,2025-03-05T00:00:00.000Z,Listing removed,2025-03-04T00:00:00.000Z,Listed for rent,2025-03-03T00:00:00.000Z,Listing removed,2025-02-28T00:00:00.000Z,Listed for rent,2024-12-28T00:00:00.000Z,Listing removed,2024-12-04T00:00:00.000Z,Price change,2024-09-23T00:00:00.000Z,Listing removed,2024-09-21T00:00:00.000Z,Price change,2024-09-17T00:00:00.000Z,Price change,2024-09-11T00:00:00.000Z,Listed for rent,2024-08-21T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,
"807 S Main, Benton, AR 72015",807 S Main,,3,1288,,1300,59,https://www.zillow.com/homedetails/807-S-Main-Benton-AR-72015/382019_zpid/,,109900,2026-07-31T00:00:00.000Z,Price change,2026-07-27T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Listed for rent,2020-04-16T00:00:00.000Z,Sold,2020-04-06T00:00:00.000Z,Listing removed,2020-04-02T00:00:00.000Z,Price change,2020-02-17T00:00:00.000Z,Listed for rent,2019-10-19T00:00:00.000Z,Listing removed,2019-10-18T00:00:00.000Z,Price change,2019-10-16T00:00:00.000Z,Price change,2019-10-11T00:00:00.000Z,Price change,2019-10-09T00:00:00.000Z,Price change,2019-10-07T00:00:00.000Z,Price change,2019-10-04T00:00:00.000Z,Price change,2019-10-02T00:00:00.000Z,Price change,2019-09-30T00:00:00.000Z,Price change,2019-09-28T00:00:00.000Z,Listed for sale,2019-09-27T00:00:00.000Z,Sold,2019-09-23T00:00:00.000Z,Price change,2019-09-21T00:00:00.000Z,Price change,2019-09-18T00:00:00.000Z,Price change,2019-09-16T00:00:00.000Z,Price change,2019-09-14T00:00:00.000Z,Price change,2019-09-11T00:00:00.000Z,Price change,2019-09-07T00:00:00.000Z,Price change,2019-08-31T00:00:00.000Z,Price change,2019-08-29T00:00:00.000Z,Listed for sale,2009-03-31T00:00:00.000Z,Sold
"5813 Heritage Heights Dr, Benton, AR 72019",5813 Heritage Heights Dr,,4,1792,,1695,91,https://www.zillow.com/homedetails/5813-Heritage-Heights-Dr-Benton-AR-72019/71715692_zpid/,,199000,2026-08-27T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Price change,2026-07-15T00:00:00.000Z,Price change,2026-06-04T00:00:00.000Z,Listed for rent,2024-04-06T00:00:00.000Z,Listing removed,2024-03-28T00:00:00.000Z,Listed for rent,2023-07-05T00:00:00.000Z,Listing removed,2023-06-23T00:00:00.000Z,Listed for rent,2022-05-23T00:00:00.000Z,Listing removed,2022-05-17T00:00:00.000Z,Listed for rent,2022-02-23T00:00:00.000Z,Listing removed,2022-02-04T00:00:00.000Z,Price change,2021-12-21T00:00:00.000Z,Listed for rent,2021-11-17T00:00:00.000Z,Sold,2021-11-12T00:00:00.000Z,Contingent,2021-10-13T00:00:00.000Z,Listed for sale,2016-02-17T00:00:00.000Z,Sold,2014-10-06T00:00:00.000Z,Listing removed,2014-07-21T00:00:00.000Z,Price change,2013-10-18T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,
"6056 Orange Valley Cv, Mabelvale, AR 72103",6056 Orange Valley Cv,,4,1537,,1675,31,https://www.zillow.com/homedetails/6056-Orange-Valley-Cv-Mabelvale-AR-72103/463591455_zpid/,,,2026-07-01T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6673 Hollywood Ave, Benton, AR 72019",6673 Hollywood Ave,,4,2250,,1695,75,https://www.zillow.com/homedetails/6673-Hollywood-Ave-Benton-AR-72019/461413230_zpid/,,215900,2026-08-27T00:00:00.000Z,Price change,2026-08-13T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Price change,2026-07-07T00:00:00.000Z,Price change,2026-06-20T00:00:00.000Z,Listed for rent,2026-05-28T00:00:00.000Z,Sold,2026-04-30T00:00:00.000Z,Contingent,2026-03-31T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6049 Orange Valley Cv, Alexander, AR 72002",6049 Orange Valley Cv,,3,1340,,1525,28,https://www.zillow.com/homedetails/6049-Orange-Valley-Cv-Alexander-AR-72002/2083908811_zpid/,,,2026-09-01T00:00:00.000Z,Price change,2026-08-11T00:00:00.000Z,Price change,2026-08-06T00:00:00.000Z,Listed for rent,2026-07-08T00:00:00.000Z,Listing removed,2026-06-03T00:00:00.000Z,Listed for rent,2023-03-22T00:00:00.000Z,Listing removed,2023-03-07T00:00:00.000Z,Price change,2023-02-15T00:00:00.000Z,Listed for rent,2019-07-09T00:00:00.000Z,Listing removed,2019-06-24T00:00:00.000Z,Price change,2019-06-19T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4540 Thompson St, Conway, AR 72034",4540 Thompson St,,3,1195,,1450,8,https://www.zillow.com/homedetails/4540-Thompson-St-Conway-AR-72034/52392329_zpid/,,110000,2026-08-26T00:00:00.000Z,Listed for rent,2024-05-02T00:00:00.000Z,Listing removed,2024-04-25T00:00:00.000Z,Listed for rent,2022-08-10T00:00:00.000Z,Listing removed,2022-07-30T00:00:00.000Z,Listed for rent,2021-08-09T00:00:00.000Z,Listing removed,2021-08-04T00:00:00.000Z,Listed for rent,2012-06-11T00:00:00.000Z,Sold,2011-02-21T00:00:00.000Z,Sold,2003-05-13T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2512 College Ave, Conway, AR 72034",2512 College Ave,,3,1530,,1450,1,https://www.zillow.com/homedetails/2512-College-Ave-Conway-AR-72034/236626_zpid/,,354000,2026-09-02T00:00:00.000Z,Listed for rent,2025-11-11T00:00:00.000Z,Listing removed,2025-10-27T00:00:00.000Z,Listed for rent,2025-01-02T00:00:00.000Z,Listing removed,2023-12-21T00:00:00.000Z,Listing removed,2023-12-13T00:00:00.000Z,Listed for rent,2015-04-27T00:00:00.000Z,Sold,1998-06-08T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"175 Southerland Rd, Conway, AR 72032",175 Southerland Rd,,3,1532,,1650,1,https://www.zillow.com/homedetails/175-Southerland-Rd-Conway-AR-72032/35730518_zpid/,,165000,2026-09-02T00:00:00.000Z,Listed for rent,2025-07-03T00:00:00.000Z,Listing removed,2025-06-23T00:00:00.000Z,Listed for rent,2024-06-07T00:00:00.000Z,Listing removed,2024-05-25T00:00:00.000Z,Listed for rent,2022-05-09T00:00:00.000Z,Listing removed,2022-04-18T00:00:00.000Z,Listed for rent,2022-04-06T00:00:00.000Z,Sold,2022-02-18T00:00:00.000Z,Contingent,2022-02-03T00:00:00.000Z,Listed for sale,2020-07-20T00:00:00.000Z,Listing removed,2020-07-17T00:00:00.000Z,Listed for sale,2018-02-03T00:00:00.000Z,Listing removed,2017-12-31T00:00:00.000Z,Listed for rent,2015-07-20T00:00:00.000Z,Sold,2015-06-17T00:00:00.000Z,Pending sale,2015-05-02T00:00:00.000Z,Listed for sale,2015-01-01T00:00:00.000Z,Listing removed,2014-06-19T00:00:00.000Z,Listed for sale,2006-09-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,
"34 Woodhaven Dr, Cabot, AR 72023",34 Woodhaven Dr,,3,1305,,1650,28,https://www.zillow.com/homedetails/34-Woodhaven-Dr-Cabot-AR-72023/338206710_zpid/,,165000,2026-08-07T00:00:00.000Z,Listed for rent,2025-04-03T00:00:00.000Z,Listing removed,2025-03-15T00:00:00.000Z,Price change,2025-02-13T00:00:00.000Z,Price change,2025-02-11T00:00:00.000Z,Listed for rent,2020-11-30T00:00:00.000Z,Sold,2020-10-19T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1955 Bellingrath Gdns, Conway, AR 72034",1955 Bellingrath Gdns,,3,1752,,2000,2,https://www.zillow.com/homedetails/1955-Bellingrath-Gdns-Conway-AR-72034/119403911_zpid/,,199900,2026-09-01T00:00:00.000Z,Listed for rent,2025-09-17T00:00:00.000Z,Listing removed,2025-09-05T00:00:00.000Z,Price change,2025-08-27T00:00:00.000Z,Listed for rent,2025-05-28T00:00:00.000Z,Listing removed,2025-05-09T00:00:00.000Z,Listed for rent,2024-01-01T00:00:00.000Z,Listing removed,2023-12-15T00:00:00.000Z,Listed for rent,2018-04-02T00:00:00.000Z,Sold,2018-02-03T00:00:00.000Z,Listed for sale,2016-07-01T00:00:00.000Z,Listing removed,2015-10-23T00:00:00.000Z,Price change,2015-09-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4640 Oregon Trl, Conway, AR 72034",4640 Oregon Trl,,3,1482,,1800,15,https://www.zillow.com/homedetails/4640-Oregon-Trl-Conway-AR-72034/35730645_zpid/,,250000,2026-08-19T00:00:00.000Z,Listed for rent,2026-02-25T00:00:00.000Z,Listing removed,2026-02-10T00:00:00.000Z,Listed for rent,2025-10-31T00:00:00.000Z,Sold,2025-10-23T00:00:00.000Z,Contingent,2025-09-12T00:00:00.000Z,Price change,2025-08-21T00:00:00.000Z,Listed for sale,2021-11-15T00:00:00.000Z,Sold,2021-10-11T00:00:00.000Z,Pending sale,2021-10-11T00:00:00.000Z,Contingent,2021-10-05T00:00:00.000Z,Listed for sale,2021-03-24T00:00:00.000Z,Listing removed,2017-06-02T00:00:00.000Z,Sold,2017-03-21T00:00:00.000Z,Listed for sale,2015-07-07T00:00:00.000Z,Sold,2015-05-28T00:00:00.000Z,Listed for sale,2015-04-16T00:00:00.000Z,Listing removed,2014-12-26T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,
"125 Old Red Rd, Ward, AR 72176",125 Old Red Rd,,3,1280,,1000,0,https://www.zillow.com/homedetails/125-Old-Red-Rd-Ward-AR-72176/99434787_zpid/,,,2026-09-03T00:00:00.000Z,Listed for rent,2026-06-01T00:00:00.000Z,Listing removed,2026-05-19T00:00:00.000Z,Listed for rent,2026-04-20T00:00:00.000Z,Listing removed,2026-03-26T00:00:00.000Z,Listed for rent,2025-10-29T00:00:00.000Z,Listing removed,2025-10-06T00:00:00.000Z,Price change,2025-01-16T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2018-02-28T00:00:00.000Z,Listing removed,2018-02-26T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4332 Sloan Dr, Alexander, AR 72002",4332 Sloan Dr,,4,2112,,2255,37,https://www.zillow.com/homedetails/4332-Sloan-Dr-Alexander-AR-72002/464195265_zpid/,,,2026-08-09T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26 Stonewood Dr, Cabot, AR 72023",26 Stonewood Dr,,3,1698,,1900,10,https://www.zillow.com/homedetails/26-Stonewood-Dr-Cabot-AR-72023/55151081_zpid/,,157000,2026-08-24T00:00:00.000Z,Listed for rent,2026-04-27T00:00:00.000Z,Sold,2025-11-06T00:00:00.000Z,Listing removed,2025-10-20T00:00:00.000Z,Price change,2025-09-18T00:00:00.000Z,Listed for sale,2018-02-05T00:00:00.000Z,Listing removed,2017-09-28T00:00:00.000Z,Price change,2017-09-12T00:00:00.000Z,Listed for sale,2014-11-09T00:00:00.000Z,Listing removed,2014-08-01T00:00:00.000Z,Listed for sale,2012-03-12T00:00:00.000Z,Listing removed,2012-02-02T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26 Alexis Dr, Cabot, AR 72023",26 Alexis Dr,,3,1288,,1425,1,https://www.zillow.com/homedetails/26-Alexis-Dr-Cabot-AR-72023/255240_zpid/,,152900,2026-09-02T00:00:00.000Z,Listed for rent,2026-09-01T00:00:00.000Z,Listing removed,2026-08-11T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Price change,2026-07-14T00:00:00.000Z,Listed for rent,2023-05-31T00:00:00.000Z,Listing removed,2023-05-17T00:00:00.000Z,Listed for rent,2023-03-10T00:00:00.000Z,Sold,2023-02-09T00:00:00.000Z,Contingent,2023-02-07T00:00:00.000Z,Listed for sale,2014-11-14T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"153 Harwill, Hensley, AR 72065",153 Harwill,,4,2359,,2500,24,https://www.zillow.com/homedetails/153-Harwill-Hensley-AR-72065/2082362397_zpid/,,,2026-08-10T00:00:00.000Z,Listed for rent,2025-08-04T00:00:00.000Z,Listing removed,2025-07-01T00:00:00.000Z,Listed for rent,2025-06-30T00:00:00.000Z,Listing removed,2025-06-09T00:00:00.000Z,Listed for rent,2019-11-13T00:00:00.000Z,Listing removed,2019-10-15T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40 Ridge Trl, Sherwood, AR 72120",40 Ridge Trl,,3,2200,,2100,13,https://www.zillow.com/homedetails/40-Ridge-Trl-Sherwood-AR-72120/232839_zpid/,,230600,2026-08-31T00:00:00.000Z,Price change,2026-08-21T00:00:00.000Z,Listed for rent,2026-08-12T00:00:00.000Z,Listing removed,2026-07-20T00:00:00.000Z,Listed for rent,2026-06-17T00:00:00.000Z,Listing removed,2026-06-02T00:00:00.000Z,Price change,2025-09-19T00:00:00.000Z,Price change,2025-07-22T00:00:00.000Z,Price change,2025-06-24T00:00:00.000Z,Price change,2025-04-15T00:00:00.000Z,Price change,2025-03-14T00:00:00.000Z,Price change,2025-02-27T00:00:00.000Z,Listed for rent,2014-10-03T00:00:00.000Z,Sold,2001-09-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1415 Pyramid Dr, Conway, AR 72034",1415 Pyramid Dr,,3,1141,,1400,6,https://www.zillow.com/homedetails/1415-Pyramid-Dr-Conway-AR-72034/35730337_zpid/,,178000,2026-08-28T00:00:00.000Z,Listed for rent,2026-03-20T00:00:00.000Z,Sold,2023-06-08T00:00:00.000Z,Listing removed,2023-05-23T00:00:00.000Z,Listed for rent,2023-05-11T00:00:00.000Z,Listing removed,2023-05-08T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1504 McCurdy, Benton, AR 72019",1504 McCurdy,,4,1725,,1750,24,https://www.zillow.com/homedetails/1504-McCurdy-Benton-AR-72019/388159_zpid/,,21500,2026-08-23T00:00:00.000Z,Price change,2026-08-15T00:00:00.000Z,Price change,2026-08-11T00:00:00.000Z,Listed for rent,2022-12-09T00:00:00.000Z,Listing removed,2022-12-05T00:00:00.000Z,Listed for rent,2017-02-06T00:00:00.000Z,Listing removed,2017-01-19T00:00:00.000Z,Listed for rent,2015-11-02T00:00:00.000Z,Listing removed,2015-10-14T00:00:00.000Z,Listed for sale,2015-09-10T00:00:00.000Z,Listing removed,2015-08-31T00:00:00.000Z,Listed for sale,2015-02-17T00:00:00.000Z,Sold,2014-03-05T00:00:00.000Z,Sold,2013-07-03T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"201 Oliver St, Conway, AR 72034",201 Oliver St,,3,1456,,1450,22,https://www.zillow.com/homedetails/201-Oliver-St-Conway-AR-72034/235449_zpid/,,149000,2026-08-12T00:00:00.000Z,Listed for rent,2024-07-23T00:00:00.000Z,Listing removed,2024-07-02T00:00:00.000Z,Listed for rent,2022-04-29T00:00:00.000Z,Listing removed,2022-04-28T00:00:00.000Z,Listed for rent,2022-04-15T00:00:00.000Z,Listing removed,2022-03-31T00:00:00.000Z,Listed for rent,2010-07-14T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"203 Glen Oaks Dr, Benton, AR 72015",203 Glen Oaks Dr,,4,1270,,1295,43,https://www.zillow.com/homedetails/203-Glen-Oaks-Dr-Benton-AR-72015/2066535046_zpid/,,,2026-08-14T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Listed for rent,2026-07-30T00:00:00.000Z,Listing removed,2026-07-22T00:00:00.000Z,Listed for rent,2026-03-06T00:00:00.000Z,Listing removed,2026-02-26T00:00:00.000Z,Price change,2026-02-21T00:00:00.000Z,Price change,2026-02-11T00:00:00.000Z,Price change,2026-01-22T00:00:00.000Z,Listed for rent,2024-07-12T00:00:00.000Z,Listing removed,2024-07-12T00:00:00.000Z,Price change,2024-07-02T00:00:00.000Z,Price change,2024-06-06T00:00:00.000Z,Listed for rent,2022-11-09T00:00:00.000Z,Listing removed,2022-11-07T00:00:00.000Z,Listed for rent,2022-06-15T00:00:00.000Z,Listing removed,2022-05-30T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Listing removed,2022-02-17T00:00:00.000Z,Price change,2022-02-04T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,
"351 Meadow Creek Dr, Haskell, AR 72015",351 Meadow Creek Dr,,3,1625,,1650,27,https://www.zillow.com/homedetails/351-Meadow-Creek-Dr-Haskell-AR-72015/92428597_zpid/,,139900,2026-08-07T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-17T00:00:00.000Z,Listed for rent,2022-10-26T00:00:00.000Z,Listing removed,2022-10-15T00:00:00.000Z,Price change,2022-10-04T00:00:00.000Z,Price change,2022-08-28T00:00:00.000Z,Price change,2022-08-25T00:00:00.000Z,Listed for rent,2018-10-05T00:00:00.000Z,Sold,2018-08-13T00:00:00.000Z,Listed for sale,2016-04-28T00:00:00.000Z,Sold,2010-02-10T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"905 Pheasant Cv, Benton, AR 72019",905 Pheasant Cv,,3,1415,,1595,0,https://www.zillow.com/homedetails/905-Pheasant-Cv-Benton-AR-72019/385747_zpid/,,158000,2026-09-03T00:00:00.000Z,Listed for rent,2022-05-16T00:00:00.000Z,Listing removed,2022-04-20T00:00:00.000Z,Price change,2022-04-14T00:00:00.000Z,Price change,2022-04-06T00:00:00.000Z,Price change,2022-03-22T00:00:00.000Z,Listed for rent,2022-02-01T00:00:00.000Z,Sold,2022-01-21T00:00:00.000Z,Contingent,2022-01-19T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17 Big Oak Rd, Vilonia, AR 72032",17 Big Oak Rd,,3,1357,,1100,4,https://www.zillow.com/homedetails/17-Big-Oak-Rd-Vilonia-AR-72032/230936_zpid/,,120000,2026-08-30T00:00:00.000Z,Listed for rent,2021-12-10T00:00:00.000Z,Sold,2021-11-05T00:00:00.000Z,Contingent,2021-11-04T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 Hawthorne Dr, Conway, AR 72034",2 Hawthorne Dr,,3,1408,,1700,41,https://www.zillow.com/homedetails/2-Hawthorne-Dr-Conway-AR-72034/237001_zpid/,,102000,2026-08-27T00:00:00.000Z,Price change,2026-07-24T00:00:00.000Z,Listed for rent,2014-07-29T00:00:00.000Z,Sold,2014-05-16T00:00:00.000Z,Price change,2014-02-28T00:00:00.000Z,Listed for sale,2014-01-01T00:00:00.000Z,Listing removed,2013-10-29T00:00:00.000Z,Price change,2013-10-04T00:00:00.000Z,Price change,2013-08-08T00:00:00.000Z,Listed for sale,2011-08-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Leruss Blvd, Cabot, AR 72023",15 Leruss Blvd,,,,,,,https://www.zillow.com/b/15-leruss-blvd-cabot-ar-CkhJp8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
