listingAddress/full,listingAddress/street,homeStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"203 Lynn Ln, Lonoke, AR 72086",203 Lynn Ln,,3,1200,,1195,80,https://www.zillow.com/homedetails/203-Lynn-Ln-Lonoke-AR-72086/260453_zpid/,,105000,2026-09-02T00:00:00.000Z,Price change,2026-06-30T00:00:00.000Z,Price change,2026-06-15T00:00:00.000Z,Listed for rent,2026-06-01T00:00:00.000Z,Listing removed,2026-05-14T00:00:00.000Z,Listed for rent,2022-05-19T00:00:00.000Z,Sold,2022-05-13T00:00:00.000Z,Contingent,2022-05-05T00:00:00.000Z,Listed for sale,2014-05-30T00:00:00.000Z,Sold,2014-02-20T00:00:00.000Z,Sold,2014-01-11T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27 Trinity Dr, Cabot, AR 72023",27 Trinity Dr,,3,1442,,1525,13,https://www.zillow.com/homedetails/27-Trinity-Dr-Cabot-AR-72023/113948501_zpid/,,,2026-08-21T00:00:00.000Z,Listed for rent,2025-09-11T00:00:00.000Z,Listing removed,2025-07-29T00:00:00.000Z,Price change,2025-07-03T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"205 Logan Dr, Maumelle, AR 72113",205 Logan Dr,,3,1472,,1835,48,https://www.zillow.com/homedetails/205-Logan-Dr-Maumelle-AR-72113/2057186361_zpid/,,,2026-08-05T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Listed for rent,2025-09-04T00:00:00.000Z,Listing removed,2025-09-03T00:00:00.000Z,Listed for rent,2025-09-03T00:00:00.000Z,Listing removed,2025-08-29T00:00:00.000Z,Price change,2025-07-15T00:00:00.000Z,Listed for rent,2023-09-10T00:00:00.000Z,Listing removed,2023-09-09T00:00:00.000Z,Listed for rent,2023-09-08T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1406 Mammoth Rd, Hickory, NC 28602",1406 Mammoth Rd,,3,1749,,2025,1,https://www.zillow.com/homedetails/1406-Mammoth-Rd-Hickory-NC-28602/460650036_zpid/,,258000,2026-09-02T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Sold,2026-07-16T00:00:00.000Z,Pending sale,2026-06-02T00:00:00.000Z,Price change,2026-05-12T00:00:00.000Z,Price change,2026-02-24T00:00:00.000Z,Price change,2026-02-23T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1533 S Battleground Ave, Kings Mountain, NC 28086",1533 S Battleground Ave,,3,1320,,1800,27,https://www.zillow.com/homedetails/1533-S-Battleground-Ave-Kings-Mountain-NC-28086/464400646_zpid/,,,2026-09-01T00:00:00.000Z,Price change,2026-08-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"87 Sycamore Cir, Cabot, AR 72023",87 Sycamore Cir,,3,1252,,1395,20,https://www.zillow.com/homedetails/87-Sycamore-Cir-Cabot-AR-72023/256430_zpid/,,151500,2026-08-29T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Listed for rent,2026-07-17T00:00:00.000Z,Sold,2026-06-05T00:00:00.000Z,Listed for sale,2026-05-27T00:00:00.000Z,Listing removed,2026-05-15T00:00:00.000Z,Listed for rent,2020-06-03T00:00:00.000Z,Sold,2020-02-28T00:00:00.000Z,Sold,2013-03-25T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3153 Stonewall Dr, Benton, AR 72015",3153 Stonewall Dr,,3,2104,,2099,113,https://www.zillow.com/homedetails/3153-Stonewall-Dr-Benton-AR-72015/92431831_zpid/,,420000,2026-06-17T00:00:00.000Z,Price change,2026-05-13T00:00:00.000Z,Listed for rent,2026-02-02T00:00:00.000Z,Listing removed,2025-11-17T00:00:00.000Z,Listed for rent,2023-06-16T00:00:00.000Z,Listing removed,2023-05-24T00:00:00.000Z,Listed for rent,2008-10-03T00:00:00.000Z,Sold,2007-07-18T00:00:00.000Z,Sold,2007-03-01T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Summerfield Dr, Conway, AR 72034",15 Summerfield Dr,,3,1508,,1800,5,https://www.zillow.com/homedetails/15-Summerfield-Dr-Conway-AR-72034/238239_zpid/,,99000,2026-08-29T00:00:00.000Z,Listed for rent,2014-12-30T00:00:00.000Z,Sold,2005-06-02T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"621-623 Cosmos St, Maumelle, AR 72113",621-623 Cosmos St,,,,,,,https://www.zillow.com/b/621-623-cosmos-st-maumelle-ar-CpNTTZ/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3006 Hilldale Rd, Alexander, AR 72002",3006 Hilldale Rd,,3,1960,,1745,0,https://www.zillow.com/homedetails/3006-Hilldale-Rd-Alexander-AR-72002/368446_zpid/,,210000,2026-08-27T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for rent,2025-05-30T00:00:00.000Z,Listing removed,2025-04-23T00:00:00.000Z,Price change,2025-03-15T00:00:00.000Z,Listed for rent,2024-11-06T00:00:00.000Z,Listing removed,2024-10-24T00:00:00.000Z,Price change,2024-10-16T00:00:00.000Z,Price change,2024-10-10T00:00:00.000Z,Listed for rent,2024-10-01T00:00:00.000Z,Listing removed,2024-09-25T00:00:00.000Z,Price change,2024-09-24T00:00:00.000Z,Listed for rent,2024-05-21T00:00:00.000Z,Listing removed,2024-05-13T00:00:00.000Z,Price change,2024-05-10T00:00:00.000Z,Price change,2024-05-09T00:00:00.000Z,Price change,2024-05-02T00:00:00.000Z,Price change,2024-05-01T00:00:00.000Z,Price change,2024-04-25T00:00:00.000Z,Price change,2024-04-02T00:00:00.000Z,Listed for rent,2024-01-08T00:00:00.000Z,Listing removed,2023-10-01T00:00:00.000Z,Price change,2023-08-19T00:00:00.000Z,Listed for sale,2021-06-21T00:00:00.000Z,Sold,2017-02-15T00:00:00.000Z,Sold,,
"15 Wedgewood Dr, Cabot, AR 72023",15 Wedgewood Dr,,3,1473,,1650,14,https://www.zillow.com/homedetails/15-Wedgewood-Dr-Cabot-AR-72023/257013_zpid/,,190000,2026-08-21T00:00:00.000Z,Listed for rent,2023-10-01T00:00:00.000Z,Listing removed,2022-01-14T00:00:00.000Z,Sold,2021-10-05T00:00:00.000Z,Listing removed,2021-09-30T00:00:00.000Z,Sold,2019-06-21T00:00:00.000Z,Listing removed,2019-06-05T00:00:00.000Z,Listed for rent,2018-12-20T00:00:00.000Z,Listing removed,2018-11-12T00:00:00.000Z,Listed for sale,2018-11-12T00:00:00.000Z,Listing removed,2018-08-08T00:00:00.000Z,Price change,2018-07-06T00:00:00.000Z,Listed for rent,2015-08-22T00:00:00.000Z,Listing removed,2015-06-26T00:00:00.000Z,Listed for rent,2014-05-23T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,
"918 Cedar Haskell St, Haskell, AR 72015",918 Cedar Haskell St,,3,1088,,1150,15,https://www.zillow.com/homedetails/918-Cedar-Haskell-St-Haskell-AR-72015/61187359_zpid/,,,2026-07-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14108 Cherry Hill Dr, Alexander, AR 72002",14108 Cherry Hill Dr,,3,1100,,1475,22,https://www.zillow.com/homedetails/14108-Cherry-Hill-Dr-Alexander-AR-72002/52934816_zpid/,,155000,2026-08-12T00:00:00.000Z,Listed for rent,2026-06-22T00:00:00.000Z,Listing removed,2026-06-05T00:00:00.000Z,Listed for rent,2025-03-08T00:00:00.000Z,Listing removed,2025-02-04T00:00:00.000Z,Listed for rent,2023-10-25T00:00:00.000Z,Listing removed,2023-10-12T00:00:00.000Z,Listed for rent,2023-03-31T00:00:00.000Z,Listing removed,2023-03-27T00:00:00.000Z,Listed for rent,2023-03-10T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1845 Arden Ln, Conway, AR 72034",1845 Arden Ln,,3,1205,,1575,49,https://www.zillow.com/homedetails/1845-Arden-Ln-Conway-AR-72034/71714882_zpid/,,139000,2026-08-30T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Listed for rent,2024-07-03T00:00:00.000Z,Listing removed,2024-06-25T00:00:00.000Z,Listed for rent,2023-02-27T00:00:00.000Z,Listing removed,2023-02-22T00:00:00.000Z,Listed for rent,2021-01-19T00:00:00.000Z,Listing removed,2021-01-09T00:00:00.000Z,Listed for rent,2020-12-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7171 Corrigan Rd, Mabelvale, AR 72103",7171 Corrigan Rd,,3,910,,1000,19,https://www.zillow.com/homedetails/7171-Corrigan-Rd-Mabelvale-AR-72103/464589349_zpid/,,,2026-08-15T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11 W Plaza Blvd, Cabot, AR 72023",11 W Plaza Blvd,,3,1487,,1525,10,https://www.zillow.com/homedetails/11-W-Plaza-Blvd-Cabot-AR-72023/256262_zpid/,,229049,2026-08-24T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-02T00:00:00.000Z,Listed for rent,2013-02-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4605 Valiant Dr, Conway, AR 72034",4605 Valiant Dr,,3,1324,,1500,53,https://www.zillow.com/homedetails/4605-Valiant-Dr-Conway-AR-72034/52392383_zpid/,,122000,2026-08-01T00:00:00.000Z,Price change,2026-07-13T00:00:00.000Z,Listed for rent,2023-05-19T00:00:00.000Z,Listing removed,2023-05-02T00:00:00.000Z,Listed for rent,2022-04-11T00:00:00.000Z,Listing removed,2022-04-06T00:00:00.000Z,Listed for rent,2011-09-02T00:00:00.000Z,Sold,2011-06-12T00:00:00.000Z,Listed for sale,2008-09-08T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22 Kirkland St, Ward, AR 72176",22 Kirkland St,,3,1185,,1350,2,https://www.zillow.com/homedetails/22-Kirkland-St-Ward-AR-72176/261280_zpid/,,84000,2026-07-15T00:00:00.000Z,Listed for rent,2026-06-16T00:00:00.000Z,Sold,2026-06-14T00:00:00.000Z,Contingent,2026-06-02T00:00:00.000Z,Price change,2026-05-28T00:00:00.000Z,Listed for sale,2014-10-30T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"124 Sunny Gap Rd, Conway, AR 72032",124 Sunny Gap Rd,,3,1134,,1100,3,https://www.zillow.com/homedetails/124-Sunny-Gap-Rd-Conway-AR-72032/227564_zpid/,,220000,2026-08-31T00:00:00.000Z,Listed for rent,2011-11-15T00:00:00.000Z,Sold,1996-03-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"755 2nd Ave SW, Hickory, NC 28602",755 2nd Ave SW,,6,2779,,3650,57,https://www.zillow.com/homedetails/755-2nd-Ave-SW-Hickory-NC-28602/71962373_zpid/,,200000,2026-07-08T00:00:00.000Z,Listed for rent,2023-10-20T00:00:00.000Z,Sold,2010-10-28T00:00:00.000Z,Sold,2010-09-02T00:00:00.000Z,Price change,2010-05-22T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103 E Scott St, Carlisle, AR 72024",103 E Scott St,,3,1556,,1300,26,https://www.zillow.com/homedetails/103-E-Scott-St-Carlisle-AR-72024/258138_zpid/,,75000,2026-08-09T00:00:00.000Z,Listed for rent,2025-05-14T00:00:00.000Z,Sold,2025-03-28T00:00:00.000Z,Sold,2024-12-02T00:00:00.000Z,Listed for sale,2014-01-15T00:00:00.000Z,Sold,2013-07-17T00:00:00.000Z,Sold,2013-06-26T00:00:00.000Z,Price change,2013-05-17T00:00:00.000Z,Price change,2013-02-20T00:00:00.000Z,Price change,2013-01-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1610 Raden St, Conway, AR 72032",1610 Raden St,,3,1243,,1650,22,https://www.zillow.com/homedetails/1610-Raden-St-Conway-AR-72032/2066419442_zpid/,,,2026-08-12T00:00:00.000Z,Listed for rent,2025-10-04T00:00:00.000Z,Listing removed,2025-10-03T00:00:00.000Z,Listed for rent,2025-10-03T00:00:00.000Z,Listing removed,2025-07-18T00:00:00.000Z,Listed for rent,2023-12-30T00:00:00.000Z,Listing removed,2023-12-29T00:00:00.000Z,Listed for rent,2023-12-28T00:00:00.000Z,Listing removed,2023-12-01T00:00:00.000Z,Price change,2023-09-08T00:00:00.000Z,Listed for rent,2023-04-19T00:00:00.000Z,Listing removed,2023-03-28T00:00:00.000Z,Listed for rent,2022-04-21T00:00:00.000Z,Listing removed,2022-02-16T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53 Dunnaway Dr, Austin, AR 72007",53 Dunnaway Dr,,3,1403,,1535,50,https://www.zillow.com/homedetails/53-Dunnaway-Dr-Austin-AR-72007/2056813469_zpid/,,195000,2026-09-04T00:00:00.000Z,Price change,2026-08-25T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Listed for rent,2025-09-03T00:00:00.000Z,Listing removed,2025-09-02T00:00:00.000Z,Listing removed,2025-07-29T00:00:00.000Z,Listed for rent,2025-06-14T00:00:00.000Z,Listed for sale,2023-10-13T00:00:00.000Z,Sold,2023-09-06T00:00:00.000Z,Contingent,2023-07-15T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2919 Gage Dr, Benton, AR 72019",2919 Gage Dr,,3,1310,,1495,13,https://www.zillow.com/homedetails/2919-Gage-Dr-Benton-AR-72019/68021370_zpid/,,144000,2026-08-06T00:00:00.000Z,Price change,2026-07-07T00:00:00.000Z,Listed for rent,2026-05-05T00:00:00.000Z,Sold,2021-03-01T00:00:00.000Z,Sold,2013-08-07T00:00:00.000Z,Listing removed,2013-07-25T00:00:00.000Z,Price change,2013-07-15T00:00:00.000Z,Listed for sale,2009-07-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4903 Natalie Dr, Bryant, AR 72022",4903 Natalie Dr,,4,1990,,1860,10,https://www.zillow.com/homedetails/4903-Natalie-Dr-Bryant-AR-72022/82281136_zpid/,,38000,2026-08-24T00:00:00.000Z,Listed for rent,2007-08-22T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1505 Hathaway Dr, Conway, AR 72034",1505 Hathaway Dr,,3,1207,,1475,0,https://www.zillow.com/homedetails/1505-Hathaway-Dr-Conway-AR-72034/241555_zpid/,,70000,2026-09-03T00:00:00.000Z,Listed for rent,2024-01-31T00:00:00.000Z,Listing removed,2024-01-30T00:00:00.000Z,Listed for rent,2024-01-29T00:00:00.000Z,Listing removed,2024-01-27T00:00:00.000Z,Listed for rent,2016-01-09T00:00:00.000Z,Listing removed,2015-12-15T00:00:00.000Z,Listed for rent,2015-09-24T00:00:00.000Z,Sold,2015-08-15T00:00:00.000Z,Listed for sale,2013-10-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17024 Congo Ferndale Rd, Little Rock, AR 72210",17024 Congo Ferndale Rd,,4,1590,,1675,85,https://www.zillow.com/homedetails/17024-Congo-Ferndale-Rd-Little-Rock-AR-72210/370120_zpid/,,279500,2026-06-10T00:00:00.000Z,Listed for rent,2020-09-11T00:00:00.000Z,Listing removed,2020-07-23T00:00:00.000Z,Listed for rent,2018-05-13T00:00:00.000Z,Listing removed,2018-01-31T00:00:00.000Z,Listed for rent,2017-03-29T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37 Saint John St, Cabot, AR 72023",37 Saint John St,,3,1188,,1295,65,https://www.zillow.com/homedetails/37-Saint-John-St-Cabot-AR-72023/253499_zpid/,,81500,2026-09-03T00:00:00.000Z,Price change,2026-03-31T00:00:00.000Z,Listed for rent,2026-03-26T00:00:00.000Z,Sold,2026-03-19T00:00:00.000Z,Contingent,2026-03-14T00:00:00.000Z,Price change,2026-02-27T00:00:00.000Z,Price change,2026-01-28T00:00:00.000Z,Listed for sale,2016-05-26T00:00:00.000Z,Sold,2016-04-08T00:00:00.000Z,Listed for sale,2013-05-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1619 Leawood Dr, Benton, AR 72019",1619 Leawood Dr,,3,1624,,1550,14,https://www.zillow.com/homedetails/1619-Leawood-Dr-Benton-AR-72019/384404_zpid/,,122500,2026-09-01T00:00:00.000Z,Price change,2026-08-27T00:00:00.000Z,Price change,2026-08-20T00:00:00.000Z,Listed for rent,2025-10-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"717 Burton St, Benton, AR 72015",717 Burton St,,3,1544,,1650,10,https://www.zillow.com/homedetails/717-Burton-St-Benton-AR-72015/385729_zpid/,,22000,2026-08-24T00:00:00.000Z,Listed for rent,2026-08-07T00:00:00.000Z,Listing removed,2026-08-03T00:00:00.000Z,Price change,2026-07-21T00:00:00.000Z,Listed for rent,2026-07-21T00:00:00.000Z,Listing removed,2026-07-07T00:00:00.000Z,Price change,2026-06-01T00:00:00.000Z,Price change,2026-05-07T00:00:00.000Z,Listed for sale,2026-05-07T00:00:00.000Z,Listing removed,2026-05-05T00:00:00.000Z,Listed for sale,2023-08-31T00:00:00.000Z,Sold,2023-08-28T00:00:00.000Z,Contingent,2023-08-23T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14815 Parkway Meadows Dr, Alexander, AR 72002",14815 Parkway Meadows Dr,,3,1243,,1525,5,https://www.zillow.com/homedetails/14815-Parkway-Meadows-Dr-Alexander-AR-72002/114165875_zpid/,,187500,2026-08-29T00:00:00.000Z,Listed for rent,2025-08-21T00:00:00.000Z,Listing removed,2025-08-07T00:00:00.000Z,Price change,2025-07-31T00:00:00.000Z,Price change,2025-07-24T00:00:00.000Z,Listed for rent,2023-04-06T00:00:00.000Z,Sold,2023-03-22T00:00:00.000Z,Contingent,2023-02-17T00:00:00.000Z,Price change,2023-01-20T00:00:00.000Z,Price change,2023-01-06T00:00:00.000Z,Listed for sale,2017-05-23T00:00:00.000Z,Sold,2011-04-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3509 Terrace Hill Ct, Benton, AR 72019",3509 Terrace Hill Ct,,3,1500,,1450,3,https://www.zillow.com/homedetails/3509-Terrace-Hill-Ct-Benton-AR-72019/124735446_zpid/,,122580,2026-08-31T00:00:00.000Z,Listed for rent,2023-07-09T00:00:00.000Z,Listing removed,2023-07-06T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Sold,2014-09-04T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42 Winners Cir, Cabot, AR 72023",42 Winners Cir,,3,1521,,1850,27,https://www.zillow.com/homedetails/42-Winners-Cir-Cabot-AR-72023/72176611_zpid/,,196500,2026-08-07T00:00:00.000Z,Listed for rent,2025-10-07T00:00:00.000Z,Listing removed,2025-09-15T00:00:00.000Z,Listed for rent,2025-07-09T00:00:00.000Z,Sold,2025-04-28T00:00:00.000Z,Price change,2025-04-14T00:00:00.000Z,Price change,2025-04-03T00:00:00.000Z,Price change,2025-03-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2225 Redwood, Benton, AR 72015",2225 Redwood,,3,1758,,1800,94,https://www.zillow.com/homedetails/2225-Redwood-Benton-AR-72015/52934068_zpid/,,132000,2026-09-03T00:00:00.000Z,Price change,2026-08-17T00:00:00.000Z,Price change,2026-07-13T00:00:00.000Z,Price change,2026-06-01T00:00:00.000Z,Listed for rent,2025-05-31T00:00:00.000Z,Listing removed,2025-05-17T00:00:00.000Z,Listed for rent,2025-05-16T00:00:00.000Z,Listing removed,2025-04-17T00:00:00.000Z,Listed for rent,2025-04-16T00:00:00.000Z,Listing removed,2024-10-29T00:00:00.000Z,Listed for rent,2023-07-19T00:00:00.000Z,Listing removed,2023-06-20T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Listing removed,2022-02-12T00:00:00.000Z,Listed for rent,2020-08-15T00:00:00.000Z,Listing removed,2020-08-04T00:00:00.000Z,Listed for rent,2019-06-13T00:00:00.000Z,Listing removed,2019-06-04T00:00:00.000Z,Listed for rent,2018-10-16T00:00:00.000Z,Listing removed,2018-08-10T00:00:00.000Z,Price change,2018-08-07T00:00:00.000Z,Listed for rent,2015-07-18T00:00:00.000Z,Listing removed,2015-06-11T00:00:00.000Z,Listed for rent,2014-04-25T00:00:00.000Z,Listing removed,2014-02-22T00:00:00.000Z,Listed for rent,2013-10-18T00:00:00.000Z,Sold,2011-11-01T00:00:00.000Z,Sold,2009-01-13T00:00:00.000Z,Sold
"3001 Wild Berry Dr, Benton, AR 72015",3001 Wild Berry Dr,,3,1486,,1725,13,https://www.zillow.com/homedetails/3001-Wild-Berry-Dr-Benton-AR-72015/71716346_zpid/,,184900,2026-08-21T00:00:00.000Z,Listed for rent,2024-07-31T00:00:00.000Z,Listing removed,2024-07-05T00:00:00.000Z,Listed for rent,2023-04-21T00:00:00.000Z,Listing removed,2023-04-19T00:00:00.000Z,Listed for rent,2022-03-28T00:00:00.000Z,Listing removed,2022-03-24T00:00:00.000Z,Price change,2022-03-11T00:00:00.000Z,Listed for rent,2022-02-01T00:00:00.000Z,Sold,2022-02-01T00:00:00.000Z,Contingent,2022-01-06T00:00:00.000Z,Listed for sale,2020-08-31T00:00:00.000Z,Sold,2020-07-10T00:00:00.000Z,Listed for sale,2008-07-11T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1961 Auburn Hills Dr, Benton, AR 72015",1961 Auburn Hills Dr,,3,1470,,1850,31,https://www.zillow.com/homedetails/1961-Auburn-Hills-Dr-Benton-AR-72015/2061982521_zpid/,,210000,2026-08-04T00:00:00.000Z,Sold,2026-08-04T00:00:00.000Z,Listed for rent,2026-08-04T00:00:00.000Z,Contingent,2026-06-22T00:00:00.000Z,Price change,2026-05-30T00:00:00.000Z,Price change,2026-05-06T00:00:00.000Z,Price change,2026-04-27T00:00:00.000Z,Price change,2026-04-02T00:00:00.000Z,Price change,2026-03-31T00:00:00.000Z,Price change,2026-03-28T00:00:00.000Z,Listed for sale,2022-12-16T00:00:00.000Z,Sold,2022-11-18T00:00:00.000Z,Contingent,2022-11-11T00:00:00.000Z,Price change,2022-10-04T00:00:00.000Z,Price change,2022-08-23T00:00:00.000Z,Price change,2022-08-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,
"2714 Gage Dr, Benton, AR 72019",2714 Gage Dr,,3,1303,,1500,3,https://www.zillow.com/homedetails/2714-Gage-Dr-Benton-AR-72019/92431557_zpid/,,122580,2026-08-31T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Sold,2018-05-12T00:00:00.000Z,Listing removed,2018-04-07T00:00:00.000Z,Listed for rent,2018-02-11T00:00:00.000Z,Listing removed,2018-01-21T00:00:00.000Z,Price change,2017-11-09T00:00:00.000Z,Listed for rent,2017-04-11T00:00:00.000Z,Listing removed,2017-03-19T00:00:00.000Z,Listed for rent,2016-08-25T00:00:00.000Z,Listing removed,2015-11-21T00:00:00.000Z,Listing removed,2015-11-13T00:00:00.000Z,Listed for rent,2007-05-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"667 13th Avenue Dr NE, Hickory, NC 28601",667 13th Avenue Dr NE,,4,2174,,2345,51,https://www.zillow.com/homedetails/667-13th-Avenue-Dr-NE-Hickory-NC-28601/461540370_zpid/,,,2026-09-02T00:00:00.000Z,Price change,2026-07-14T00:00:00.000Z,Listed for rent,2026-05-18T00:00:00.000Z,Listing removed,2026-04-07T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"110 Rachel Cv, Haskell, AR 72015",110 Rachel Cv,,3,1300,,1300,10,https://www.zillow.com/homedetails/110-Rachel-Cv-Haskell-AR-72015/92429839_zpid/,,,2026-08-24T00:00:00.000Z,Listed for rent,2024-08-12T00:00:00.000Z,Listing removed,2024-08-09T00:00:00.000Z,Listed for rent,2023-07-11T00:00:00.000Z,Listing removed,2023-06-29T00:00:00.000Z,Listed for rent,2022-02-10T00:00:00.000Z,Listing removed,2022-01-31T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
