listingAddress/full,listingAddress/street,homeStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"821 Desoto Pl, Benton, AR 72015",821 Desoto Pl,FOR_RENT,4,2288,1650,1650,27,https://www.zillow.com/homedetails/821-Desoto-Pl-Benton-AR-72015/382881_zpid/,/homedetails/821-Desoto-Pl-Benton-AR-72015/382881_zpid/,50000,2026-08-21T00:00:00.000Z,Listed for rent,2026-08-21T00:00:00.000Z,Listing removed,2026-08-05T00:00:00.000Z,Price change,2026-07-14T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Listed for rent,2017-11-28T00:00:00.000Z,Sold,2017-10-18T00:00:00.000Z,Listed for sale,2017-07-31T00:00:00.000Z,Listing removed,2017-07-15T00:00:00.000Z,Listed for sale,2017-03-10T00:00:00.000Z,Sold,2017-02-09T00:00:00.000Z,Listed for sale,2011-12-14T00:00:00.000Z,Listing removed,2011-09-15T00:00:00.000Z,Listed for sale,2011-04-01T00:00:00.000Z,Sold,2011-02-24T00:00:00.000Z,Listed for sale,2010-02-21T00:00:00.000Z,Listing removed,2010-02-05T00:00:00.000Z,Listed for sale,2006-09-06T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,
"1710 Cedarhurst Dr, Benton, AR 72015",1710 Cedarhurst Dr,FOR_RENT,3,1680,1750,1750,31,https://www.zillow.com/homedetails/1710-Cedarhurst-Dr-Benton-AR-72015/384477_zpid/,/homedetails/1710-Cedarhurst-Dr-Benton-AR-72015/384477_zpid/,127500,2026-06-23T00:00:00.000Z,Listed for rent,2024-05-13T00:00:00.000Z,Listing removed,2024-02-10T00:00:00.000Z,Listed for rent,2024-01-31T00:00:00.000Z,Sold,2024-01-24T00:00:00.000Z,Contingent,2024-01-22T00:00:00.000Z,Listed for sale,2019-11-07T00:00:00.000Z,Listing removed,2019-10-07T00:00:00.000Z,Listed for rent,2016-12-15T00:00:00.000Z,Listing removed,2016-01-13T00:00:00.000Z,Listing removed,2016-01-11T00:00:00.000Z,Listed for rent,2015-05-22T00:00:00.000Z,Sold,2015-01-21T00:00:00.000Z,Listing removed,2014-07-25T00:00:00.000Z,Listed for rent,2014-06-23T00:00:00.000Z,Listing removed,2014-05-25T00:00:00.000Z,Price change,2014-05-07T00:00:00.000Z,Price change,2014-04-11T00:00:00.000Z,Price change,2014-02-17T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,
"614 SE 2nd St, Bryant, AR 72022",614 SE 2nd St,FOR_RENT,4,2060,1900,1900,6,https://www.zillow.com/homedetails/614-SE-2nd-St-Bryant-AR-72022/55095755_zpid/,/homedetails/614-SE-2nd-St-Bryant-AR-72022/55095755_zpid/,145000,2026-08-18T00:00:00.000Z,Listed for rent,2025-04-16T00:00:00.000Z,Listing removed,2025-04-11T00:00:00.000Z,Listed for rent,2021-04-08T00:00:00.000Z,Listing removed,2021-04-06T00:00:00.000Z,Listed for rent,2021-02-11T00:00:00.000Z,Sold,2021-01-10T00:00:00.000Z,Listed for sale,2019-05-31T00:00:00.000Z,Sold,2019-05-16T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"351 Meadow Creek Dr, Haskell, AR 72015",351 Meadow Creek Dr,FOR_RENT,3,1625,1650,1650,16,https://www.zillow.com/homedetails/351-Meadow-Creek-Dr-Haskell-AR-72015/92428597_zpid/,/homedetails/351-Meadow-Creek-Dr-Haskell-AR-72015/92428597_zpid/,139900,2026-08-07T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-17T00:00:00.000Z,Listed for rent,2022-10-26T00:00:00.000Z,Listing removed,2022-10-15T00:00:00.000Z,Price change,2022-10-04T00:00:00.000Z,Price change,2022-08-28T00:00:00.000Z,Price change,2022-08-25T00:00:00.000Z,Listed for rent,2018-10-05T00:00:00.000Z,Sold,2018-08-13T00:00:00.000Z,Listed for sale,2016-04-28T00:00:00.000Z,Sold,2010-02-10T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1225 Alex St, Conway, AR 72032",1225 Alex St,FOR_RENT,3,1400,1650,1650,8,https://www.zillow.com/homedetails/1225-Alex-St-Conway-AR-72032/82247336_zpid/,/homedetails/1225-Alex-St-Conway-AR-72032/82247336_zpid/,141000,2026-08-15T00:00:00.000Z,Listed for rent,2021-02-27T00:00:00.000Z,Listing removed,2020-03-14T00:00:00.000Z,Listing removed,2020-03-05T00:00:00.000Z,Listed for rent,2018-09-27T00:00:00.000Z,Listing removed,2018-09-07T00:00:00.000Z,Listed for rent,2017-08-29T00:00:00.000Z,Listing removed,2017-08-18T00:00:00.000Z,Sold,2017-08-16T00:00:00.000Z,Listed for rent,2017-03-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13824 Joan Dr, Shannon Hills, AR 72103",13824 Joan Dr,FOR_RENT,4,1200,1400,1400,42,https://www.zillow.com/homedetails/13824-Joan-Dr-Shannon-Hills-AR-72103/393598_zpid/,/homedetails/13824-Joan-Dr-Shannon-Hills-AR-72103/393598_zpid/,59000,2026-07-12T00:00:00.000Z,Listed for rent,2019-03-19T00:00:00.000Z,Listing removed,2018-09-14T00:00:00.000Z,Listed for rent,2018-09-13T00:00:00.000Z,Sold,2018-07-24T00:00:00.000Z,Price change,2018-07-04T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"627 Timberline Rd, Jacksonville, AR 72076",627 Timberline Rd,FOR_RENT,3,1305,1725,1725,37,https://www.zillow.com/homedetails/627-Timberline-Rd-Jacksonville-AR-72076/449592145_zpid/,/homedetails/627-Timberline-Rd-Jacksonville-AR-72076/449592145_zpid/,,2026-07-17T00:00:00.000Z,Listed for rent,2025-07-17T00:00:00.000Z,Listing removed,2025-07-01T00:00:00.000Z,Price change,2025-05-20T00:00:00.000Z,Listed for rent,2025-04-09T00:00:00.000Z,Listing removed,2025-04-09T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Undisclosed Address), Bryant, AR 72022",(Undisclosed Address),FOR_RENT,3,1250,1350,1350,17,https://www.zillow.com/homedetails/Bryant-AR-72022/457925232_zpid/,/homedetails/Bryant-AR-72022/457925232_zpid/,,2026-08-06T00:00:00.000Z,Listed for rent,2025-11-17T00:00:00.000Z,Listing removed,2025-11-03T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1913 Debswood Dr, Bryant, AR 72022",1913 Debswood Dr,FOR_RENT,3,1496,1795,1795,3,https://www.zillow.com/homedetails/1913-Debswood-Dr-Bryant-AR-72022/390140_zpid/,/homedetails/1913-Debswood-Dr-Bryant-AR-72022/390140_zpid/,155000,2026-08-21T00:00:00.000Z,Listed for rent,2025-02-02T00:00:00.000Z,Listing removed,2025-01-18T00:00:00.000Z,Listed for rent,2024-09-12T00:00:00.000Z,Listing removed,2024-07-30T00:00:00.000Z,Listed for rent,2024-07-18T00:00:00.000Z,Sold,2024-06-29T00:00:00.000Z,Contingent,2024-06-24T00:00:00.000Z,Listed for sale,2019-06-11T00:00:00.000Z,Sold,2019-06-03T00:00:00.000Z,Listed for sale,2019-05-23T00:00:00.000Z,Pending sale,2019-05-16T00:00:00.000Z,Listed for sale,2019-05-16T00:00:00.000Z,Pending sale,2019-05-14T00:00:00.000Z,Listed for sale,2014-06-03T00:00:00.000Z,Listing removed,2014-05-04T00:00:00.000Z,Price change,2014-03-04T00:00:00.000Z,Listed for sale,2014-01-15T00:00:00.000Z,Sold,2009-10-07T00:00:00.000Z,Sold,2006-12-20T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,
"3562 Terrace Hill Ct, Benton, AR 72019",3562 Terrace Hill Ct,FOR_RENT,3,,1500,1500,31,https://www.zillow.com/homedetails/3562-Terrace-Hill-Ct-Benton-AR-72019/247594484_zpid/,/homedetails/3562-Terrace-Hill-Ct-Benton-AR-72019/247594484_zpid/,122580,2026-07-23T00:00:00.000Z,Listed for rent,2023-06-22T00:00:00.000Z,Listing removed,2023-06-11T00:00:00.000Z,Listed for rent,2022-05-05T00:00:00.000Z,Listing removed,2022-04-19T00:00:00.000Z,Listed for rent,2022-03-04T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3123 Lori Lake Rd, Benton, AR 72019",3123 Lori Lake Rd,FOR_RENT,3,1280,1000,1000,171,https://www.zillow.com/homedetails/3123-Lori-Lake-Rd-Benton-AR-72019/453026788_zpid/,/homedetails/3123-Lori-Lake-Rd-Benton-AR-72019/453026788_zpid/,,2025-06-07T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1425 Joyner Dr, Conway, AR 72034",1425 Joyner Dr,FOR_RENT,3,1157,1450,1450,9,https://www.zillow.com/homedetails/1425-Joyner-Dr-Conway-AR-72034/35730195_zpid/,/homedetails/1425-Joyner-Dr-Conway-AR-72034/35730195_zpid/,155000,2026-08-14T00:00:00.000Z,Listed for rent,2025-10-28T00:00:00.000Z,Listing removed,2025-08-29T00:00:00.000Z,Price change,2025-08-12T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-08-16T00:00:00.000Z,Listed for rent,2022-04-27T00:00:00.000Z,Sold,2021-12-16T00:00:00.000Z,Listing removed,2021-10-26T00:00:00.000Z,Listed for rent,2019-05-14T00:00:00.000Z,Sold,2019-03-21T00:00:00.000Z,Listed for sale,2016-05-03T00:00:00.000Z,Sold,2016-02-17T00:00:00.000Z,Listed for sale,2011-04-01T00:00:00.000Z,Sold,2011-01-22T00:00:00.000Z,Price change,2011-01-01T00:00:00.000Z,Price change,2010-11-18T00:00:00.000Z,Listed for sale,2010-10-15T00:00:00.000Z,Listing removed,2010-10-15T00:00:00.000Z,Price change,2010-09-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,
"418 S Main, Benton, AR 72015",418 S Main,FOR_RENT,3,1096,1300,1300,6,https://www.zillow.com/homedetails/418-S-Main-Benton-AR-72015/71708118_zpid/,/homedetails/418-S-Main-Benton-AR-72015/71708118_zpid/,99500,2026-08-17T00:00:00.000Z,Listed for rent,2018-08-10T00:00:00.000Z,Sold,2018-06-20T00:00:00.000Z,Sold,2018-04-03T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"56 Eden Valley Ranch Rd, Vilonia, AR 72173",56 Eden Valley Ranch Rd,FOR_RENT,3,1280,1295,1295,72,https://www.zillow.com/homedetails/56-Eden-Valley-Ranch-Rd-Vilonia-AR-72173/102990816_zpid/,/homedetails/56-Eden-Valley-Ranch-Rd-Vilonia-AR-72173/102990816_zpid/,91800,2026-07-20T00:00:00.000Z,Price change,2026-07-02T00:00:00.000Z,Price change,2026-06-22T00:00:00.000Z,Price change,2026-06-13T00:00:00.000Z,Listed for rent,2024-04-05T00:00:00.000Z,Sold,2024-03-07T00:00:00.000Z,Listing removed,2024-02-29T00:00:00.000Z,Listed for sale,2022-08-05T00:00:00.000Z,Sold,2022-06-16T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4825 Coronell Way, Bryant, AR 72022",4825 Coronell Way,FOR_RENT,4,2060,3050,3050,6,https://www.zillow.com/homedetails/4825-Coronell-Way-Bryant-AR-72022/453104565_zpid/,/homedetails/4825-Coronell-Way-Bryant-AR-72022/453104565_zpid/,,2026-07-13T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1105 River Oaks Dr, Benton, AR 72019",1105 River Oaks Dr,FOR_RENT,4,2350,2600,2600,19,https://www.zillow.com/homedetails/1105-River-Oaks-Dr-Benton-AR-72019/453260567_zpid/,/homedetails/1105-River-Oaks-Dr-Benton-AR-72019/453260567_zpid/,,2026-08-04T00:00:00.000Z,Listed for rent,2025-07-28T00:00:00.000Z,Listing removed,2025-07-04T00:00:00.000Z,Price change,2025-06-21T00:00:00.000Z,Price change,2025-06-12T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3006 Hilldale Rd, Alexander, AR 72002",3006 Hilldale Rd,FOR_RENT,3,1960,1795,1795,75,https://www.zillow.com/homedetails/3006-Hilldale-Rd-Alexander-AR-72002/368446_zpid/,/homedetails/3006-Hilldale-Rd-Alexander-AR-72002/368446_zpid/,210000,2026-08-12T00:00:00.000Z,Price change,2026-07-29T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for rent,2025-05-30T00:00:00.000Z,Listing removed,2025-04-23T00:00:00.000Z,Price change,2025-03-15T00:00:00.000Z,Listed for rent,2024-11-06T00:00:00.000Z,Listing removed,2024-10-24T00:00:00.000Z,Price change,2024-10-16T00:00:00.000Z,Price change,2024-10-10T00:00:00.000Z,Listed for rent,2024-10-01T00:00:00.000Z,Listing removed,2024-09-25T00:00:00.000Z,Price change,2024-09-24T00:00:00.000Z,Listed for rent,2024-05-21T00:00:00.000Z,Listing removed,2024-05-13T00:00:00.000Z,Price change,2024-05-10T00:00:00.000Z,Price change,2024-05-09T00:00:00.000Z,Price change,2024-05-02T00:00:00.000Z,Price change,2024-05-01T00:00:00.000Z,Price change,2024-04-25T00:00:00.000Z,Price change,2024-04-02T00:00:00.000Z,Listed for rent,2024-01-08T00:00:00.000Z,Listing removed,2023-10-01T00:00:00.000Z,Price change,2023-08-19T00:00:00.000Z,Price change,2023-08-02T00:00:00.000Z,Listed for sale,2021-06-21T00:00:00.000Z,Sold,2017-02-15T00:00:00.000Z,Sold,,
"703 W 4th St, Lonoke, AR 72086",703 W 4th St,FOR_RENT,3,2312,2100,2100,3,https://www.zillow.com/homedetails/703-W-4th-St-Lonoke-AR-72086/260219_zpid/,/homedetails/703-W-4th-St-Lonoke-AR-72086/260219_zpid/,69900,2026-08-20T00:00:00.000Z,Listed for rent,2026-06-10T00:00:00.000Z,Sold,2026-05-10T00:00:00.000Z,Contingent,2026-05-07T00:00:00.000Z,Listed for sale,2026-05-07T00:00:00.000Z,Listing removed,2026-03-18T00:00:00.000Z,Price change,2026-01-10T00:00:00.000Z,Listed for sale,2014-02-19T00:00:00.000Z,Listing removed,2014-01-17T00:00:00.000Z,Listed for sale,2013-08-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53 Bent Tree Dr, Cabot, AR 72023",53 Bent Tree Dr,FOR_RENT,3,1645,1595,1595,32,https://www.zillow.com/homedetails/53-Bent-Tree-Dr-Cabot-AR-72023/256157_zpid/,/homedetails/53-Bent-Tree-Dr-Cabot-AR-72023/256157_zpid/,10000,2026-07-22T00:00:00.000Z,Listed for rent,2002-07-18T00:00:00.000Z,Sold,1993-11-12T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13723 Southfork Dr, Alexander, AR 72002",13723 Southfork Dr,FOR_RENT,3,1311,1450,1450,27,https://www.zillow.com/homedetails/13723-Southfork-Dr-Alexander-AR-72002/393770_zpid/,/homedetails/13723-Southfork-Dr-Alexander-AR-72002/393770_zpid/,135000,2026-07-27T00:00:00.000Z,Listed for rent,2026-07-10T00:00:00.000Z,Sold,2021-06-23T00:00:00.000Z,Listing removed,2021-06-18T00:00:00.000Z,Listed for rent,2019-06-13T00:00:00.000Z,Sold,2019-05-31T00:00:00.000Z,Price change,2019-05-30T00:00:00.000Z,Price change,2019-05-25T00:00:00.000Z,Price change,2019-05-23T00:00:00.000Z,Price change,2019-05-20T00:00:00.000Z,Price change,2019-05-17T00:00:00.000Z,Price change,2019-05-16T00:00:00.000Z,Price change,2019-05-15T00:00:00.000Z,Price change,2019-05-12T00:00:00.000Z,Price change,2019-05-10T00:00:00.000Z,Price change,2019-05-09T00:00:00.000Z,Price change,2019-05-07T00:00:00.000Z,Price change,2019-05-05T00:00:00.000Z,Price change,2019-05-02T00:00:00.000Z,Price change,2019-02-11T00:00:00.000Z,Price change,2019-01-15T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,
"1021 Spangle St, Benton, AR 72015",1021 Spangle St,FOR_RENT,3,1300,1650,1650,14,https://www.zillow.com/homedetails/1021-Spangle-St-Benton-AR-72015/68020664_zpid/,/homedetails/1021-Spangle-St-Benton-AR-72015/68020664_zpid/,87000,2026-08-09T00:00:00.000Z,Listed for rent,2004-12-29T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5845 Heritage Heights Dr, Benton, AR 72019",5845 Heritage Heights Dr,FOR_RENT,4,1725,1750,1750,6,https://www.zillow.com/homedetails/5845-Heritage-Heights-Dr-Benton-AR-72019/440162513_zpid/,/homedetails/5845-Heritage-Heights-Dr-Benton-AR-72019/440162513_zpid/,,2026-08-17T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-09-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3510 Maywood Ct, Benton, AR 72015",3510 Maywood Ct,FOR_RENT,3,1300,1325,1325,17,https://www.zillow.com/homedetails/3510-Maywood-Ct-Benton-AR-72015/387505_zpid/,/homedetails/3510-Maywood-Ct-Benton-AR-72015/387505_zpid/,,2026-08-06T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"106 10th Ave SE, Hickory, NC 28602",106 10th Ave SE,FOR_RENT,3,1333,1595,1595,68,https://www.zillow.com/homedetails/106-10th-Ave-SE-Hickory-NC-28602/463282226_zpid/,/homedetails/106-10th-Ave-SE-Hickory-NC-28602/463282226_zpid/,,2026-06-16T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1826 Auburn Hills Dr, Benton, AR 72015",1826 Auburn Hills Dr,FOR_RENT,3,1300,1625,1625,26,https://www.zillow.com/homedetails/1826-Auburn-Hills-Dr-Benton-AR-72015/64760739_zpid/,/homedetails/1826-Auburn-Hills-Dr-Benton-AR-72015/64760739_zpid/,147500,2026-07-28T00:00:00.000Z,Listed for rent,2025-04-16T00:00:00.000Z,Listing removed,2025-03-18T00:00:00.000Z,Listed for rent,2023-08-09T00:00:00.000Z,Listing removed,2023-08-07T00:00:00.000Z,Listed for rent,2023-07-27T00:00:00.000Z,Listing removed,2023-07-24T00:00:00.000Z,Listed for rent,2022-12-21T00:00:00.000Z,Sold,2022-03-16T00:00:00.000Z,Listing removed,2022-02-28T00:00:00.000Z,Listed for rent,2022-01-24T00:00:00.000Z,Sold,2013-08-18T00:00:00.000Z,Listing removed,2013-06-02T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2919 Gage Dr, Benton, AR 72019",2919 Gage Dr,FOR_RENT,3,1310,1495,1495,2,https://www.zillow.com/homedetails/2919-Gage-Dr-Benton-AR-72019/68021370_zpid/,/homedetails/2919-Gage-Dr-Benton-AR-72019/68021370_zpid/,144000,2026-08-06T00:00:00.000Z,Price change,2026-07-07T00:00:00.000Z,Listed for rent,2026-05-05T00:00:00.000Z,Sold,2021-03-01T00:00:00.000Z,Sold,2013-08-07T00:00:00.000Z,Listing removed,2013-07-25T00:00:00.000Z,Price change,2013-07-15T00:00:00.000Z,Listed for sale,2009-07-28T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"623 Dyer Cir, Benton, AR 72015",623 Dyer Cir,FOR_RENT,3,2053,1995,1995,37,https://www.zillow.com/homedetails/623-Dyer-Cir-Benton-AR-72015/386376_zpid/,/homedetails/623-Dyer-Cir-Benton-AR-72015/386376_zpid/,87000,2026-07-27T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Listed for rent,2004-07-02T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"118 E Elm Haskell St, Benton, AR 72015",118 E Elm Haskell St,FOR_RENT,3,1300,1200,1200,54,https://www.zillow.com/homedetails/118-E-Elm-Haskell-St-Benton-AR-72015/2061131914_zpid/,/homedetails/118-E-Elm-Haskell-St-Benton-AR-72015/2061131914_zpid/,,2026-06-30T00:00:00.000Z,Listed for rent,2025-05-19T00:00:00.000Z,Listing removed,2025-05-02T00:00:00.000Z,Listed for rent,2023-07-05T00:00:00.000Z,Listing removed,2023-06-15T00:00:00.000Z,Listed for rent,2022-10-20T00:00:00.000Z,Listing removed,2022-10-14T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7171 Corrigan Rd, Mabelvale, AR 72103",7171 Corrigan Rd,FOR_RENT,3,910,1000,1000,8,https://www.zillow.com/homedetails/7171-Corrigan-Rd-Mabelvale-AR-72103/464589349_zpid/,/homedetails/7171-Corrigan-Rd-Mabelvale-AR-72103/464589349_zpid/,,2026-08-15T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"802 Gussy Ln, Benton, AR 72019",802 Gussy Ln,FOR_RENT,4,1459,1650,1650,2,https://www.zillow.com/homedetails/802-Gussy-Ln-Benton-AR-72019/460667108_zpid/,/homedetails/802-Gussy-Ln-Benton-AR-72019/460667108_zpid/,222900,2026-08-21T00:00:00.000Z,Listed for rent,2026-08-11T00:00:00.000Z,Sold,2026-07-13T00:00:00.000Z,Contingent,2026-07-04T00:00:00.000Z,Price change,2026-06-03T00:00:00.000Z,Listed for sale,2026-05-01T00:00:00.000Z,Contingent,2026-04-14T00:00:00.000Z,Price change,2026-04-07T00:00:00.000Z,Price change,2026-04-02T00:00:00.000Z,Price change,2026-02-27T00:00:00.000Z,Price change,2026-02-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4340 Sloan Dr, Alexander, AR 72002",4340 Sloan Dr,FOR_RENT,4,1850,2140,2140,29,https://www.zillow.com/homedetails/4340-Sloan-Dr-Alexander-AR-72002/442183331_zpid/,/homedetails/4340-Sloan-Dr-Alexander-AR-72002/442183331_zpid/,267480,2026-08-09T00:00:00.000Z,Listed for rent,2026-07-28T00:00:00.000Z,Listing removed,2026-07-25T00:00:00.000Z,Listed for rent,2026-07-08T00:00:00.000Z,Listing removed,2026-06-20T00:00:00.000Z,Listed for rent,2025-08-06T00:00:00.000Z,Listing removed,2025-07-11T00:00:00.000Z,Listed for rent,2025-03-25T00:00:00.000Z,Sold,2025-02-10T00:00:00.000Z,Contingent,2025-01-17T00:00:00.000Z,Price change,2025-01-16T00:00:00.000Z,Price change,2024-10-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2333 Sam Tillery Dr, Alexander, AR 72002",2333 Sam Tillery Dr,FOR_RENT,3,1472,1795,1795,23,https://www.zillow.com/homedetails/2333-Sam-Tillery-Dr-Alexander-AR-72002/462538267_zpid/,/homedetails/2333-Sam-Tillery-Dr-Alexander-AR-72002/462538267_zpid/,226900,2026-07-31T00:00:00.000Z,Listed for rent,2026-07-30T00:00:00.000Z,Sold,2026-07-16T00:00:00.000Z,Contingent,2026-05-19T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2048 Bentwood Dr, Alexander, AR 72002",2048 Bentwood Dr,FOR_RENT,3,1355,1775,1775,26,https://www.zillow.com/homedetails/2048-Bentwood-Dr-Alexander-AR-72002/2066616486_zpid/,/homedetails/2048-Bentwood-Dr-Alexander-AR-72002/2066616486_zpid/,190790,2026-07-28T00:00:00.000Z,Listed for rent,2022-05-23T00:00:00.000Z,Listing removed,2022-05-12T00:00:00.000Z,Price change,2022-04-27T00:00:00.000Z,Listed for rent,2022-04-19T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2349 Sam Tillery Dr, Alexander, AR 72002",2349 Sam Tillery Dr,FOR_RENT,3,1446,1550,1550,40,https://www.zillow.com/homedetails/2349-Sam-Tillery-Dr-Alexander-AR-72002/461266492_zpid/,/homedetails/2349-Sam-Tillery-Dr-Alexander-AR-72002/461266492_zpid/,223900,2026-07-14T00:00:00.000Z,Listed for rent,2026-06-30T00:00:00.000Z,Sold,2026-06-05T00:00:00.000Z,Contingent,2026-04-07T00:00:00.000Z,Price change,2026-04-02T00:00:00.000Z,Price change,2026-03-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4101 Red Maple Ln, Alexander, AR 72002",4101 Red Maple Ln,FOR_RENT,3,1548,1745,1745,18,https://www.zillow.com/homedetails/4101-Red-Maple-Ln-Alexander-AR-72002/461650523_zpid/,/homedetails/4101-Red-Maple-Ln-Alexander-AR-72002/461650523_zpid/,230000,2026-08-21T00:00:00.000Z,Price change,2026-08-05T00:00:00.000Z,Listed for rent,2026-07-27T00:00:00.000Z,Sold,2026-06-30T00:00:00.000Z,Contingent,2026-04-12T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
